"Сведения о вознаграждении посредникам (кроме договоров страхования, заключенных путем обмена информацией в электронной форме), тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",335721.01537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5969.36416,4759.8926,0,0,1209.47156,329751.65121,310591.9005,309785.58908,0,0,0,0,0,0,806.31142,0,19159.75071,19159.75071,0,0,0,0,0,0,0,0,0,,0,0,0,
3229,"Акционерное общество ""Страховая бизнес группа""",452514.00878000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,23851.20438,4435.93347,0,0,19415.27091,427225.08572,402612.14375,0,117.971,5.28,0,6047.99797,0,0,396175.16093,265.73385,24591.44325,0,0,4.3559,208.29262,0,2902.94,21419.97337,55.88136,0,21.49872,,0,568.17515,869.54353,
3300,"Акционерное общество Страховая группа ""Спасские ворота""",68975.30371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13764.74938,10687.87433,0,0,3076.87505,55102.84987,54552.66512,4755.99664,0,0,0,42845.14887,0,0,64.21559,6887.30402,404.34725,0,0,0,0,0,0,404.34725,0,0,145.8375,,107.70446,0,0,
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",36602.87377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12585.55559,6709.91329,0,0,5875.6423,24017.31818,19663.05769,0,0,0,15873.93653,0,0,0,1083.7595,2705.36166,3842.79357,0,0,0,0,1954.08305,0,1888.71052,0,509.625,1.84192,,0,0,0,
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",29474913.53548,2118194.87375,2118194.87375,2004743.34502,86454.32097,1765632.92173,152656.10232,0,0,113451.52873,0,0,113451.52873,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,27356718.66173,245871.1907,0,0,27110847.47103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",213399.1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,155654.11976,155654.11976,0,0,0,57744.98304,36873.78571,0,0,0,0,0,0,0,0,36873.78571,5402.00286,0,0,0,0,0,0,5402.00286,0,0,15469.19447,,0,0,0,
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",2631698.7259899997,2516228.00916,2516228.00916,2470315.52527,43214.2595,2408969.22166,9278.67046,8853.37365,0,45912.48389,8885.00623,0,35288.60444,1738.87322,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,115470.71683,0.30213,0,0,115470.4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",315.56834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,315.56834,0,0,0,315.56834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",112252.30241999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,19963.69442,6425.5,0,0,13538.19442,92288.608,0,0,0,0,0,0,0,0,0,0,92288.608,0,0,0,0,0,0,0,92288.608,0,0,,0,0,0,
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",486480.74156,444265.98334,14277.01128,572.25228,0,0,378.684,193.56828,0,13704.759,0,0,3359.199,10345.56,0,429988.97206,79.086,0,0,0,0,79.086,429909.88606,0,,411920.48206,0,17989.404,32941.37527,366.696,32574.67927,9273.38295,8739.19607,0,0,534.18688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",788537.7468,656645.28415,528331.30605,484795.86665,0,347531.13575,137264.7309,0,0,43535.4394,0,6339.53085,37195.90855,0,0,128313.9781,128313.9781,124203.24718,0,4110.73092,0,0,0,0,,0,0,0,0,0,0,131892.46265,131889.77162,0,0,2.69103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3748,"Акционерное общество ""Русский Стандарт Страхование""",710091.14239,532136.66621,532136.66621,532136.66621,-276.20809,467579.83807,109.83011,62724.4206,1998.78552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,177954.47618,53101.42578,0,0,124853.0504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",210932.07266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,92825.07873,90202.42901,0,0,2622.64972,118106.99393,66893.65182,65990.52376,0,0,21.92715,0.936,0,0,710.33754,169.92737,51169.58104,0,0,0,0,0,0,43879.36854,7290.2125,0,43.76107,,0,0,0,
3799,Общество с ограниченной ответственностью «Страховой Дом «БСД»,215524.61444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15195.15301,161.6385,0,0,15033.51451,200329.46143,12600.89886,771.21323,0,0,0,7055.54272,0,0,4397.69865,376.44426,180931.87735,23.86952,0,0,0,0,0,179143.93067,1764.07716,0,6796.68522,,0,0,0,
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",3597.44858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3597.44858,1825.1641,0,0,0,0,0,0,0,1825.1641,0,1772.28448,0,0,0,0,0,132,1640.28448,0,0,0,,0,0,0,
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",16643.2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,16643.2614,0,0,0,0,0,0,0,0,0,0,2091.31037,0,0,0,0,0,0,312.725,1778.58537,0,14551.95103,,0,0,0,
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",298583.95884,196876.45681,139562.58136,133505.0535,0,27844.65279,105660.40071,0,0,6057.52786,0,-25.04932,6082.57718,0,0,57313.87545,55029.30764,25751.7374,0,29277.57024,0,0,2284.56781,0,,2284.56781,0,0,236.07653,-0.06747,236.144,101471.4255,101450.65554,0,0,20.76996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",1832758.07742,1832684.87343,1799532.9295,1380863.31635,242105.2995,0,1138757.5952,0.42165,0,418669.61315,0,0,418669.61315,0,0,33151.94393,33091.92657,0,0,33091.92657,0,0,60.01736,0,,60.01736,0,0,0,0,0,73.20399,73.20399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",324.5969,304.20718,295.28875,0,0,0,0,0,0,295.28875,0,0,295.28875,0,0,8.91843,0,0,0,0,0,0,8.91843,0,,8.91843,0,0,0,0,0,20.38972,20.38972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",233737.32157,39537.40846,3787.81691,2246.27057,0,0,2219.5351,0,26.73547,1541.54634,0,0,646.47674,0,895.0696,35749.59155,32633.95146,32393.43825,0,240.51321,0,0,3115.64009,0,,3115.64009,0,0,0.2,0,0.2,194199.71311,8857.41603,0,0,185342.29708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",45905.14134,45914.7005,45914.7005,10122.94942,1917.02,0,8205.92942,0,0,35791.75108,0,0,30430.76348,5360.9876,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,-9.55916,-9.55916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",142898.36414999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,44225.7855,43059.89799,0,0,1165.88751,98672.57865,91371.44215,807.00056,0,2621.14915,0,0,1681.1824,0,6557.58251,79704.52753,7240.18039,0,0,1497.86858,0,0,1.32825,5740.98356,0,0,60.95611,,0,0,0,
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",18981.75112,14032.24239,13963.47952,252.8,0,0,252.8,0,0,13710.67952,0,0,13710.67952,0,0,68.76287,0,0,0,0,0,0,68.76287,0,,68.76287,0,0,0,0,0,4949.50873,4949.50873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",4242241.8363,4239196.78432,3827933.81237,3394828.7667,0,2805923.73085,588697.81423,207.22162,0,433105.04567,0,0,432312.29082,792.75485,0,411262.97195,413119.44181,413318.95664,0,-199.51483,0,0,-1856.46986,-646.06053,,-1210.42795,0.01862,0,0,0,0,3045.05198,2383.97128,0,0,661.0807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,311454.36941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,178135.08391,96502.30813,0,0,81632.77578,133319.2855,127205.3331,18723.43178,231.04315,201.1032,23.94,14363.31671,0,0,74135.9562,19526.54206,2780.6484,2.015,0,37.5,0,0,0,2741.1334,0,0,3333.304,,0,0,0,
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",12736.12478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12736.12478,0,0,0,12736.12478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3947,Акционерное общество «Страховая компания ГАРДИЯ»,9613.31676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,9613.31676,9581.44176,57.18529,0,0,4943.68895,1704.76233,0,0,2875.80519,0,31.875,0,0,0,0,0,24.375,7.5,0,0,0,,0,0,0,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",647745.41703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,224730.8842,119591.5059,0,0,105139.3783,411652.95995,352986.79604,121578.49551,0,0,1600.31736,191002.02126,2900.83212,628.64183,15822.71115,20082.41864,32557.00677,144.35865,0,0,3101.68023,0,7447.49124,21023.14301,840.33364,24.84,26084.31714,,11361.57288,0,0,
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",937.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,937.875,70,0,0,0,0,0,0,0,70,0,867.875,0,0,0,0,0,452.205,415.67,0,0,0,,0,0,0,
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",7466927.83667,6412410.93348,5915735.76739,5205650.23585,0,4641074.51898,365013.56571,199562.15116,0,710085.53154,0,33900.29638,676186.89991,-1.66475,0,496675.16609,453483.20563,308751.30148,64153.08468,0,80578.81947,0,43191.96046,0,,32115.76077,11076.19969,0,0,0,0,1054516.90319,801882.20843,0,0,252634.69476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",1749960.4986999999,910472.43643,867402.88534,594363.45014,0,490705.60765,55780.38586,264.48502,47612.97161,273039.4352,0,0,185168.52463,260.31281,87610.59776,43069.55109,5040.88714,4937.02905,0,27.5587,0,76.29939,38028.66395,9840.66948,,28187.85847,0,0.136,24011.31649,0,24011.31649,815476.74578,327114.0946,1698.95885,0,488362.65118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3987,"Акционерное общество «Инлайф страхование жизни""",168538.19713,168538.19713,168465.3674,160593.0474,39270.35612,112364.09749,8958.59379,0,0,7872.32,0,0,7872.32,0,0,72.82973,75,0,0,75,0,0,-2.17027,0,,-2.17027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",3423.21945,3330.12612,3330.12612,9.49834,0,0,9.49834,0,0,3320.62778,0,0,3320.62778,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,91.93422,0,91.93422,1.15911,1.15911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",4540.786120000001,4185.41247,4185.41247,0,0,0,0,0,0,4185.41247,0,0,4185.41247,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,355.37365,355.37365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",1404575.78398,1271636.11739,1271636.11739,1198515.21346,17813.61067,1153452.25199,27153.60187,95.74893,0,73120.90393,6378.99639,0,66741.90754,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,132939.66659,132594.72688,0,0,344.93971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4014,Акционерное общество «Страховая компания «Ю-Лайф»,88872.80692,70437.55945,43277.39692,39118.17171,0,0,29339.05078,9779.12093,0,4159.22521,0,0,4159.22521,0,0,27160.16253,27160.11201,27160.11201,0,0,0,0,0.05052,0,,0.05052,0,0,0,0,0,18435.24747,18297.70987,0,0,137.5376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4079,Общество с ограниченной ответственностью «РБ Страхование Жизни»,721665.98096,572829.86179,383031.01749,132649.06365,0,132261.73665,387.327,0,0,250381.95384,0,138656.05148,111725.90236,0,0,189798.8443,183878.11377,30544.50036,0,153333.61341,0,0,5920.73053,0,,5920.73053,0,0,0,0,0,148836.11917,112357.80866,0,0,36478.31051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4104,"Общество с ограниченной ответственностью ""Дефанс Страхование""",-544233.2596100001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,-480949.46074,-480949.46074,0,0,0,-63283.79887,-15788.24048,-10214.91182,0,0,0,0,0,0,0,-5573.32866,-4931.4789,0,0,0,0,0,0,-4931.4789,0,0,-42564.07949,,0,0,0,
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,518587.1467,254429.5733,254429.5733,5013.12458,0,-2304.99063,6270.90105,1047.21416,0,249416.44872,0,0,244751.15277,4665.29595,0,0,0,0,0,0,0,0,0,0,,0,0,0,9000.48893,0,9000.48893,255157.08447,244769.69376,0,0,10387.39071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",51530.981270000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,49160.90127,14728.33389,0,0,34432.56738,2370.08,7.2,0,0,0,0,0,0,0,0,7.2,2362.88,0,0,0,0,0,0,0,2362.88,0,0,,0,0,0,
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,53.0145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,53.0145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0145,,0,0,0,
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",70207.51391,58091.3699,56384.6353,0,0,0,0,0,0,56384.6353,0,56384.6353,0,0,0,1706.7346,0,0,0,0,0,0,1706.7346,0,,-21.8054,0,1728.54,0,0,0,12116.14401,12116.14401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",214528.50785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,214528.50785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214528.50785,0,,0,0,0,
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",2177.30717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2177.30717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177.30717,0,,0,0,0,
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",47379.82424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,47379.82424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47379.82424,0,,0,0,0,
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",29494.35689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6308.79045,4558.18266,0,0,1750.60779,23185.56644,21157.92553,1993.22094,305.5,0,1149.27197,23.83721,0,0,12842.33639,4843.75902,1301.13952,0,0,1,181.69112,1.5,0,1116.9484,0,506.4,220.10139,,0,0,0,
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",5716696.5983299995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2877986.10824,1590779.20295,0,0,1287206.90529,2838356.94278,2298038.60559,589554.13429,11829.17977,28535.96505,8879.79185,34462.63655,16390.11428,12675.3371,496642.38618,1111744.39762,238611.92878,4122.32408,222.63195,254.39204,541.89315,3853.37636,2658.78725,219879.08961,7079.43434,34923.01691,266783.3915,,0,267.04802,86.49929,
4334,Общество с ограниченной ответственностью Страховая компания «АСТК»,122769.32847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,122769.32847,52327.53213,0,0,0,0,0,0,0,52327.53213,0,0,0,0,0,0,0,0,0,0,70441.79634,0,,0,0,0,
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,242303.01067,153802.59101,90422.89038,89499.10569,0,0,89271.18189,0,227.9238,923.78469,0,0,923.78469,0,0,63379.70063,63379.70063,63379.70063,0,0,0,0,0,0,,0,0,0,0,0,0,88500.41966,56919.35185,0,0,31581.06781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,84818.44952000001,84793.43881,26112.64167,7280.96263,0,4053.3353,2553.62733,0,674,18831.67904,40,0,18791.67904,0,0,58680.79714,58680.79714,58659.79714,0,21,0,0,0,0,,0,0,0,0,0,0,25.01071,25.01071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4380,Общество с ограниченной ответственностью РНКБ Страхование,91713.82941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,50229.34176,50229.34176,0,0,0,41484.48765,29636.09873,817.97325,0,0,0,0,0,0,10398.67096,18419.45452,0,0,0,0,0,0,0,0,0,0,11848.38892,,0,0,0,
4404,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «СТРАХОВАЯ КОМПАНИЯ «ХАТХОР»,33.2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33.2895,0,0,
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
