"Сведения о страховых премиях по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",24231.91501,21757.54388,21757.54388,21757.54388,4547.42315,12887.56109,4322.55964,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,2474.37113,2474.37113,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",1130.0289500000001,141.04698,141.04698,141.04698,0,141.04698,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,988.98197,0,,,988.98197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",384.77878000000004,548.61094,-28.5929,0,0,0,0,0,,-28.5929,0,0,-28.5929,0,0,577.20384,-0.87076,0,,-0.87076,,,578.0746,0,,578.0746,0,0,,,,-163.83216,-163.83216,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",234874.25124,234837.40124,115150.33285,115150.33285,0,115150.33285,0,0,,0,0,0,0,0,0,119687.06839,46593.67622,19526.54982,,27067.1264,,,73093.39217,0,,73093.39217,0,0,,,,36.85,0,,,36.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",28.30091,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,28.30091,28.30091,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3799,Общество с ограниченной ответственностью «Страховой Дом «БСД»,7097.66495,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,7097.66495,4561.2007,298.724,0,0,0,2114.63898,0,0,2008.33482,139.5029,2518.52554,0,0,,0,0,0,0,0,2518.52554,0,0,17.93871,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",998.43289,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,998.43289,689.58998,0,0,0,0,0,0,0,689.58998,0,308.84291,0,0,,0,0,0,0,0,308.84291,0,0,0,,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",171216.40068,3995.7211,3995.7211,3995.7211,0,3995.7211,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,167220.67958,147599.83496,,,19620.84462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",1917.8800999999999,1464.5943,1464.5943,148.24996,-108.1847,0,238.50744,17.92722,,1316.34434,0,0,1322.18366,-5.83932,0,0,0,0,,0,,,0,0,,0,0,0,,,,453.2858,93.59028,,,359.69552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",12311.25795,4350.43352,529.32667,290.86841,0,1.53655,289.33186,0,,238.45826,0,0,2.70679,0,235.75147,3821.10685,656.56067,527.33419,,129.22648,,,3164.54618,0,,3164.54618,0,0,,,,7960.82443,7960.82443,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",1736459.04556,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,1731153.16337,1731153.16337,0,0,49764.28299,0,1671640.08395,0,0,9748.79643,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,5305.88219,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",43861.61697,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,669.2454,669.2454,,,0,43192.37157,36609.23096,4331.22178,0,23877.41075,0,0,30,0,7408.92142,961.67701,6582.58559,0,0,,0,6471.90693,0,0,10.38606,100.2926,0,0,0.55502,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",115.68869,115.68869,115.68869,115.68869,0,0,115.68869,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",75741.59814,55108.48234,34968.02453,31830.20143,0,0,31830.20143,0,,3137.8231,846.7924,0,2291.0307,0,0,20140.45781,17671.43772,17649.79171,,21.64601,,,2469.02009,664.25741,,1790.33353,14.42915,0,,,,20633.1158,18675.60812,,,1957.50768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,105324.65177000001,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,5707.67041,5707.67041,,,0,99616.98136,96513.35858,1551.49048,0,0,500.72512,483.68024,0,0,93830.57858,146.88416,3103.62278,0,0,,0,0,0,0,0,3103.62278,0,0,0,,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,176557.08742,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,176274.34787,169337.92077,0,0,0,8518.88236,0,0,0,160819.03841,0,6151.98578,0,0,,0,1574.56103,7589.29309,0,-1460.23089,-1551.63745,0,0,784.44132,,0,282.73955,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",127321.65121000001,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,200,200,,,0,35030.8013,24749.6013,2440.71202,0,0,1500,6343.26089,3510.15131,0,10822.18358,133.2935,8281.2,0,0,,0,0,250,0,778.2,5900,1353,0,2000,,92090.84991,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",4743.77776,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,4743.77776,960.99786,0,0,0,0,498.77959,0,0,462.21827,0,3701.21187,0,0,,0,0,0,0,1174.5784,2526.63347,0,81.56803,0,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",51738.59238,41525.39394,26783.3205,8550.10838,1659.6519,5877.04503,1012.81234,0.59911,,18233.21212,0,2296.29333,15934.27259,2.6462,0,14742.07344,4184.40265,3349.75982,,834.64283,,,10557.67079,0.55788,,10557.11291,0,0,,,,10213.19844,10213.19844,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",24853.437149999998,17515.02264,168.96167,168.96167,0,168.96167,0,0,,0,0,0,0,0,0,17346.06097,185.6506,185.6506,,0,,,17160.41037,642.93374,,16077.3964,13.69232,426.38791,,,,7338.41451,7338.41451,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество «Инлайф страхование жизни""",2325.88256,2325.88256,1946.99832,1946.99832,1741.77038,205.22794,0,0,,0,0,0,0,0,0,378.88424,378.88424,0,,378.88424,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",18229.39244,18022.41606,18022.41606,478.83544,478.83544,0,0,0,,17543.58062,0,0,23.58062,17520,0,0,0,0,,0,,,0,0,,0,0,0,,,,206.97638,0,,,206.97638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,2518.0675,783.06198,132.88741,4.5514,0,0,4.5514,0,,128.33601,0,0,128.33601,0,0,650.17457,383.80863,189.85784,,193.95079,,,266.36594,0,,266.36594,0,0,,,,1735.00552,712.4878,,,1022.51772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Дефанс Страхование""",11.01625,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,6.38173,6.38173,,,0,4.63452,4.63452,0,0,0,0,0,0,0,0,4.63452,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,6383.89592,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,6383.89592,0,,,6383.89592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",5868.46833,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,5868.46833,5795.0618,,,73.40653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",-1752.6049799999998,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,-0.2665,-0.2665,,,0,-1752.33848,1880.30383,3354.86808,0,-3861.39438,0,4.35801,10.34628,0,2372.12584,0,-3632.64231,0,0,,0,-3682.30439,0,0,0,-11.83206,61.49414,0,0,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",12260.92023,11727.25467,11629.96679,0,0,0,0,0,,11629.96679,0,10196.25742,1433.70937,0,0,97.28788,0,0,,0,,,97.28788,0,,97.28788,0,0,,,,533.66556,387.08796,,,146.5776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",581102.59493,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,581102.59493,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,581102.59493,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",12047.50082,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,12047.50082,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,12047.50082,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",300459.4586,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,300459.4586,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,300459.4586,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",242367.02514,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,448,448,,,0,241919.02514,218378.39002,6404.13293,9190.91396,0,64485.39006,74058.87141,0,0,64239.08166,0,23540.63512,0,0,,0,0,20118.97686,0,0,3421.65826,0,0,0,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",1938973.9354400001,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,51577.11365,2330.8502,,,49246.26345,1796991.80094,1166175.89286,788.47651,10608.46137,119676.45378,51391.37885,103185.47035,107011.72003,89127.26657,746618.14776,26895.78421,191717.03502,0,0,,0,86864.57921,0,2090.02548,-112.94187,101279.87494,1595.49726,218045.33338,221053.53968,,83691.6965,5741.28728,972.03707
4334,Общество с ограниченной ответственностью Страховая компания «АСТК»,978712.65813,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,978712.65813,250531.71392,0,0,0,34077.47884,15707.09718,0,0,200747.1379,0,144573.22358,0,0,,0,0,25805.42944,0,14331.80408,104435.99006,0,583396.98023,210.7404,,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",26730.8014,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,26730.8014,25130.8014,0,0,0,0,6244.69165,0,0,18886.10975,0,1600,0,0,,0,1600,0,0,0,0,0,0,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,7038.21974,5254.05733,828.49759,828.49759,0,0,828.49759,0,,0,0,0,0,0,0,4425.55974,4425.55974,4425.55974,,0,,,0,0,,0,0,0,,,,1784.16241,0.15541,,,1784.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",617561.95178,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,617561.95178,506095.22593,5639.56034,7687.37483,0,14563.15739,49305.77553,0,0,401059.24755,27840.11029,51909.76283,0,0,,0,0,3835.98813,0,0,29944.43647,18129.33823,44446.85385,15110.10917,,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",8858.42573,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,8858.42573,5077.19299,3310.33584,0,0,0,1766.85715,0,0,0,0,3781.23274,0,0,,0,0,0,0,0,0,3781.23274,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,17558.45461,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,2560.181,2560.181,,,0,14998.27361,12260.45087,353.52,0,0,0,0,0,0,11906.93087,0,0,0,0,,0,0,0,0,0,0,0,0,2737.82274,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
