"Сведения о вознаграждении посредникам, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",157680.75215,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,101611.24496,0,0,0,101611.24496,56069.50719,55703.56719,0,0,0,0,0,0,0,0,55703.56719,365.94,0,0,0,0,0,0,365.94,0,0,0,,0,0,0,
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",5193867.7082400005,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2286106.77963,2062865.03267,0,0,223241.74696,2824298.61263,2624829.4434,1638476.17633,94.60817,8740.59153,9342.47744,159580.90337,1033.75465,0,167391.19747,640169.73444,57836.16559,8952.39557,0,3614.40707,5511.67,5380.19956,1531.20778,31525.38056,1320.90505,1635.56669,139997.43695,,77290.99723,2421.06278,3750.25597,
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",578606.59833,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9411.42845,7646.90512,0,0,1764.52333,569195.16988,541607.33008,540430.35388,0,0,0,0,0,0,1176.9762,0,27587.8398,27587.8398,0,0,0,0,0,0,0,0,0,,0,0,0,
3229,"Акционерное общество ""Страховая бизнес группа""",758818.01521,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,60466.96326,8731.43483,0,0,51735.52843,696053.2577,662177.08209,0,362.816,9.08,0,17188.5827,0,0,644066.71065,549.89274,33838.96616,0,0,15.3889,178.06622,0,3155.48214,30393.30081,96.72809,0,37.20945,,4.12333,685.48692,1608.184,
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",3797.83712,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3797.83712,0,0,0,3797.83712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3300,"Акционерное общество Страховая группа ""Спасские ворота""",171870.52323,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,39876.29715,25997.17799,0,0,13879.11916,131298.42431,130446.22618,9642.04272,0,0,0,104846.19612,0,0,650.34487,15307.64247,567.89813,0,0,0,0,0,2.46,565.43813,0,0,284.3,,695.80177,0,0,
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",61740.521949999995,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,38689.68532,32558.61938,0,0,6131.06594,23050.83663,12121.53763,0,0,0,0,459.27793,0,0,3839.23293,7823.02677,9661.18326,0,0,0,0,9626.58577,0,34.59749,0,1147.49988,120.61586,,0,0,0,
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",33905609.61314,23689692.22117,23689668.19187,23351933.48101,293000.94341,22787295.54912,271636.98848,0,0,337734.71086,,0,337734.71086,0,0,24.0293,0,0,0,0,0,0,24.0293,0,,24.0293,0,0,0,0,0,10215917.39197,488709.60242,0,0,9727207.78955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",2568236.11631,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2262434.22653,2262434.22653,0,0,0,305801.88978,180568.39943,0,0,0,0,0,0,0,0,180568.39943,28340.58675,0,0,0,0,0,0,28340.58675,0,0,96892.9036,,0,0,0,
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",5602985.37974,5418532.45197,5418532.45197,5333233.89933,66027.26964,5232533.41548,19487.69411,15185.5201,0,85298.55264,,0,82514.50048,2784.05216,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,184452.92777,3.07453,0,0,184449.85324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",7633.77984,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7633.77984,0,0,0,7633.77984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",323415.15734,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,79979.91299,46737.675,0,0,33242.23799,243435.24435,18.2,0,0,0,0,0,0,0,0,18.2,243417.04435,0,0,0,0,0,0,0,243417.04435,0,0,,0,0,0,
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",923103.75683,845154.8523,28291.94083,6467.37367,0,0,779.132,5688.24167,0,21824.56716,,0,4514.07,17310.49716,0,816862.91147,137.188,0,0,0,0,137.188,816725.72347,0,,784635.49647,0,32090.227,58552.25227,843.271,57708.98127,19396.65226,18881.41806,0,0,515.2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",3229490.96426,3229348.43756,3041928.84266,2885857.75749,0,2667335.33119,218522.4263,0,0,156071.08517,,25865.06988,130206.01529,0,0,187419.5949,181681.48988,137620.06447,0,44061.42541,0,0,5738.10502,0,,5738.10502,0,0,0,0,0,142.5267,132.27262,0,0,10.25408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3748,"Акционерное общество ""Русский Стандарт Страхование""",1188230.9332,758542.48002,758542.48002,758542.48002,-226.14959,444733.0439,897.99116,309433.0158,3704.57875,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,429688.45318,177988.44831,0,0,251700.00487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",391180.51159999997,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,157406.3102,157406.3102,0,0,0,233774.2014,122084.43327,115792.09036,0,0,70.176,53.8772,0,0,5672.29409,495.99562,111561.7157,0,0,0,3.24,0,0,103081.3257,8477.15,0,128.05243,,0,0,0,
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",414083.7213,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,27828.25772,471.66462,0,0,27356.5931,386255.46358,32047.31916,1843.2057,0,0,0,17651.11714,0,0,11713.01706,839.97926,343152.92644,53.32163,0,0,0,0,14.8,341861.60259,1223.20222,0,11055.21798,,0,0,0,
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",9590.31584,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10.152,10.152,0,0,0,9580.16384,4644.53429,0,0,0,0,0,0,0,4644.53429,0,4935.62955,0,0,0,0,0,87,4848.62955,0,0,0,,0,0,0,
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",22878.68016,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,22878.68016,0,0,0,0,0,0,0,0,0,0,2856.28597,0,0,0,0,0,0,551.46,2304.82597,0,20022.39419,,0,0,0,
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",597696.7837100001,270087.64896,199655.15738,188577.60651,0,115634.00268,72943.60383,0,0,11077.55087,,230.90167,10846.6492,0,0,70432.49158,49153.94305,19375.50492,0,29778.43813,0,0,21278.54853,0,,21278.54853,0,0,905.54618,0.3313,905.21488,326703.58857,326688.79148,0,0,14.79709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",4390088.719649999,4389984.21988,4311703.43435,2984889.05943,1638112.05266,0,1346776.59912,0.40765,0,1326814.37492,,0,1326813.18642,1.1885,0,78280.78553,72375.98371,0,0,72375.98371,0,0,5904.80182,0,,5904.80182,0,0,0,0,0,104.49977,104.49977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",2339.09008,2234.51945,2211.32796,2.82031,0,2.82031,0,0,0,2208.50765,,0,2208.50765,0,0,23.19149,0,0,0,0,0,0,23.19149,0,,23.19149,0,0,0,0,0,104.57063,104.57063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",331000.35478999995,10674.97922,2986.60273,1303.24386,0,0,976.8071,0,326.43676,1683.35887,,0,70.3,0,1613.05887,7688.37649,1110.87981,0,0,1110.87981,0,0,6577.49668,0,,6577.49668,0,0,0.45541,0,0.45541,320324.92016,27895.88332,0,0,292429.03684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",160261.32063,159814.56253,159814.56253,29055.9841,10562.935,-2947.07583,21440.12493,0,0,130758.57843,,0,117305.99033,13452.5881,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,446.7581,421.4081,0,0,25.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",282143.54907999997,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,79083.98386,77199.49131,0,0,1884.49255,203059.56522,178409.2768,2415.83635,0,3968.85942,0,5.496,3450.36919,0,12291.18392,156277.53192,24514.54631,0,0,1463.16787,0,0,2.92583,23048.45261,0,0,135.74211,,0,0,0,
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",35159.56323,26509.6567,25870.55609,441.9669,0,0,441.9669,0,0,25428.58919,,0,25428.58919,0,0,639.10061,0,0,0,0,0,0,639.10061,0,,639.10061,0,0,0,0,0,8649.90653,8649.90653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",14677729.68486,14666413.49623,14061554.59329,13697901.85635,0,13521344.49445,176502.9765,54.3854,0,363652.73694,,0,361939.0268,1713.71014,0,604858.90294,611041.72304,611437.39035,0,-395.66731,0,0,-6182.8201,1654.62323,,-7854.20328,16.75995,0,0,0,0,11316.18863,10522.52964,0,0,793.65899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,301475.62351,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,160607.54825,81391.47413,0,0,79216.07412,140868.07526,137368.44371,66089.75116,145.96118,0,27.36,0,0,0,60762.90496,10342.46641,2367.85587,6.2598,0,0,0,0,0,2361.59607,0,0,1131.77568,,0,0,0,
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",28665.25475,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,28665.25475,0,0,0,28665.25475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3947,Акционерное общество «Страховая компания ГАРДИЯ»,421206.5984,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,421203.5514,377321.11228,28.59264,0,0,0,22723.19406,0,0,354569.32558,0,41940.19898,107.8861,0,0,0,0,4729.96739,37102.34549,0,0,1942.24014,,0,3.047,0,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",1184920.14921,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,588932.67991,341370.93265,0,0,247561.74726,565341.67068,401284.94379,196932.71681,0,0,2871.0631,76729.4954,22761.65985,19977.63942,33278.20631,68711.80232,82768.06227,264.06604,0,0,7996.49236,0,16582.99214,57563.79832,360.71341,44.28,81244.38462,,30645.79862,0,0,
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",795.95119,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,795.95119,184.57036,0,0,0,0,-11.95641,0,0,196.52677,0,636.27526,0,0,0,0,0,528.3783,107.89696,0,-24.89443,0,,0,0,0,
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",14480755.08357,13570435.25275,12441854.42717,11568951.60305,0,10949563.2464,145494.88353,473893.47312,0,872902.82412,,67741.89528,805133.7946,27.13424,0,1128580.82558,907695.32739,684782.53986,11073.46203,20381.3387,191457.9868,0,220885.49819,0.77682,,218368.60626,2516.11511,0,0,0,0,910319.83082,813995.62587,0,0,96324.20495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",3252219.48028,1751796.67052,1629794.17069,1152358.46474,0,1033504.12338,88027.8726,152.21255,30674.25621,477435.70595,,0,291095.57697,562.46984,185777.65914,122002.49983,18987.23079,18592.83167,0,18.84508,0,375.55404,103015.26904,11852.28624,,91160.91196,0,2.07084,33965.38027,0,33965.38027,1466457.42949,636307.11601,802.05391,0,830150.31348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3987,"Акционерное общество «Инлайф страхование жизни""",988828.9005199999,988828.95052,987087.05795,967249.09515,40481.12767,913504.04158,13263.9259,0,0,19837.9628,,0,19837.9628,0,0,1741.89257,2514.0817,0,0,2514.0817,0,0,-772.18913,0,,-772.18913,0,0,0,0,0,-0.05,0,0,0,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",6519.458700000001,6357.89072,6357.89072,21.69834,0,0,21.69834,0,0,6336.19238,,0,6336.19238,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,160.17838,0,160.17838,1.3896,1.3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",9705.268339999999,8985.69091,8985.69091,0,0,0,0,0,0,8985.69091,,0,8985.69091,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,719.57743,719.57743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",1763497.54479,1763497.54479,1763497.54479,1676793.70373,42597.7277,1586021.47778,48169.98944,4.50881,0,86703.84106,,0,86703.84106,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4014,Акционерное общество «Страховая компания «Ю-Лайф»,182448.69689000002,92773.36319,79037.57993,78074.14458,0,0,32450.45059,45623.69399,0,963.43535,,0,963.43535,0,0,13735.78326,13853.29997,13823.29993,0,30.00004,0,0,-117.51671,0,,-117.51671,0,0,0.05688,0,0.05688,89675.27682,89572.78894,0,0,102.48788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4079,Общество с ограниченной ответственностью «РБ Страхование Жизни»,1838494.7824900001,1291032.6421,1097091.67091,611259.05741,0,601874.29304,9384.76437,0,0,485832.6135,,391985.88973,93846.72377,0,0,193940.97119,179815.36277,39914.86469,0,139900.49808,0,0,14125.60842,0,,14125.60842,0,0,0,0,0,547462.14039,415491.49841,0,0,131970.64198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",121149.13894,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,61355.45923,61355.45923,0,0,0,59793.67971,26374.65513,648.28641,0,0,0,0,0,0,0,25726.36872,19528.75215,0,0,0,0,0,0,19528.75215,0,0,13890.27243,,0,0,0,
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,1120810.0514500001,975604.34542,952194.40654,-4016.86475,0,-16460.64127,9676.13588,2767.64064,0,956211.27129,,13798.95099,935560.16066,6852.15964,0,23409.93888,0,0,0,0,0,0,23409.93888,0,,23409.93888,0,0,21.02456,0,21.02456,145184.68147,117802.46681,0,0,27382.21466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",106489.62777,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,102823.02777,71564.13673,0,0,31258.89104,3666.6,0,0,0,0,0,0,0,0,0,0,3666.6,0,0,0,0,0,0,0,3666.6,0,0,,0,0,0,
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,2193.27937,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2193.27937,1082.21554,0,0,0,0,470.29362,0,0,611.92192,0,597.41223,0,0,0,0,0,272.15564,325.25659,0,0,513.6516,,0,0,0,
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",204429.1596,168664.18995,161793.13393,0,0,0,0,0,0,161793.13393,,146428.33637,15364.79756,0,0,6871.05602,0,0,0,0,0,0,6871.05602,0,,2362.80683,0,4508.24919,0,0,0,35764.96965,33308.21965,0,0,2456.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",162399.42273,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,162399.42273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162399.42273,0,,0,0,0,
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",13327.06979,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,13327.06979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13327.06979,0,,0,0,0,
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",44552.10701,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,44552.10701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44552.10701,0,,0,0,0,
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",87907.31076,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,25678.08754,12649.11783,0,0,13028.96971,62229.22322,55748.03822,5982.88797,0,0,3244.58538,32.3375,0,0,34557.53201,11930.69536,4372.17409,0,0,37.9675,1509.95663,6,0,2818.24996,0,1065.2,1043.81091,,0,0,0,
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",10823411.36712,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5569293.02811,3469847.49878,0,0,2099445.52933,5253696.33235,4322266.29271,1021787.21466,14103.31658,59578.64914,14663.75745,234299.48729,47161.1801,38056.43285,970858.10235,1959814.58514,390478,7810.31236,643.22839,436.76501,4295.49339,8424.39613,3721.19202,346387.51628,18759.09642,53669.02826,487283.01138,,0,397.78165,24.22501,
4334,Общество с ограниченной ответственностью «АльфаСтрахование Торговые кредиты»,124928.83311,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,124928.83311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124928.83311,0,,0,0,0,
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,365361.75347999996,187427.24398,87620.75828,82731.3052,0,0,82731.3052,0,0,4889.45308,,0,4889.45308,0,0,99806.4857,99806.4857,99806.4857,0,0,0,0,0,0,,0,0,0,0,0,0,177934.5095,118295.59346,0,0,59638.91604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,228736.62279000002,228693.78228,123191.8731,99400.56166,0,10724.79999,24736.58247,0,63939.1792,23791.31144,,0,23791.31144,0,0,105501.90918,105501.90918,103883.11918,0,1618.79,0,0,0,0,,0,0,0,0,0,0,42.84051,0,0,0,42.84051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4380,Общество с ограниченной ответственностью РНКБ Страхование,141277.399,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,60026.0067,60026.0067,0,0,0,81251.3923,60789.7337,2575.24461,0,0,0,0,0,0,27103.38118,31111.10791,0,0,0,0,0,0,0,0,0,0,20461.6586,,0,0,0,
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
