"Сведения о страховых премиях по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
3300,"Акционерное общество Страховая группа ""Спасские ворота""",124051.45724999999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,6801.23864,6801.23864,,0,0,111599.31418,103973.4479,2038.77874,0,0,1726.816,96320.43572,0,0,1555.17813,2332.23931,7625.86628,24,24,0,0,0,6600.67425,0,0,1001.19203,0,0,0,,5430.87633,220.02801,9e-05
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",2442010.15026,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,156.76421,156.76421,,0,0,2441853.38605,1434922.36876,0,443.34618,14987.55587,482459.90637,14389.16469,0,0,922537.711,104.68465,308775.1459,0,0,0,0,1058.73069,13548.56545,87676.90201,84263.41221,122227.53554,0,682244.18284,15911.68855,,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",48859.09456,45862.82714,45862.74908,34095.66843,31041.35384,2532.30303,522.01156,0,0,11767.08065,,0,11767.08065,0,0,0.07806,0,0,,0,0,,0.07806,0,,0.07806,0,,,,,2996.26742,2996.26742,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",1354.89,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1354.89,0,,0,1354.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",2407.16489,2106.36525,67.41501,0,0,0,0,0,0,67.41501,,0,67.41501,0,0,2038.95024,9.32066,0,,9.32066,0,,2029.62958,0,,2029.62958,0,,,,,300.79964,300.79964,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",202371.91785,202371.91785,67627.48618,67627.48618,0,67627.48618,0,0,0,0,,0,0,0,0,134744.43167,53286.66597,23394.8168,,29891.84917,0,,81457.7657,0,,81457.7657,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",31.84749,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,31.84749,31.84749,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",9236.24423,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,9236.24423,5832.19481,130,0,0,0,3535.19907,0,0,2049.19172,117.80402,3363.33937,0,0,0,0,0,0,0,0,3363.33937,0,0,40.71005,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",290.06561,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,290.06561,159.54345,0,0,0,0,0,0,0,159.54345,0,130.52216,0,0,0,0,0,0,0,0,130.52216,0,0,0,,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",184599.66214,1258.23068,1258.23068,1258.23068,0,1258.23068,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,183341.43146,162791.03882,,0,20550.39264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",15971.40791,13776.97936,13776.97936,10015.27106,8188.24814,0,1694.35613,132.66679,0,3761.7083,,0,2047.20842,1714.49988,0,0,0,0,,0,0,,0,0,,0,0,,,,,2194.42855,1907.50975,,0,286.9188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",15771.03036,3411.77001,525.00179,231.32526,0,209.01699,6.19265,0,16.11562,293.67653,,0,2.36967,0,291.30686,2886.76822,779.07841,616.51793,,162.56048,0,,2107.68981,0,,2107.68981,0,,,,,12359.26035,7449.54407,,0,4909.71628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",604809.18767,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,601788.24868,601788.24868,0,0,65479.05637,0,530519.49529,0,0,5789.69702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3020.93899,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",55577.15911,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,2080.44909,2080.44909,,0,0,53496.71002,34771.47473,3703.05422,0,23626.16392,0,8.22,31.10916,0,6401.3983,1001.52913,18723.16612,0,0,0,0,4323.51286,0,0,13.87797,14385.77529,0,0,2.06917,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",115.35303,115.35303,115.35303,115.35303,0,0,115.35303,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",55231.92543,24451.61345,5654.43557,4494.29316,7.26696,0.81231,4486.21389,0,0,1160.14241,,647.53265,506.87306,5.7367,0,18797.17788,14688.08938,14621.89637,,64.1542,2.03881,,4109.0885,421.96106,,3326.78906,360.33838,,,,,30780.31198,28300.32607,,0,2479.98591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,76217.68329,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,22383.43234,22383.43234,,0,0,53834.25095,51891.9026,3810.15214,0,0,585.57164,12.42145,0,0,46032.11463,1451.64274,1388.84835,0,0,0,0,0,0,0,0,1388.84835,0,0,553.5,,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,16534.47223,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,16320.01973,7471.848,0,0,0,0,3992.79942,0,0,3479.04858,0,7808.78608,0,0,0,0,0,0,0,0,7808.78608,0,0,1039.38565,,0,214.4525,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",146268.64957,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,200,200,,0,0,35080.79945,22604.36126,1979.14624,0,0,1500,5000,2872.46655,0,10246.98517,1005.7633,11476.43819,0,0,0,0,0,500,0,780.5,5900,4295.93819,0,1000,,110987.85012,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",5638.2662,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,5638.2662,239.62627,0,0,0,0,0,0,0,239.62627,0,5356.35289,0,0,0,0,0,0,0,2892.43055,2463.92234,0,42.28704,0,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",9197.68317,2997.88648,339.61329,339.61329,0,339.61329,0,0,0,0,,0,0,0,0,2658.27319,573.03232,573.03232,,0,0,,2085.24087,0,,2085.24087,0,,,,,6199.79669,6199.79669,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",7603.78401,7603.78401,7459.25442,7459.25442,6275.53862,1183.7158,0,0,0,0,,0,0,0,0,144.52959,144.52959,0,,144.52959,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",1013.35348,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1013.35348,1013.35348,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",18168.35703,18168.35703,18168.35703,638.69874,638.69874,0,0,0,0,17529.65829,,0,9.65829,17520,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,1951.35743,1255.40756,34.23247,1.85828,0,0,1.85828,0,0,32.37419,,0,32.37419,0,0,1221.17509,448.85408,226.44619,,222.40789,0,,772.32101,0,,772.32101,0,,,,,695.94987,57.83011,,0,638.11976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",2250.93337,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,2252.18456,2252.18456,,0,0,-1.25119,-0.03316,0,0,0,0,0,0,0,0,-0.03316,0,0,0,0,0,0,0,0,0,0,0,0,-1.21803,,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,47074.09063,23050.72523,20315.15069,20315.15069,0,612.73609,14315.05048,5387.36412,0,0,,0,0,0,0,2735.57454,2735.57454,2735.57454,,0,0,,0,0,,0,0,,,,,24023.3654,15815.87105,,0,8207.49435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",10197.8277,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,10197.8277,10197.8277,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,107059.63796000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,625.61172,625.61172,,0,0,106434.02624,43046.96145,0,0,0,0,11875.80225,0,0,31171.1592,0,50760.81718,0,0,0,0,0,0,0,22552.76021,28208.05697,0,12626.24761,0,,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",128529.18249,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,6173.23866,2508.60618,,0,3664.63248,122355.94383,112365.57791,64815.57371,0,0,0,16364.63102,-22.56103,0,31207.93421,0,9414.44846,449.36255,450.39049,0,0,0,0,0,0,7091.47541,1873.6105,0,575.91746,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",34727.971750000004,27028.83045,26815.76657,0,0,0,0,0,0,26815.76657,,23294.19089,3521.57568,0,0,213.06388,0,0,,0,0,,213.06388,0,,213.06388,0,,,,,7699.1413,3146.78191,,0,4552.35939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",109303.89429,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,109303.89429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109303.89429,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",32985.82874,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,32985.82874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32985.82874,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",175553.22477,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,175553.22477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175553.22477,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",191365.09069,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,191365.09069,186349.92474,4528.83325,2059.19044,0,6989.38581,55209.73105,0,0,117566.95816,-4.17397,5015.16595,0,0,0,0,0,4357.55087,0,0,657.61508,0,0,0,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",1297716.14447,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,5603.24864,903.45639,,0,4699.79225,1198736.23159,1250215.23653,-1928.26787,15698.73969,24512.45429,10344.15588,75669.59648,132983.3714,114954.76691,986501.98931,6433.19735,138042.33192,0,0,0,0,24318.93241,0,806.79109,0,112916.60842,0,-302799.91113,113278.57427,,92251.87526,984.55385,140.23513
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",772372.27585,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,772372.27585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772372.27585,0,,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",3445.103,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,3445.103,1845.103,0,0,0,0,1845.103,0,0,0,0,1600,0,0,0,0,1600,0,0,0,0,0,0,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,5153.90373,5152.35905,596.60408,555.12497,0,0,555.12497,0,0,41.47911,,0,41.47911,0,0,4555.75497,4433.65673,4432.20764,,1.44909,0,,122.09824,0,,122.09824,0,,,,,1.54468,1.54468,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",238840.82434,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,238840.82434,189237.52086,1819.11015,3535.85436,0,9494.43526,13913.43934,0,0,149178.94209,11295.73966,18269.98227,0,0,0,0,0,1655.70972,0,0,13568.03715,3046.2354,25078.50121,6254.82,,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",6264.87382,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,6264.87382,2352.64057,193.55865,0,0,0,2159.08192,0,0,0,0,3912.23325,0,0,0,0,0,0,0,0,0,3912.23325,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,5983.31877,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,5983.31877,5983.31877,159.36704,0,0,0,0,0,0,5823.95173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4393,Некоммерческая корпоративная организация - Потребительское общество взаимного страхования «ИНСАНГО»,5228.75301,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,5228.75301,5228.75301,13.5,0,0,0,5215.25301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
