"Сведения о доле перестраховщиков в выплатах по договорам, переданным в перестрахование, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
4079,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование Жизни""",16882.35447,14838.42122,0,2043.93325,1597.68465,0,0,446.2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",4021.76146,0,0,4021.76146,4021.76146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4105,"Общество с ограниченной ответственностью ""Страховая компания ""СиВ Лайф""",87375.55937999999,68850.93204,0,18524.62734,0,0,0,18524.62734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",24197.37439,0,0,24197.37439,24197.37439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,297482.10337,0,0,756,756,0,0,0,296726.10337,296224.63957,0,0,0,0,289458.42982,0,0,6766.20975,0,501.4638,0,0,0,0,0,0,0,501.4638,0,0,0,0,,0,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",569336.76778,0,0,605.89763,4.02337,0,0,601.87426,568730.87015,562381.07842,97762.75273,-318.86225,25092.52208,1831.22114,3394.39479,129994.37288,0,304624.67705,0,5474.79173,1945.8923,111.28451,0,0,2247.14555,0,0,0,1225.73307,56.02081,0,875,,0,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",61818.90421,43430.67241,0,18388.2318,0,0,0,18388.2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",40920.69462,0,0,0,0,0,0,0,40920.69462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40920.69462,0,,0,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",117292.41873,0,0,0,0,0,0,0,117292.41873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117292.41873,0,,0,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",53180.21206,0,0,0,0,0,0,0,53180.21206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53180.21206,0,,0,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",2929.28021,0,0,0,0,0,0,0,2929.28021,414.37938,391.5765,0,0,0,0,0,0,22.80288,0,2514.90083,0,0,0,0,0,0,0,0,2514.90083,0,0,0,,0,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",373195.48659,0,0,339965.29071,0,0,0,339965.29071,33230.19588,11214.82739,867.22592,0,0,0,0,0,0,2506.21545,7841.38602,161.80831,0,0,0,0,57.40691,0,0,0,104.4014,0,13389.88032,8463.67986,,0,0,0,0
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",593498.17406,0,0,0,0,0,0,0,593498.17406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593498.17406,0,,0,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",5751.12456,0,0,0,0,0,0,0,5751.12456,5206.26692,0,0,0,0,0,0,0,5206.26692,0,544.85764,0,0,0,0,0,0,0,0,0,544.85764,0,0,,0,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,2743.4955,2743.4955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4359,"Некоммерческая корпоративная организация Потребительское общество взаимного страхования ""Страховой дом ""Платинум""",18877.64631,0,0,0,0,0,0,0,18877.64631,18877.64631,18877.64631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4360,"Некоммерческая корпоративная организация Потребительское общество взаимного страхования ""Эталон""",4553.93675,0,0,0,0,0,0,0,4553.93675,4553.93675,4553.93675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4372,Общество с ограниченной ответственностью «Страховая компания «Манго»,19305.22283,0,0,0,0,0,0,0,19305.22283,19256.56653,0,0,0,0,0,0,0,0,19256.56653,48.6563,0,0,0,0,0,0,0,0,48.6563,0,0,0,,0,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",9045.95823,0,0,0,0,0,0,0,9045.95823,9045.95823,0,0,9045.95823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",1215.04394,0,0,0,0,0,0,0,1215.04394,1215.04394,0,0,0,0,1215.04394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
