"Сведения о страховых премиях (взносах) по договорам страхования, заключенным при участии посредников, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",156478.92927999998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,37749.59396,0,0,0,112025.695,118729.33532,118137.79532,0,0,0,0,0,0,0,0,118137.79532,591.54,0,0,0,0,0,0,591.54,0,0,0,,0,0,0,
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",-125.54257,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,-55.91592,-64.91592,0,0,9,-69.62665,-30.07963,0,0,0,0,0,0,0,-16.61666,-13.46297,-39.54702,0,0,0,0,0,0,-1.67305,-37.87397,0,0,,0,0,0,
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",16777663.56254,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2816575.34762,2321275.3585,0,0,495299.98912,5884496.69402,5612447.54568,3824641.64797,0,64056.14741,29553.41412,492752.25574,2670.1409,0,335877.50446,862896.43508,135473.11618,22147.39679,0,7692.21208,24759.74975,23797.37729,5602.97384,47821.62043,3651.786,1386.30215,135189.73001,,8030566.49324,17692.32847,28332.69919,
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",1143218.24499,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18808.28737,15121.65872,0,0,3686.62865,1124409.95762,1071843.54382,1069384.04616,0,0,0,0,0,0,2459.49766,0,52566.4138,52566.4138,0,0,0,0,0,0,0,0,0,,0,0,0,
3229,"Акционерное общество ""Страховая бизнес группа""",1307361.93683,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,43031.07688,19610.02673,0,0,138848.0965,1246851.19615,1182465.22654,0,1300.67,45.4,0,35224.42327,0,0,1145342.98165,793.75279,64240.84523,0,0,178.489,445.16554,0,7639.95,55472.04371,365.20235,0,145.12438,,-11.74301,4979.0512,12512.35561,
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",24235.5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,24235.5,0,0,0,24235.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3300,"Акционерное общество Страховая группа ""Спасские ворота""",204404.64854000002,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,105366.80276,42522.18537,0,0,100054.67461,93825.01219,92301.42747,24891.19815,0,0,0,179171.97673,0,0,3421.49852,25246.99142,846.69784,0,0,0,0,0,14.50689,2311.83805,0,0,676.88688,,5191.97859,20.855,0,
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",266106.15965,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,165303.16878,47463.50546,0,0,117839.66332,100802.99087,68229.63187,0,0,0,0,0,0,0,53076.29147,15153.3404,32468.04281,0,0,0,0,32165.19324,0,302.84957,0,0,105.31619,,0,0,0,
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",82947618.42657,78886744.9066,78868555.65527,76679486.19812,7677925.23706,60475609.27986,8525951.6812,0,0,2189069.45715,,0,2189069.45715,0,0,18189.25133,18189.25133,0,0,18189.25133,0,0,0,0,,0,0,0,0,0,0,4060873.51997,819398.75279,0,0,3241535.44906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",2708994.4680399997,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2380916.79996,2380916.79996,0,0,0,328077.66808,204175.9237,0,0,0,0,0,0,0,0,204175.9237,31978.5258,0,0,0,0,0,0,31978.5258,0,0,91923.21858,,0,0,0,
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",6261725.95762,6081299.5132,6081299.5132,5412373.71167,453913.288,4557601.91056,387345.2,13513.31311,0,668925.80153,,0,654816.97873,14108.8228,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,180426.44442,462.817,0,0,179963.62742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",211546.461,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,211546.461,0,0,0,211546.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",963156.71904,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,724666.75,717839.55,0,0,38673.57,238489.96904,22,0,0,0,0,0,0,0,0,22,238467.96904,0,0,0,0,0,0,0,629114.81591,0,0,,0,0,0,
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",3752643.33426,3244106.77302,124221.093,12636.28,0,0,2835.965,9800.315,0,111584.813,,0,41144.98,70439.833,0,3119885.68002,1157.176,0,0,0,0,1157.176,3118728.50402,0,,2850124.61554,0,268603.88848,461012.91516,2856.671,458156.24416,47523.64608,45899.10808,0,0,1624.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",138244703.81633,138204252.39332,68131752.37241,46594801.28274,0,2386648.34774,44208152.935,0,0,21536951.08967,,3808431.20588,17721701.51943,6818.36436,0,70072500.02091,57711600.54191,41975719.53863,0,15735881.00328,0,0,12360899.479,0,,12360899.479,0,0,0,0,0,40451.42301,30991.07718,0,0,9460.34583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3748,"Акционерное общество ""Русский Стандарт Страхование""",4224449.427209999,3126004.96677,3126004.96677,3125252.28575,-41841.51523,1767046.44045,26184.49111,1363194.41184,10668.45758,752.68102,,0,752.68102,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1098444.46044,551378.64198,0,0,547065.81846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",720683.01074,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,226596.69065,226596.69065,0,0,0,494086.32009,203073.14211,192830.73105,0,0,135,80.093,0,0,8934.81063,1092.50743,290611.4318,0,0,0,7.1,0,0,274714.3318,15890,0,401.74618,,0,0,0,
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",813634.07489,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,108813.07457,6129.654,0,0,102683.42057,704821.00032,54090.45718,6914.87726,0,0,0,34140.22747,0,0,11361.83439,1673.51806,635403.57859,191.61699,0,0,0,0,24.8,633706.249,1480.9126,0,15326.96455,,0,0,0,
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",18231.1773,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,20.304,0,0,0,18231.1773,9684.86409,0,0,0,0,0,0,0,9684.69556,0,8546.31321,0,0,0,0,0,290,8248.02921,0,0,0,,0,0,0,
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",27454.8086,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,27454.8086,0,0,0,0,0,0,0,0,0,0,3828.56561,0,0,0,0,0,0,1159.5,2669.06561,0,23626.24299,,0,0,0,
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",8384370.25615,7631197.58703,4915992.68413,4777252.31374,0,128634.33784,4648617.9759,0,0,138740.37039,,159.57486,138580.79553,0,0,2715204.9029,2148703.51771,292339.66148,0,1856363.85623,0,0,566501.38519,0,,566501.38519,0,0,24677.53842,0,24677.53842,728495.1307,720589.36791,0,0,7905.76279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",47467384.33235,47461514.46707,46060925.68465,41967220.4757,20248276.28517,0,21718940.12553,4.065,0,4093705.20895,,49.78669,4092597.28471,1058.13755,0,1400588.78242,1386621.15302,-14.45737,0,1386635.61039,0,0,13967.6294,0,,13967.6294,0,0,26.4828,0,26.4828,5843.38248,5843.38248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",43640.162619999996,43135.38172,42758.01491,-39.14503,0,-39.14503,0,0,0,42797.15994,,0,42797.15994,0,0,377.36681,0,0,0,0,0,0,377.36681,0,,377.36681,0,0,0,0,0,504.7809,504.7809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",3951891.82314,1114563.38969,21908.02936,2189.60815,0,0,0,0,2189.60815,19718.42121,,0,3125.06434,0,16593.35687,1092655.36033,98886.55169,0.2,0,98886.35169,0,0,993768.80864,0,,993768.80864,0,0,347.94671,0,347.94671,2836980.48674,95673.50641,0,0,2741306.98033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",1918620.65911,1917972.21633,1917972.21633,1461016.709,183645.5,488.838,1276882.371,0,0,456955.50733,,0,426239.34933,30716.158,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,648.44278,615.94278,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",165416.01497000002,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,92546.14904,148428.30329,0,0,3654.28206,72869.86593,61412.5495,8709.973,0,16795.36248,0,22.68,13191.13402,0,29326.25668,345969.38957,11285.56037,0,0,7676.93325,0,0,58.875,61245.79964,0,0,171.75606,,0,0,0,
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",238440.28981000002,209212.83436,0,5535.342,0,0,5535.342,0,0,189656.35317,,0,189656.35317,0,0,0,0,0,0,0,0,0,14021.13919,0,,14021.13919,0,0,0,0,0,29227.45545,29227.45545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",50729935.235080004,50659698.27424,25226182.15037,21569730.71924,0,16329496.12597,5235524.10427,4710.489,0,3656451.43113,,0,3405607.6539,250843.77723,0,25433516.12387,22887687.40229,22892138.22049,0,-4450.8182,0,0,2545828.72158,931626.49603,,1591422.22752,22779.99803,0,0,0,0,70236.96084,60847.86007,0,0,9389.10077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,636493.38919,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,271780.34472,115826.71022,0,0,153953.6345,364713.04447,360053.34229,119867.69377,810.39062,0,0,0,0,0,226088.92971,13286.32819,3431.94851,55.098,0,0,0,0,0,3376.85051,0,0,1227.75367,,0,0,0,
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",94642.27578,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,94642.27578,0,0,0,145898.79352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3947,Акционерное общество «Страховая компания ГАРДИЯ»,2413995.49242,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2413965.02242,2185197.70042,0,0,0,0,124332.00041,0,0,2060865.70001,0,219220.59235,469.07,0,0,0,0,23323.81214,195427.71021,0,0,9546.72965,,0,30.47,0,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",2346156.67108,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1135266.11222,574441.81196,0,0,560824.30034,931552.50684,634919.5214,337977.08543,0,0,7290.08841,91512.24942,57375.00114,49889.31979,56153.6588,84611.4382,126727.46395,666.79729,0,0,13238.82274,0,21237.52416,79315.32888,12268.99088,48.6,169856.92149,,279338.05202,0,0,
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",4853.54875,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,4853.54875,465.5,0,0,0,0,0,0,0,465.5,0,4388.04875,0,0,0,0,0,2514.70912,1873.33963,0,0,0,,0,0,0,
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",29009828.037130002,27994944.02622,16286224.83604,14036057.56171,0,8299936.26933,4488236.93788,1247884.3545,0,2250167.27433,,68597.04641,2175845.06719,5725.16073,0,11708719.19018,8330875.59282,7812850.51699,337.75918,324544.12235,193143.1943,0,3377843.59736,690.08156,,3374714.18689,2439.32891,0,0,0,0,1014884.01091,813111.35669,0,0,201772.65422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",15395437.469160002,11816567.2411,5438345.92836,2393364.66063,0,859386.70864,1476110.79796,353.36173,57513.7923,3044981.26773,,0,1556270.92592,3179.80816,1485530.53365,6378221.31275,559176.99901,548534.33386,0,492.90882,0,10149.75633,5819044.31373,1085172.2164,,4733450.15609,0,421.94124,324573.20694,0,324573.20694,3254297.02112,1260535.30097,9991.7582,0,1993761.72015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3987,"Акционерное общество «Инлайф страхование жизни""",5935953.31934,5935953.31934,5903667.16971,5833945.13271,2628951.974,2601587.96316,603405.19555,0,0,69722.037,,0,69722.037,0,0,32286.14963,34281.634,0,0,34281.634,0,0,-1995.48437,0,,-1995.48437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",175553.18827,171242.86472,171242.86472,849.834,0,0,849.834,0,0,170393.03072,,0,170393.03072,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,3070.53116,0,3070.53116,1239.79239,1239.79239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",78949.31515,73978.90448,58682.89543,0,0,0,0,0,0,58682.89543,,0,58682.89543,0,0,15296.00905,0,0,0,0,0,0,15296.00905,0,,15296.00905,0,0,0,0,0,4970.41067,4970.41067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4014,Акционерное общество «Страховая компания «Ю-Лайф»,2470591.78376,2316766.15313,1791584.9588,1774816.73045,0,0,1725939.718,48877.01245,0,16768.22835,,0,16700.3685,67.85985,0,525181.19433,247242.93218,246142.93218,0,1100,0,0,277938.26215,0,,277938.26215,0,0,244.45626,0,244.45626,153581.17437,92771.13364,0,0,60810.04073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4079,Общество с ограниченной ответственностью «РБ Страхование Жизни»,10074928.952329999,9277985.77203,1454358.05043,770953.15557,0,708668.28057,62284.875,0,0,683404.89486,,428975.10525,254429.78961,0,0,7823627.7216,7509866.44345,350490.24929,0,7159376.19416,0,0,313761.27815,0,,313761.27815,0,0,0,0,0,796943.1803,455863.90037,0,0,341079.27993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",535685.23023,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,313759.4516,313759.4516,0,0,0,221925.77863,36500.01696,7525.72988,0,0,0,0,0,0,0,28974.28708,20789.31065,0,0,0,0,0,0,20789.31065,0,0,164636.45102,,0,0,0,
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,11198568.78768,10275517.75385,9150127.82513,338953.2111,0,-14824.51516,345959.4469,7818.27936,0,8811174.61403,,17970.14478,7949422.8455,843781.62375,0,1125389.92871,0,0,0,0,0,0,1125389.92872,0,,1125389.92872,0,0,200692.71593,0,200692.71593,722358.3179,664649.75262,0,0,57708.56528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",66138.71587,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,66138.71587,88096.74269,0,0,176770.24269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,30759.31267,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7.51777,7.51777,0,0,0,30751.7949,17693.98463,0,0,0,0,5930.15389,0,0,11763.83074,0,12409.06327,0,0,0,0,0,5764.35075,6644.71252,0,0,648.747,,0,0,0,
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",1801159.98189,1699677.39936,196637.38528,0,0,0,0,0,0,196637.38528,,192603.30071,4034.08457,0,0,1503040.014,0,0,0,0,0,0,1503040.01408,0,,1496959.39744,0,6080.61664,0,0,0,101482.58253,97916.02487,0,0,3566.55766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",647083.50815,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,647083.50815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647083.50815,0,,0,0,0,
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",50288.4021,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,50288.4021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50288.4021,0,,0,0,0,
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",185228.71473,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,185228.71473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185228.71473,0,,0,0,0,
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",454130.02115000004,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,209731.64303,24571.03038,0,0,73550.7327,244398.37812,227083.67043,24834.27282,0,0,10656.56579,64.675,0,0,172619.27113,18908.88569,13722.63119,0,0,185.15,8049.64454,24,0,5463.83665,0,1769,1823.0765,,0,0,0,
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",32963548.05375,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8348437.41771,5980927.42075,0,0,2367509.99696,24611826.71943,22097449.80273,2126942.50152,51787.6483,721120.47352,97021.65841,367131.48294,219098.80207,188523.50388,2031725.74094,16482621.49503,1274866.74349,12343.46456,1680.09809,68274.81664,35793.1239,48482.98052,9676.96008,1041850.01517,56765.28453,463100.55548,776409.61773,,0,3041.66665,242.24996,
4334,Общество с ограниченной ответственностью «АльфаСтрахование Торговые кредиты»,693416.73595,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,693416.73595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693416.73595,0,,0,0,0,
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,11933073.10874,11739608.64256,8570212.05592,8523433.58243,0,0,8523433.58243,0,0,46778.47349,,0,46778.47349,0,0,3169396.58664,3095722.49005,3095722.49005,0,0,0,0,73674.09659,0,,73674.09659,0,0,0,0,0,193464.46618,126352.58968,0,0,67111.8765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,3974991.33233,3974525.78933,705146.37652,572254.02219,0,8549.818,488897.89819,0,74806.306,132892.35433,,0,132892.35433,0,0,3269379.41281,3193526.57692,3145539.57692,0,47987,0,0,75852.83589,0,,75852.83589,0,0,0,0,0,465.543,0,0,0,465.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4380,Общество с ограниченной ответственностью РНКБ Страхование,148394.09391,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,40444.54999,40444.54999,0,0,0,107949.54392,84467.82658,4419.99768,0,0,0,0,0,0,47069.49109,32978.33781,0,0,0,0,0,0,0,0,0,0,23481.71734,,0,0,0,
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
