"Сведения о страховых суммах по договорам страхования, действовавшим на конец отчетного периода, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
1216,"Акционерное общество Страховая компания ""Чулпан""",178311947206.68854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112453009.44183,4014259.02969,,,,2037901.25869,,1976357.771,108438750.41214,,108403012.20814,35738.204,49969989.2467,46269239.0979,4130118.84106,4130118.84106,,,,,,,50300,15302.5,,,,,,15302.5,,,15302.5,,26108655.02896,,13340076.74181,12768578.28715,15964862.72788,2759827.15609,12808658.12495,396377.44684,3552036.52632,104460,104460,,,,22500,,,,92988.018,29000,,63988.018,8800,,8800,3312288.50832,626080.06864,,5270,100,2680838.43968,11000,,,,,,,,11000,,,148713.62248,,,148713.62248,,,,,,,,,,24630000,18340000,540000,4920000,830000,178124894208,,,,,,,,4538368,4538368,,178120355840,4527759360,46466621440,4932464640,122193510400,,,
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",385351880675.5017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5292606068.0572,1166362211.1706,30948034.0972,287650,,,,1135126527.0734,4126243856.8866,2611445570.8566,1335317658.03,179480628,5469543007.4445,3252603566.07441,612852582.3534,612852582.3534,,332629.0522,,16239686.71032,16239686.71032,,1047664965.00698,,,,,,,,,,,,1159701237.96202,234774713.56716,93136380.15991,831790144.23495,415812464.98949,56012741.29537,284259787.42542,75539936.2687,367934659.88269,140974952.9665,140974952.9665,,,,,92493.61,92493.61,,,,,,7120512.55463,7120512.55463,,219696700.75156,12654649.7305,,1541400,255746.001,205244905.02006,50000,,,,,,,,50000,,,1849004781.4874,560925601.40382,,1288079180.08358,,,,,,,,,,24970000,16470000,330000,490000,7680000,374564761600,,,,,,,10106880,,,,253399275520,6173122560,34659694592,3315564544,209250893824,29148160000,92007219200,
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",459644027286.1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371402573.85679,784734107.16845,54992359,4886187.6,518000,1494469.18625,,722843091.3822,1586668466.68834,,,1586668466.68834,6679639408.33808,4851293618.30607,599542175.63208,599542175.63208,,1249254997.23527,2902655.57593,82608115.90926,81482670.10131,1125445.80795,11397549.75091,15385218.4418,11759485.34333,8614697.97012,,3144787.37321,,3625733.09847,38849.3,,3586883.79847,,2581177412.24839,114992473.37544,307972155.02104,2158212783.85191,309025493.51243,55220376.36398,30781955.04413,223023162.10432,1723964111.90707,49948282.64133,49948282.64133,,,40000,4344590.61892,1555228620.37347,1554754040.244,474580.12947,1019547.99194,2000,,1017547.99194,6222366,2655366,3567000,104373010.24229,61336170.7356,,2210800,,40826039.50669,2787694.03912,,,656312.5,,139755,65954.703,,1161100,764571.83612,15365212.33544,89016465.7895,167468.909,,88848996.8805,,,,,,,,,,64375000,41645000,,1470000,21260000,450528610304,5265612800,,5265612800,267741184,153077760,114663424,247902208,1807335424,1807335424,,306275954688,9419638784,14784747520,51610890240,230460678144,32893132800,103770931200,
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",300340185.87733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273517699.895,3481912.94752,,,,,,3481912.94752,270035786.94748,,268546169.13318,1489617.8143,26822485.98233,23640338.75652,5822439.731,5822439.731,,,,,,,4268410.7813,,,,,,,,,,,,12784958.52444,721282.505,,12063676.01944,764529.71978,743064.42078,21465.299,,479860.01381,116625,116625,,,,,,,,,,,,7000,,7000,356235.01381,,,131600,,224635.01381,,,,,,,,,,,,2702287.212,2702287.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,"СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ ""АСТРАМЕД-МС"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,74,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,"Акционерное общество ""Д2 Страхование""",57568103.3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38372853.64652,25588832.76831,1730.732,,,,,25587102.03631,12784020.87821,17307.32,,12766713.55821,19195249.74708,11097524.30174,1185245.95693,1185245.95693,,,,,,,,,,,,,,,,,,,75493.86447,,,75493.86447,9836784.48034,,9687310.62233,149473.85801,3259753.24297,,,,,,,,,,,,,,,,,2914637.98633,,,,,2914637.98633,345115.25664,,,,,,,,,345115.25664,,4837972.20237,23302.86764,,4814669.33473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,"Акционерное общество ""Московская акционерная страховая компания""",333423063277.50836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033963900.66391,1645289194.13991,6780210.92525,4832850,,1368172980.77,,265503152.44466,388674706.524,,375367111.524,13307595,3852287126.17748,3634841085.10721,142791138.90911,141617473.25963,1173665.64948,86447608.424,37000,329126.46469,,329126.46469,1113628.72548,,,,,,,,,,,,1574792709.4859,146400.27557,39862192.92167,1534784116.28866,1829329873.09803,2650158.41525,2125053.62375,1824554661.05903,119291482.15906,55637372.60417,55637372.60417,,,,27365.2,301082.45456,301082.45456,,3835386.25138,,,3835386.25138,207300,207300,,45116647.52323,33375601.93724,28000,1222300,65000,10425745.58599,14166328.12572,,606.35,,,,14975.94,,,14150745.83572,,98154558.91121,18124.05725,,98136434.85396,,,,,,,,,,22590000,15210000,195000,590000,6595000,327514222250.667,,,,,,,1126400,47400960,47400960,,268910876330.667,20713497600,50621602133.3333,4921344000,192654432597.333,48554818560,9999999999.99999,
1580,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование""",883435426.91159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524071554.43068,36235673.14768,,,,,,36235673.14768,487835881.283,487835881.283,,,359363872.48091,268406090.01231,,,,,,,,,,,,,,,,,,,,,,,,,268406090.01231,,,268406090.01231,8030200,,,,,,,,,,,,,,,,,8030200,,,,,8030200,,,,,,,,,,,,82927582.4686,,,82927582.4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,"Акционерное общество ""Страховое общество ""Талисман""",8261442.36088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262313.83335,262313.83335,,,,,,262313.83335,,,,,7999128.52753,7911598.52753,838491.36163,838491.36163,,,26000,,,,,3208399.02094,2542014.959,1565596.892,,976418.067,,666384.06194,,,666384.06194,,3265101.54079,,,3265101.54079,573606.60417,490049.50792,43638.19625,39918.9,87530,,,,,,4000,,,,,,,,,,,83530,,,,,83530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",1241864477.9698799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237729818.09279,3216318.09279,,,,,,3216318.09279,1234513500,,,1234513500,4134659.87709,2688885.13791,7800,7800,,,,,,,,,,,,,,,,,,,154855.8,,,154855.8,2526229.33791,,,2526229.33791,65500,,,,,,,,,,,,,,,,,65500,,,,,65500,,,,,,,,,,,,1380274.73918,,,1380274.73918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,"Общество с ограниченной ответственностью ""Страховая и перестраховочная компания Юнити""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,"Акционерное общество ""Совкомбанк страхование""",10512330128.71276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2405986170.64559,345460027.92209,86656.349,9160800,,8959944.21525,,327252627.35784,2060526142.7235,1481798948.3825,527294006.356,51433187.985,3186604966.06717,2736929849.51958,142229065.40474,142229065.40474,,1371696.25057,,6035354.30719,,6035354.30719,1891426.67282,,,,,,,,,,,,368898085.63932,68019820.65978,45401219.18559,255477045.79395,2216504221.24494,12912447.92973,3057515.90261,2200534257.4126,197821986.1519,8017227.8,8017227.8,,,,,,,,748841.84681,,,748841.84681,3670220.4014,,3670220.4014,183449806.94461,3457960.07977,,245000,1589700,178157146.86484,1935889.15908,,,280000,,,89286.04263,,10500,1556103.11645,7006699.99921,244846430.39648,74413837.56548,,170432592.831,,,,,,,,,,4070000,4070000,,,,4915668992,,,,,,,,,,,4915668992,,,,4915668992,,,
1820,"Акционерное общество ""ГУТА-Страхование""",50504816.2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184251.86124,20251.86124,,,,20251.86124,,,164000,,161000,3000,50320564.40606,48971137.66021,755626.41822,,755626.41822,,,117408.92437,,117408.92437,,516606.8,516606.8,516606.8,,,,,,,,,47002117.78259,,37212,46964905.78259,579377.73503,579377.73503,,,1349153.6224,,,,,,,86805.8,,86805.8,,,,,,,,1244000,,,7000,,1237000,18347.8224,,,,,,17847.8224,,500,,,273.12345,,,273.12345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",804036386451.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2301755459.79,885295206.698,108221525.814,1678965.536,7552000,151831274.582,1637.5,616009803.266,1416460253.092,,223479310.213,1192980942.879,3485668266.403,2932703357.604,256427099.405,177010401.568,79416697.837,8784456.554,359543.428,1182160.681,1057167.729,124992.952,602422505.482,10518547.281,7140979.749,113333.689,,7027646.06,,3377567.532,,,3377567.532,,1611959643.464,,754134637.469,857825005.995,441049401.309,54420763.858,256653090.858,129975546.593,479769121.191,24102454.969,19876440.969,,4226014,30000,30500,2176097.809,2176097.809,,4077202.103,65150,2738.284,4009313.819,6594865.505,6594865.505,,441653354.131,63634396.657,9064200,21125100.011,701820,347127837.463,1104646.674,,,,,,69345.316,,166000,869301.358,4669185.162,68526602.446,,,68526602.446,,,,,,,,,,126420000,87540000,,3970000,34910000,798122542725,22658130000,,22658130000,,,,369104850,565479225,559367775,6111450,627100513650,88580642175,74709945000,33939607500,429870318975,31533907500,115895407500,
1858,"Акционерное общество Страховая компания ""Армеец""",17954462.180370003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5420034.332,2933289.68371,,,,77169,,2856120.68371,2486744.64829,216407.8855,127661.46279,2142675.3,12534427.84837,9358649.03474,1039187.485,1039187.485,,,,,,,24000,,,,,,,,,,,,5916179.54747,106001.65475,,5810177.89272,2379282.00227,2157553.94537,219269.8454,2458.2115,3149447.68975,1000,1000,,,,2217.6,,,,2628.995,2628.995,,,,,,3138301.09475,,,,,3138301.09475,5300,,,,5300,,,,,,,26331.12388,65,,26266.12388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",630606996.2405599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26568440.76375,25051040.76375,19143307.207,1690,,,,5906043.55675,1517400,,,1517400,604038555.47681,595752003.40596,24733809.75713,24733809.75713,,,,840,,840,557773313.60389,,,,,,,,,,,,11179183.89208,,,11179183.89208,2064856.15286,1857166.29279,170230.76466,37459.09541,7297280.72985,477200,477200,,,,,1000,,1000,,,,,2406813.54826,2406813.54826,,4412267.18159,,,,,4412267.18159,,,,,,,,,,,,989271.341,,,989271.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,"Общество с ограниченной ответственностью ""Медицинская страховая компания ""ИНКО-МЕД""",4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4385,,,,,,,,4385,,4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",53236521.74843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15661613.32134,10810426.00034,,,,43745,,10766681.00034,4851187.321,4339027.606,5009.715,507150,37574908.42709,28398802.28163,7389744.669,7389744.669,,,,31772.05,,31772.05,,,,,,,,,,,,,7841742.43165,2866375.08008,,4975367.35157,13135543.13098,12108274.36487,772783.72811,254485.038,7620279.1884,365000,365000,,,,,5800,,5800,,,,,6055305,18000,6037305,1182674.1884,1399.721,,157600,,1023674.4674,11500,,,,,,,,11500,,,1555826.95706,,,1555826.95706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,"Акционерное общество ""Страховая компания АСКО-Центр""",81006857.02631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10736770.95193,7613828.39093,,,,,,7613828.39093,3122942.561,,,3122942.561,70270086.07438,70149524.66438,38431899.94484,,38431899.94484,,,,,,14800114,131194.054,,,,,,131194.054,,,131194.054,,8809732.71373,,,8809732.71373,7976583.95181,7248396.68477,233033.42022,495153.84682,120291.735,,,,,,,,,,,,,,,,,120291.735,,,,,120291.735,,,,,,,,,,,,269.675,,,269.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,"Общество с ограниченной ответственностью ""Страховая компания ""Инертек""",306387.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6270,6270,,,,,,6270,,,,,300117.512,300117.512,,,,,,,,,135850,,,,,,,,,,,,163500,,,163500,767.512,,,767.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,"Акционерное общество ""АльфаСтрахование""",1328633308778.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21858436587.35,3314572304.22,,4753589.79,37222000,988390847.27,,2284205867.16,18543864283.13,2088262067.68,15414944706.33,1040657509.12,107632082919.58,38594185349.46,1231709975.7,1231709975.7,,190132145.08,4404998476.78,408768366.88,311546460.07,97221906.81,7828367572.61,149700260.85,76768478.29,4537633.5,,72230844.79,,72931782.56,,,72931782.56,,21779226980.31,255736480.23,4272460938.8,17251029561.28,2601281571.25,2288601781.33,47402095.01,265277694.91,61226368221.33,575950480.18,575950480.18,,,,56726932278.33,1864300690.51,1822247139.77,42053550.74,24375325.49,24375325.49,,,170654238.98,147285795.2,23368443.78,1858628559.84,351294038.01,12464200,76429064.18,53066713.8,1365374543.85,5526648,,786668.89,,,,268759.78,,189500,4281719.33,2005749101.12,5805780247.67,5368065686.64,594948.47,437119612.56,,,,,,,,,,318415000,230705000,15440000,9750000,62520000,1198824374272,47775744.00111,47775744,0.00111,405878784,405878784,,164628480,4232953856,4222877696,10076160,1108551057408,66132754432,301048795136,152595836928,588773670912,60815564800,24606515200,
2346,"Акционерное общество ""Объединенная страховая компания""",8642035048.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47240462.07834,21514546.19616,,,,3324534.674,,18190011.52216,25725915.88218,896792.72687,11097310.83664,13731812.31867,105197834.66366,91014720.75667,29561985.29105,29093434.18005,468551.111,9720,3775,866220.92,518297.17,347923.75,842884.8727,36296.46288,,,,,,36296.46288,,,36296.46288,,43393184.30226,17955783.36596,168718.12636,25268682.80994,16300653.90778,6210290.4433,1549454.00975,8540909.45473,9306988.67254,930900,930900,,,,1102864.104,867093.8,484050.1,383043.7,4000,,,4000,2808203.43333,283579.77245,2524623.66088,3534525.38587,14975.84587,,15000,5000,3499549.54,59401.94934,,,,,,,,42000,17401.94934,,4876125.23445,1439.282,,4874685.95245,,,,,,,,,,3370000,2240000,50000,130000,950000,8486226752,,,,,,,,125806592,94746624,31059968,8360420160,210370560,2620040000,149913600,5380096000,,,
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",31387352898.86427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869447207.5105,339694493.77485,85979761.254,,11286000,2021367.6998,,240407364.82105,1529752713.73565,3292716.9175,,1526459996.81815,1768469443.35377,1395041708.87305,71984715.26983,71984715.26983,,941816.53555,,49275511.97381,13893333.32854,35382178.64527,98208263.20973,7846432.8552,6437966.8762,6215825.2632,,222141.613,,1408465.979,1408465.979,,,,873500871.80072,46677172.48025,222886735.84207,603936963.4784,293284097.22821,276965831.16837,262406.94968,16055859.11016,320966059.36434,20170186.052,20170186.052,,,,41120,145572902.1778,,145572902.1778,,,,,89536832.39146,13112434.3137,76424398.07776,65640465.74308,10427489.48283,,,317908.51,54895067.75025,4553,,,,,,,,2500,2053,45250717.65492,7210957.46146,2139.68801,,7208817.77345,,,,,,,,,,9735000,5265000,100000,810000,3560000,27739701248,,,,,,,84322304,1251866624,1238870016,12996608,26403512320,1483857920,6251110400,2121728000,16546816000,,,
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",864318764.96618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688277595.86234,516247672.03538,,,,3317957.5,,512929714.53538,172029923.82696,,24537382.84396,147492540.983,176041169.10384,173563305.36358,121390987.952,121390987.952,,,,591250,,591250,180138.7356,300,,,,,,300,,,300,,31575384.91152,,5000,31570384.91152,19825243.76446,6037042.66246,2518866.93388,11269334.16812,2477863.74026,40200,40200,,,,,2670,,2670,,,,,31634.462,3000,28634.462,2338295.47826,1302500,,,,1035795.47826,65063.8,,,,65000,,,,,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
