"Сведения о количестве заключенных договоров страхования в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
1643,"Общество с ограниченной ответственностью ""Страховая и перестраховочная компания Юнити""",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,"Акционерное общество ""Совкомбанк страхование""",5270102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380428,1561577,4070,,,,,1557507,818851,683293,,135558,2446207,382452,72003,72003,,8,,42,,42,3353,,,,,,,,,,,,3496,686,962,1848,303550,844,137,302569,666725,8125,8125,,,,,26,,26,15,15,,,63,,63,658438,142,,16,11,658269,58,,,20,,,,,26,12,56,1396974,466592,,930382,,,,,,,,,443094,290,290,,,,83,,,,,,,,,,,83,,,,83,,,
1820,"Акционерное общество ""ГУТА-Страхование""",456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1,,,,1,,,37,,31,6,418,404,5,,5,,,1,,1,301,8,8,8,,,,,,,,,81,,,81,8,8,,,14,,,,,,,1,,1,,,,,,,,12,,,3,,9,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",1593392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398003,342573,17376,1927,22,6712,6,316530,55430,,2165,53265,302018,259866,63046,58654,4392,44,2,73,67,6,7154,363,93,53,,40,,270,,,270,,18266,,959,17307,170918,5832,13221,151865,30137,8645,8600,,45,1,37,339,339,,135,11,5,119,255,255,,20418,946,1258,673,47,17494,307,,,,,,,,87,220,519,11496,,,11496,,,,,,,,,878313,9706,5755,,417,3534,5352,1,,1,,,,296,49,43,6,4997,777,435,1081,2704,4,5,
1858,"Акционерное общество Страховая компания ""Армеец""",288525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49640,28579,,,,60,,28519,21061,979,6,20076,6907,5457,1854,1854,,,,,,,6,,,,,,,,,,,,199,59,4,136,3398,2417,959,22,1433,10,10,,,,12,,,,2,2,,,,,,1406,7,,,,1399,3,,,,3,,,,,,,17,8,,9,,,,,,,,,231978,,,,,,,,,,,,,,,,,,,,,,,,
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",436781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72993,71426,6533,4,,,,64889,1567,,,1567,96181,59988,57809,57809,,,,1,,1,145,,,,,,,,,,,,314,,,314,1719,1092,606,21,36178,35863,236,35627,,,,1,,1,,,,,27,27,,287,,,,,287,,,,,,,,,,,,15,,,15,,,,,,,,,267607,,,,,,,,,,,,,,,,,,,,,,,,
2031,"Общество с ограниченной ответственностью ""Медицинская страховая компания ""ИНКО-МЕД""",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",53379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29141,22492,,,,123,,22369,6649,1381,35,5233,24238,18946,6519,6519,,,,9,,9,84,,,,,,,,,,,,407,20,29,358,11927,10706,1070,151,3189,281,281,,,,,20,,20,,,,,1077,16,1061,1790,36,,30,,1724,21,,,,,,,,21,,,2103,,,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,"Акционерное общество ""Страховая компания АСКО-Центр""",164085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53987,53799,,,,,,53799,188,,,188,110098,110020,105695,105695,,,,,,,186,17,,,,,,17,,,17,,426,,,426,3696,3471,117,108,78,,,,,,,,,,,,,,,,,78,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,"Общество с ограниченной ответственностью ""Страховая компания ""Инертек""",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,4,,,,,,,40,39,3,3,,,,,,,22,,,,,,,,,,,,13,,,13,1,,,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,"Акционерное общество ""АльфаСтрахование""",76910951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20806993,20203902,,7341818,48,3626,,12858410,603091,9857,8343,584891,49857657,23394483,587695,587695,,205,154,568,341,227,11644,214,63,20,,43,,151,,,151,,23139,179,12159,10801,22770864,814528,110859,21845477,11979968,160923,29922,131001,,,282,716,358,358,111,111,,,947,345,602,11815873,7408,1112,3007,270,11804076,1116,,5,,,,,,72,1039,1503,14481703,621420,,13860283,,,,,,,,,6222385,21042,13622,961,897,5562,2874,3,1,2,16,16,,13,141,135,6,2698,931,839,198,730,1,2,
2346,"Акционерное общество ""Объединенная страховая компания""",285038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48409,24137,131,,,599,,23407,24272,658,178,23436,59875,49873,20912,20636,276,3,5,118,25,93,10276,7,,,,,,7,,,7,,5111,2143,6,2962,13441,2244,4315,6882,7132,1130,1130,,,,278,397,347,50,4,,,4,442,90,352,4796,5,,3,3,4785,85,,,,,,,,52,33,,2870,668,,2202,,,,,,,,,176116,531,307,5,24,195,107,,,,,,,,6,4,2,101,35,47,10,9,,,
2353,"Общество с ограниченной ответственностью ""Страховая компания ""Сибирский Дом Страхования""",19802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15019,5046,,,,,,5046,9973,51,,9922,1332,971,200,200,,,,,,,1,,,,,,,,,,,,59,,,59,711,,,711,344,4,4,,,,,,,,,,,,,,,305,,,,,305,35,,,,,,,,,35,,17,,,17,,,,,,,,,3451,,,,,,,,,,,,,,,,,,,,,,,,
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",2627415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016522,1956020,58905,,96,365,,1896654,60502,523,,59979,520058,287108,22315,22315,,7,,224,80,144,5535,264,241,235,,6,,23,23,,,,7832,560,591,6681,250931,187480,3,63448,155613,2795,2795,,,,16,532,,532,,,,,8670,294,8376,143590,455,,,23,143112,10,,,,,,,,,10,224,77113,1222,,75891,,,,,,,,,89669,892,437,14,82,359,274,,,,,,,33,55,51,4,186,62,94,12,18,,,
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",3521568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842852,1753120,,,,4102,,1749018,89732,,1478,88254,389428,386112,306684,306684,,,,11,,11,530,13,6,6,,,,7,,,7,,1403,,2,1401,77471,8575,2198,66698,3316,408,408,,,,,11,,11,,,,,29,3,26,2857,196,,,,2661,11,,,,10,,,,,1,,,,,,,,,,,,,,1289288,,,,,,,,,,,,,,,,,,,,,,,,
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",47715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4756,4211,,,,,,4211,545,,57,488,42959,5654,5654,5654,,,,,,,,,,,,,,,,,,,,,,,,,,,1210,1210,1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36095,,,36095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,"Акционерное общество ""Чрезвычайная страховая компания""",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,20,,,,20,,,2,,2,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,9,,,9,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,"Акционерное общество ""Страховая компания ""Резерв""",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",21016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6047,5913,288,,,344,,5281,134,,36,98,14945,14859,13916,13916,,,,,,,73,,,,,,,,,,,,88,,,88,782,47,8,727,86,,,,,,6,,,,,,,,14,14,,66,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,,,,13,,,1,,1,,1256,7,,,,,5,,,,1,,,,,,,,,,,,,,,,1,,,1,90,,,,,,7,,,,,,,,3,,3,80,,,,,80,,,,,,,,,,,,1159,,,1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",622896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261815,261559,9212,,,2026,,250321,256,,10,246,361005,139187,1677,1677,,23,,5,3,2,103,2395,881,658,2,214,7,1514,87,22,1377,28,17988,138,136,17714,116996,17070,,99926,108275,188,188,,,,,3,,3,,,,,15,11,4,108068,121,,3,,107944,1,,,,,,,,,1,8872,104671,15,,104656,,,,,,,,,,76,76,,,,,,,,,,,,,,,,,,,,,,
3064,"Акционерное общество ""Боровицкое страховое общество""",276984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116225,75462,140,,,,,75322,40763,6089,,34674,38978,32247,31030,31030,,,,,,,185,,,,,,,,,,,,530,,,530,502,,,502,1352,503,503,,,,,,,,,,,,30,,30,191,,,,,191,628,,,,,,,,624,4,,5379,5379,,,,,,,,,,,121781,,,,,,,,,,,,,,,,,,,,,,,,
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",1148398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24651,10,,,,,,10,24641,,,24641,1123747,950568,,,,,,,,,,,,,,,,,,,,,,,,,950568,,,950568,173179,,,,,,,,,,,,,,,,,173174,,,,,173174,5,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",520661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116116,89216,,,,,,89216,26900,,,26900,404545,9836,1539,1539,,,3,16,,16,701,,,,,,,,,,,,3770,,,3770,3807,,,3807,209351,,,,,,36,243,,243,11,,,11,,,,206778,,,,,206778,2283,,,,,,,,,2283,,185358,12231,,173127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",4153603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343046,1211425,845,412141,1,7882,,790556,131621,6941,5098,119582,1036957,720697,344906,344906,,,26,58,,58,21813,814,,,,,,814,,,814,,34204,203,271,33730,318876,100975,99143,118758,35499,1481,1035,446,,,48,184,16,168,30,11,,19,61,32,29,33536,466,,34,,33036,159,,,1,,,,,156,2,60,280701,470,,280231,,,,,,,,,1767611,4319,2807,52,379,1081,1670,1,,1,,,,,22,22,,1646,765,296,117,468,,1,
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",26791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526,1526,,1526,,,,,,,,,25265,12635,12635,12635,,,,,,,,,,,,,,,,,,,,,,,,,,,12630,12630,12630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,"Акционерное общество ""Страховая бизнес группа""",231906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151509,123949,,109874,,280,,13795,27560,,56,27504,8810,7704,9,9,,243,5,1,1,,7156,,,,,,,,,,,,134,,99,35,156,105,50,1,1057,,,,,,13,10,5,5,,,,,688,,688,238,99,,5,,134,108,,,8,2,,,,,98,,49,,,49,,,,,,,,,70101,918,506,18,9,385,568,,,,,,,2,2,2,,562,173,24,48,317,1,1,
3230,"Акционерное общество ""Страховая компания ""СОГАЗ-Мед""",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,"Акционерное общество Страховая компания ""Совкомбанк Жизнь""",177253,15467,15467,10126,,,,,,,9291,1144,3367,3838,942,,306,,,288,18,,529,529,,,,,,,,,,,5341,,,,,,,,,,,,,4458,,,1529,777,2152,883,272,,,206,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,1,1,,,,,738,4,,,27,707,161047,151831,,,,873,,150958,9216,,151,9065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",47773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26069,239,,,,,,239,25830,,,25830,8512,567,123,123,,,1,35,34,1,49,,,,,,,,,,,,223,,4,219,136,14,,122,7852,7587,7587,,,,12,1,,1,1,1,,,20,,20,230,4,,,,226,1,,,,,,,,1,,,93,91,,2,,,,,,,,,12998,172,73,2,1,96,22,,,,,,,,,,,21,7,4,4,6,,,1
3300,"Акционерное общество Страховая группа ""Спасские ворота""",207226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7909,4180,,,,1125,,3055,3729,106,1274,2349,191634,191064,354,354,,,2,7,7,,187822,,,,,,,,,,,,308,,10,298,2571,,,2571,467,32,32,,,,2,52,52,,2,,,2,13,2,11,366,,,,,366,,,,,,,,,,,,103,,,103,,,,,,,,,7622,60,40,,,20,1,,,,,,,,,,,1,,,1,,,,
3390,"Акционерное общество ""Страховая Компания ""ПОЛИС-ГАРАНТ""",8843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795,105,,,,,,105,2690,,,2690,3528,384,256,256,,,,,,,9,,,,,,,,,,,,15,,1,14,104,27,77,,474,202,202,,,,,,,,,,,,113,,113,159,1,,,,158,,,,,,,,,,,,2670,56,,2614,,,,,,,,,2520,,,,,,,,,,,,,,,,,,,,,,,,
3398,"Общество с ограниченной ответственностью Страховая компания ""ВТБ Страхование""",2274273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814259,315631,,,,540,,315091,498628,328310,,170318,1460014,927368,1953,1953,,1,2,,,,90,,,,,,,,,,,,198,,7,191,925124,,17146,907978,177726,1,1,,,,1,,,,,,,,1,,1,177723,,,,,177723,,,,,,,,,,,,354920,162898,,192022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,"Общество с ограниченной ответственностью ""ПРОМИНСТРАХ""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
