"Сведения о страховых премиях по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
3229,"Акционерное общество ""Страховая бизнес группа""",233910.36033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,4596.76,4596.76,0,,0,215335.69754,201887.19682,273.33758,0,0,0,11810.14561,0,0,184777.99846,5025.71517,13448.50072,0,0,0,0,0,65.61991,0,221.35,13161.53081,0,0,0,,0,4922.00344,9055.89935
3300,"Акционерное общество Страховая группа ""Спасские ворота""",242775.0249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,16804.26775,16804.26775,0,,0,211067.04888,198773.3857,11895.00215,0,540,2198.84046,173036.40832,0,0,5428.86924,5674.26553,12293.66318,24,24,0,0,1988.11133,7664.81688,0,33,2583.73497,0,0,0,,14584.76467,287.80987,31.13373
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",4081120.4095799997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,470.29261,470.29261,0,,0,4080650.11697,3373321.53075,0,712.1577,34669.16213,874061.41967,18064.92679,0,0,2445537.31049,276.55397,501363.21574,0,0,0,0,4181.38083,27021.70961,83014.75959,84944.97961,302200.3861,0,176032.69618,29932.6743,,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",218749.80387,189062.57356,189062.34969,135371.61443,45277.83116,84187.95779,5905.82548,0,0,53690.73526,0,0,53690.73526,0,0,0.22387,0,0,0,0,,,0.22387,0,0,0.22387,0,0,0,0,,29687.23031,53.20702,0,,29634.02329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",4124.61349,9.35563,9.35563,9.35563,0,9.35563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,4115.25786,0,0,,4115.25786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",6016.97856,5122.3006,165.35476,0,0,0,0,0,0,165.35476,0,0,165.35476,0,0,4956.94584,14.86802,0,0,14.86802,,,4942.07782,0,0,4942.07782,0,0,0,0,,894.67796,894.67796,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",468859.89772,467675.07497,196630.14418,196630.14418,0,196630.14418,0,0,0,0,0,0,0,0,0,271044.93079,113792.07146,82550.84986,0,31241.2216,,,157252.85933,0,0,157246.28195,6.57738,0,0,0,,1184.82275,1184.82275,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",73.96805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,73.96805,73.96805,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",11279.91556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,11279.91556,79.91556,0,0,0,0,79.91556,0,0,0,0,11200,0,0,0,0,0,0,0,0,11200,0,0,0,,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",14950.45193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,14950.45193,11236.06459,153.634,0,0,0,8204.14926,0,0,2515.25747,363.02386,3627.54299,0,0,0,0,0,0,0,0,3627.54299,0,0,86.84435,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",814.64671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,814.64671,579.52112,0,0,0,0,0,0,0,579.52112,0,235.12559,0,0,0,0,0,0,0,0,235.12559,0,0,0,,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",347022.81182,1944.59104,1944.59104,1944.59104,0,1944.59104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,345078.22078,300374.23313,0,,44703.98765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",28073.46483,24317.87165,24317.87165,17195.80591,11901.34788,0,5289.99652,4.46151,0,7122.06574,0,0,3729.81706,3392.24868,0,0,0,0,0,0,,,0,0,0,0,0,0,11.18691,11.18691,,3744.40627,3401.04412,0,,343.36215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",67824.10084,16886.37512,1605.05615,250.7114,0,214.74052,6.84622,0,29.12466,1354.34475,0,0,24.457,0,1329.88775,15281.31897,3848.16649,1492.33421,0,2355.83228,,,11433.15248,0,0,11433.15248,0,0,0,0,,50937.72572,46084.64326,0,,4853.08246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",1059205.81275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,1049500.73983,1049500.73983,0,0,118940.80296,0,919042.42144,0,0,11517.51543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9705.07292,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",84170.68928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,2286.66852,2286.66852,0,,0,81884.02076,58602.5562,6884.31072,0,41481.03984,0,8.77,118.58593,0,7889.78455,2220.06516,23278.92239,0,0,0,0,5915.35056,0,0,13.87797,17349.69386,0,0,2.54217,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",222.17436,222.17436,222.17436,222.17436,0,0,222.17436,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",97381.07480999999,58242.36286,23722.68929,15850.46104,7.26696,0.81563,15842.37845,0,0,7872.22825,0,3385.3865,4481.10505,5.7367,0,34519.67357,27572.65678,27374.93351,2.03881,195.68446,,,6947.01679,684.44642,0,6012.00216,250.56821,0,0,0,,39138.71195,35068.17985,0,,4070.5321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,158689.0639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,38429.43236,38429.43236,0,,0,120259.63154,115630.78852,7766.44216,0,0,1244.7791,12.42146,0,0,103760.80635,2846.33945,3457.32178,0,0,0,0,0,295.35254,0,0,3161.96924,0,0,1171.52124,,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,696563.95631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,696316.69681,641272.62369,0,0,0,0,30064.0607,0,0,611208.56299,0,37099.91558,0,0,0,0,0,0,0,5810.52602,31289.38956,0,0,17944.15754,,0,247.2595,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",615835.01548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,200,200,0,,0,48351.45931,29561.02112,4299.44701,0,0,1500,6863.01317,5403.19608,1299.28862,10489.60156,1005.7633,17790.43819,0,0,0,0,0,500,0,780.5,5900,10609.93819,0,1000,,567283.55617,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",7878.73545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,7878.73545,680.54887,0,0,0,0,361.04718,0,0,319.50169,0,7141.80386,0,0,0,0,0,0,0,3856.57408,3285.22978,0,56.38272,0,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",56084.88469,36324.55734,1120.45875,688.49711,0,688.49711,0,0,0,431.96164,0,0,0,9.11003,422.85161,35204.09859,714.39417,714.39417,0,0,,,34489.70442,2107.49019,0,32151.58884,27.36355,203.26184,0,0,,19760.32735,19760.32735,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество «Инлайф страхование жизни""",7603.784,7603.784,7459.25441,7459.25441,6275.53862,1183.71579,0,0,0,0,0,0,0,0,0,144.52959,144.52959,0,0,144.52959,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",1058.74386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1058.74386,1058.74386,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",22563.90485,22563.90485,22563.90485,1610.5325,1610.5325,0,0,0,0,20953.37235,0,0,58.37235,20895,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,4208.74614,2012.09915,90.3636,7.24859,0,0,7.24859,0,0,83.11501,0,0,83.11501,0,0,1921.73555,932.0672,324.77402,0,607.29318,,,989.66835,0,0,989.66835,0,0,0,0,,2196.64699,191.52768,0,,2005.11931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",-2088.98294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,-2088.98294,-640.85847,0,0,0,0,0,0,0,0,-640.85847,0,0,0,0,0,0,0,0,0,0,0,0,-1448.12447,,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,53766.221430000005,23050.72523,20315.15069,20315.15069,0,612.73609,14315.05048,5387.36412,0,0,0,0,0,0,0,2735.57454,2735.57454,2735.57454,0,0,,,0,0,0,0,0,0,0,0,,30715.4962,15926.93662,0,,14788.55958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",19709.69937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,19709.69937,19709.69937,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,152481.72723000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,984.08975,984.08975,0,,0,151497.63748,54657.31019,0,0,0,0,22002.25597,0,0,32655.05422,0,83820.88951,0,0,0,0,0,0,0,38185.93168,45634.95783,0,13019.43778,0,,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",150716.84688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,6153.1111,2490.02658,0,,3663.08452,144563.73578,131934.07673,63092.50652,0,0,0,17693.91037,-22.56103,0,51170.22087,0,12053.74159,448.29177,449.31971,0,0,0,0,0,0,9739.63394,1865.81588,0,575.91746,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",64016.82705,54712.53461,53915.8973,0,0,0,0,0,0,53915.8973,0,45823.65906,8092.23824,0,0,796.63731,0,0,0,0,,,796.63731,0,0,796.63731,0,0,0,0,,9304.29244,7007.36929,0,,2296.92315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",642716.59377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,642716.59377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642716.59377,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",44863.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,44863.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44863.0077,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",372989.31665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,372989.31665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372989.31665,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",521937.05857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,521937.05857,465718.56866,9659.89907,15560.61343,0,139516.00489,112518.00445,0,0,188328.51358,135.53324,56218.48991,0,0,0,0,0,46643.68253,1665.39452,0,7909.41286,0,0,0,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",4006579.7896499997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,32810.41827,7284.12431,0,,25526.29396,3759145.89449,3209429.20831,5188.29369,23331.41924,156786.04847,56557.62562,88776.86575,260975.26116,215178.43323,2608334.54533,9479.14905,405175.09565,0,0,0,0,114720.19572,0,21610.34866,0,262747.08905,6097.46222,-174089.14367,318630.7342,,209339.96824,5023.50312,260.00553
4334,Общество с ограниченной ответственностью «АльфаСтрахование Торговые кредиты»,923075.90333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,923075.90333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923075.90333,0,,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",35176.00548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,35176.00548,34341.09932,0,0,0,0,10016.40977,0,0,24324.68955,0,2860.96981,0,0,0,0,1600,0,0,1260.96981,0,0,0,-2026.06365,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,9994.55443,9990.44054,1135.77541,1030.38213,0,0,1030.38213,0,0,105.39328,0,0,105.39328,0,0,8854.66513,8570.99536,8569.54627,0,1.44909,,,283.66977,0,0,283.66977,0,0,0,0,,4.11389,4.11389,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,17463.550740000002,17592.46768,17592.46768,14216.70248,9148.47142,4779.8159,288.41516,0,0,3375.7652,0,0,3375.7652,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,-128.91694,-128.91694,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",429201.07361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,429201.07361,342141.10895,6754.01824,6772.30483,0,10050.54117,23662.43067,0,0,268172.65907,26729.15497,34153.24734,0,0,0,59.19145,0,1755.5236,0,0,18559.81395,13778.71834,37530.6075,15376.10982,,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",16984.83564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,16984.83564,8496.59905,1891.42151,0,0,0,6605.17754,0,0,0,0,8488.23659,0,0,0,0,0,0,0,0,0,8488.23659,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,11884.82133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,11884.82133,11884.82133,190.75083,0,0,0,0,0,0,11694.0705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4393,Некоммерческая корпоративная организация - Потребительское общество взаимного страхования «ИНСАНГО»,18810.8484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,18810.8484,18810.8484,13.5,0,0,0,18797.3484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
