"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",280241642809.7339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315059065.74078,878149786.83282,85739788.43912,63757250,,,,728652748.3937,1436909278.90796,813740007.16296,501851690.845,121317580.9,12501829447.9931,9551087565.9706,337482851.5619,337482851.5619,,274274.4,,3894371.331,3894371.331,,8495978336.00452,,,,,,,,,,,,504542393.92946,55689813.5789,11882842.94067,436969737.40989,208915338.74372,25845020.66984,159633330.10657,23436987.96731,309374960.8831,86793348.8075,86793348.8075,,,,,84843.22,84843.22,,,,,,4835585.40028,4835585.40028,,217611183.45532,584668.92899,,534500,116350,216375664.52633,50000,,,,,,,,50000,,,2641366921.13939,222651306.3956,,2418715614.74379,,,,,,,,,,18235000,13325000,370000,450000,4090000,265406519296,38467584000,,38467584000,,,,140668928,84514816,62003200,22511616,171583025152,7612446720,41620733952,4348733440,118001111040,55130726400,,
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",160078359417.71005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2188950710.45327,913391895.06457,408701887.77075,33945732.48583,,2319030.81,,468425243.99799,1275558815.3887,,,1275558815.3887,2987783379.25679,1653751976.49328,233446776.14388,233446776.14388,,163916185.8071,1866505.14934,13035721.44744,12448141.00957,587580.43787,203390681.40784,15623667.42282,14653340.31241,11737929.3972,,2915410.91521,,970327.11041,4859.352,,965467.75841,,778833216.77279,58936879.90805,84392568.63835,635503768.22639,243639222.34207,20635847.81127,13388997.74079,209614376.79001,1270206898.13589,28414100.007,28414100.007,,,,3544910.77863,1198994507.18632,1198614372.06984,380135.11648,585604.05457,,,585604.05457,611162,611162,,37203746.80344,19166780.45253,,1397000,,16639966.35091,852867.30593,,,444000,,19955,,,64500,324412.30593,14412092.73655,49412411.89107,3719892.03677,,45692519.8543,,,,,,,,,,40340000,29120000,,750000,10470000,154861285328,5265612800,,5265612800,406214656,327499776,78714880,78708736,1838503936,1835124736,3379200,147272245200,6031691776,7142567888,34211905536,99886080000,,,
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",188588785.27137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140636890.70651,1976033.88553,,,,1416345,,559688.88553,138660856.82098,,138280365.93375,380490.88723,47951894.56486,37318386.04086,3408932.923,3408932.923,,,,,,,32887625.16496,,,,,,,,,,,,612681.51342,209113.781,,403567.73242,409146.43948,394223.31948,14923.12,,155248.524,48600,48600,,,,,,,,,,,,2000,,2000,104648.524,,,16300,,88348.524,,,,,,,,,,,,10478260,10478260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,"СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ ""АСТРАМЕД-МС"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,"Акционерное общество ""Д2 Страхование""",77765746.18645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58156763.35402,23128978.26505,2503.9825,,,,,23126474.28255,35027785.08897,17314.36347,,35010470.7255,19608982.83243,3033412.31241,597389.792,597389.792,,,,,,,,,,,,,,,,,,,1294614.27,,,1294614.27,1141408.25041,,1099401.02,42007.23041,8972568.235,,,,,,,,,,,,,,,,,402060,,,,,402060,8570508.235,,,,,,,,,8570508.235,,7603002.28502,215612.19607,,7387390.08895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,"Акционерное общество ""Московская акционерная страховая компания""",322152394064.8996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744241122.38738,1504321007.19238,8310318.7974,4610700,,1368172980.77,,123227007.62498,239920115.195,,236300585.195,3619530,3450875137.18027,3372822962.16891,64529389.67891,64103392.58579,425997.09312,80192258.69419,37000,246745.3214,,246745.3214,3657114.64416,,,,,,,,,,,,1487031948.49493,30100,11863894.75559,1475137953.73934,1737128505.33532,1383289.13856,1282107.25065,1734463108.94611,50890026.91968,24135619.87448,24135619.87448,,,,43105.4,213684.211,213684.211,,2240358.28956,,,2240358.28956,127800,127800,,18633075.62222,11467054.69159,,507400,13000,6645620.93063,5496383.52242,,4500,,,,,,,5491883.52242,,27162148.09168,126868.40075,,27035279.69093,,,,,,,,,,13855000,9750000,205000,500000,3400000,316943422805.332,4811161600,4811161600,,,,,25190400,54272000,54272000,,208375154005.332,16485579093.333,43306517845.333,3858432000,144724625066.666,63677644800,40000000000,
1580,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование""",154178761.85516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20829946.48163,20829946.48163,,,,,,20829946.48163,,,,,133348815.37353,125966097.95203,,,,,,,,,,,,,,,,,,,,,,,,,125966097.95203,,,125966097.95203,3725850,,,,,,,,,,,,,,,,,3725850,,,,,3725850,,,,,,,,,,,,3656867.4215,,,3656867.4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,"Акционерное общество ""Страховое общество ""Талисман""",3583421.8792499998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693618.08647,693618.08647,,,,,,693618.08647,,,,,2889803.79278,2847713.79278,184883.5942,184883.5942,,,16000,,,,,1105864.967,1105864.967,1105864.967,,,,,,,,,1344594.22243,,,1344594.22243,196371.00915,164171.00915,14185.8,18014.2,42090,,,,,,7000,,,,,,,,,,,35090,,,,,35090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",160831188.29264998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130655928.86113,57775228.86113,,,,,,57775228.86113,72880700,,,72880700,30175259.43152,13514509.45849,,,,,,,,,,,,,,,,,,,,,,,,,13514509.45849,,,13514509.45849,14461600,,,,,,,,,,,,,,,,,14461600,,,,,14461600,,,,,,,,,,,,2199149.97303,,,2199149.97303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,"Общество с ограниченной ответственностью ""Страховая и перестраховочная компания Юнити""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,"Акционерное общество ""Совкомбанк страхование""",44797503452.57457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26763491390.4485,590517490.66451,409166.9884,11767800,,5816702.775,,572523820.90111,26172973899.784,25796961621.7869,350790180.8571,25222097.14,8762131814.12607,8548183691.04132,83880621.58984,83880621.58984,,1410107.7495,,54496.26831,,54496.26831,5170720559.90532,,,,,,,,,,,,273775106.99968,30894464.84236,22954929.44767,219925712.70965,3018342798.52867,7509061.38468,1695328.1714,3009138408.97259,119241182.81305,4486060.685,4486060.685,,,,,21688,,21688,511486.14653,,,511486.14653,2016641.608,,2016641.608,110631622.26996,2412364.68205,,137300,26000,108055957.58791,1573684.10356,,,140000,,,,,6000,1427684.10356,4018288.08283,90688652.18887,44131133.18582,,46557519.00305,,,,,,,,,,2835000,2835000,,,,9269045248,,,,,,,,,,,9269045248,,,,9269045248,,,
1820,"Акционерное общество ""ГУТА-Страхование""",25284776.19785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346000,29000,,,,29000,,,317000,,306000,11000,24938776.19785,24336776.19785,99990.22924,,99990.22924,,,,,,1264029.92862,2876967.5,2876967.5,2876967.5,,,,,,,,,20034280.33999,,,20034280.33999,61508.2,61508.2,,,602000,,,,,,,,,,,,,,,,,602000,,,2000,,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",388057515401.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955457828.887,698299065.053,111140259.456,8311405.192,4802000,150354219.622,387.5,423690793.283,257158763.834,,92728896.259,164429867.575,1257920572.417,1145045721.156,77992325.243,69163294.331,8829030.912,2454064.573,155801,496815.345,391987.944,104827.401,522765337.721,5500811.494,3965802.137,3887729.966,,78072.171,,1535009.357,,,1535009.357,,382470828.32,,83780230.193,298690598.127,153209737.46,21402446.906,106591263.812,25216026.742,98215398.319,8951145.461,8181645.461,,769500,30000,24850,2641552.426,2641552.426,,2035147.762,24950,2738.284,2007459.478,2795252.58,2795252.58,,81469242.435,8330642.607,5712350,7785000.001,84925,59556324.827,268207.655,,,,,,,,67000,201207.655,2131525.635,12527927.307,,,12527927.307,,,,,,,,,,75805000,54155000,,2090000,19560000,385768332000,,,,,,,105518700,927674775,923742225,3932550,334436366025,28457049600,57517729425,11815470000,236646117000,10737765000,39561007500,
1858,"Акционерное общество Страховая компания ""Армеец""",10507586.070640001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230650.81381,1125815.89281,,,,20565,,1105250.89281,1104834.921,208051.921,,896783,8276935.25683,6715319.80995,503931.23,503931.23,,,,,,,7000,,,,,,,,,,,,5277553.146,40802.31448,645.1392,5236105.69232,926835.43395,820618.64095,103412.793,2804,1555680.37315,,,,,,,,,,,,,,,,,1555680.37315,1290.2784,,,,1554390.09475,,,,,,,,,,,,5935.07373,,,5935.07373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",118183546.91543001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16324068.9775,14832068.9775,10643084.9675,300,,,,4188684.01,1492000,,,1492000,101859477.93793,97604553.53822,12270789.32763,12270789.32763,,,,840,,840,77338953.33394,,,,,,,,,,,,6892229.816,,,6892229.816,1101741.06065,999496.9541,83747.68055,18496.426,3727653.05871,197600,197600,,,,,1000,,1000,,,,,1135611.08,1135611.08,,2393441.97871,,,,,2393441.97871,,,,,,,,,,,,527271.341,,,527271.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,"Общество с ограниченной ответственностью ""Медицинская страховая компания ""ИНКО-МЕД""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",22777726.28353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8063663.20869,2753229.21369,,,,1231140.08444,,1522089.12925,5310433.995,5105967.295,6891.7,197575,14714063.07484,10161259.13151,2615783.07133,2615783.07133,,,,41192.726,,41192.726,198701.00354,,,,,,,,,,,,4673187.59212,2777122.45936,6765.14499,1889299.98777,2632394.73852,2123669.23652,282807.502,225918,3928719.9273,168800,168800,,,,,29098.1,,29098.1,,,,,3228000,16500,3211500,486680,3000,,70300,,413380,16141.8273,,,,,,,,7500,8641.8273,,624084.01603,,,624084.01603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,"Акционерное общество ""Страховая компания АСКО-Центр""",20770157.06557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5524235.48334,5498498.10834,,,,,,5498498.10834,25737.375,,,25737.375,15245921.58223,15131906.84723,4083252.71263,,4083252.71263,,,,,,48888.57034,110639.769,,,,,,110639.769,,,110639.769,,4826876.59442,,,4826876.59442,6062249.20084,5390939.15673,164627.51534,506682.52877,114014.735,,,,,,,,,,,,,,,,,114014.735,,,,,114014.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,"Общество с ограниченной ответственностью ""Страховая компания ""Инертек""",163500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163500,163500,,,,,,,,,,,,,,,,,,,,,163500,,,163500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,"Акционерное общество ""АльфаСтрахование""",1558612717838.7617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13342614316.1405,7698620044.13294,,4414075431.55877,1168274000,292902264.24497,,1823368348.3292,5643994272.00757,607317952.755,4276252684.10859,760423635.14398,22895920770.6212,13203081066.6429,523791325.21981,523791325.21981,,66050818.74494,45839399.34346,371037836.88684,349004777.21756,22033059.66928,3441813762.55308,174418714.41036,99092712.32175,19015535.95815,,80077176.3636,,75326002.08861,,,75326002.08861,,7472905153.00105,162484946.03053,545495267.42773,6764924939.54279,1107224056.48336,639848540.62076,19039192.54988,448336323.31272,5517201620.07553,44755156.7,44755156.7,,,,489744430.82867,1689701953.33463,1634758895.41963,54943057.915,828752.69968,828752.69968,,,91738311.186,84313464.697,7424846.489,3198536868.05508,67283683.49153,3575000,31284500.083,10135508.503,3086258175.97755,1896147.27147,,262123.9846,,,,,,70500,1563523.28687,821987062.14735,3353651021.7554,3179364458.75929,,174286562.99611,,,,,,,,,,181340000,138965000,8275000,3410000,30690000,1522192842752,1066577989632,29970432,1066548019200,138485760,138485760,,190085120,4079144960,3881195520,197949440,394887137280,20605188096,118422894592,51141500928,204717553664,12802457600,43517542400,
2346,"Акционерное общество ""Объединенная страховая компания""",110328915.19084999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50006566.9965,8111187.58644,64124.0459,,,1528170,,6518893.54054,41895379.41006,1154004.24307,29865440.10299,10875935.064,60322348.19435,53824171.78775,13768457.23152,13444429.67952,324027.552,,12375,647768.582,407000,240768.582,10014136.65884,,,,,,,,,,,,22101059.22034,9798545.61042,13814.33245,12288699.27747,7280375.09505,2576907.38627,736784.35156,3966683.35722,4143880.79647,467400,467400,,,,59284.3,1351172,897813.4,453358.6,3000,,,3000,1187369.00208,59600,1127769.00208,1064279.83245,13814.33245,,5000,5000,1040465.5,11375.66194,,,,,,,,10000,1375.66194,,2354295.61013,29131.03854,,2325164.57159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",30605592267.40479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793890331.09461,726021754.90311,263418030.2419,,3588000,1664738.5917,,457350986.06951,67868576.1915,36161.3075,,67832414.884,1422092536.31018,1169455233.54656,49145348.30142,49145348.30142,,2797591.74492,,36848948.82935,7794352.12935,29054596.7,325317890.54207,9750109.57079,9368611.45579,9359897.85579,,8713.6,,381498.115,381498.115,,,,377418381.92512,13546809.35847,38577850.41798,325293722.14867,368176962.63289,357803425.92102,700,10372836.71187,231939060.44305,6046826.5,6046826.5,,,,44000,137742084.0077,,137742084.0077,,,,,42867648.18588,8952753.36236,33914894.82352,45235501.74947,3570321.86206,,,113105.09,41552074.79741,3000,,,,,,,,3000,,18777053.74241,1921188.57816,71829.90208,,1849358.67608,,,,,,,,,,6275000,3915000,10000,340000,2010000,28383334400,,,,,,,37406720,1265647616,1173755904,91891712,27080280064,1117784064,4751155200,7110451200,14100889600,,,
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",885958669.53584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833463655.35949,621495221.15409,,,,12102254,,609392967.15409,211968434.2054,117460.571,38751668.1144,173099305.52,52495014.17635,51221673.74309,21209564.30922,21209564.30922,,,,244600,,244600,7205306.79646,75,,,,,,75,,,75,,11222072.10988,,,11222072.10988,11340055.52753,2159232.09656,1293826.5983,7886996.83267,1273340.43326,21100,21100,,,,,34050,,34050,,,,,16134.462,500,15634.462,1175555.97126,593000,,,,582555.97126,26500,,,,26500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",36374430.70147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2877493.76665,2855293.76665,,,,,,2855293.76665,22200,,4000,18200,33496936.93482,7050862.54682,7050862.54682,7050862.54682,,,,,,,,,,,,,,,,,,,,,,,,,,,719000,719000,719000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25727074.388,,,25727074.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,"Акционерное общество ""Чрезвычайная страховая компания""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
