"Сведения о cтраховых выплатах по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
3748,"Акционерное общество ""Русский Стандарт Страхование""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",1799.07405,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,1799.07405,1799.07405,0,0,0,0,1799.07405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",226711.02394,23262.16544,23262.16544,23262.16544,0,23262.16544,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,203448.8585,184238.15535,0,,19210.70315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",56111.488110000006,10937.99752,10302.06726,6979.56726,0,6484.56726,0,0,495,3322.5,,0,0,0,3322.5,635.93026,0,0,,0,0,,635.93026,0,,635.93026,0,,0,0,,45173.49059,7416.15525,0,,37757.33534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",1959.40965,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,1959.40965,1959.40965,0,0,61.2892,0,1898.12045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",23414.26774,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,9747.06367,9747.06367,0,,0,13667.20407,9145.13256,3616.06136,0,5486.76586,0,0,0,0,2.95252,39.35282,4522.07151,0,0,0,0,0,0,0,0,4522.07151,0,0,0,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",60.24959,60.24959,60.24959,60.24959,0,0,60.24959,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",43002.22956,18408.05421,3185.13783,745.99852,0,0,745.99852,0,0,2439.13931,,16.65755,2422.48176,0,0,15222.91638,9286.76415,9286.76415,,0,0,,5936.15223,200,,4800.54667,935.60556,,0,0,,24594.17535,24594.17535,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,3876.26584,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,3876.26584,3876.26584,3094.61305,343.5712,0,438.08159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,80.93003,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,68.22788,33.30745,0,0,0,0,0,0,0,33.30745,0,34.92043,0,0,0,0,0,0,0,13.14221,21.77822,0,0,0,,0,12.70215,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",682004.31771,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,257721.76181,257721.76181,0,0,0,254011.60177,0,3710.16004,3710.16004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,424282.5559,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",2924.48765,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,14.71344,14.71344,0,,0,2909.77421,69.7393,0,0,0,0,69.7393,0,0,0,0,2840.03491,0,0,0,0,0,0,0,0,2840.03491,0,0,0,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",3298.1587,-24.0768,-24.0768,-24.0768,0,-24.0768,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,3322.2355,0,0,,3322.2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",8118.54698,6498.54698,657.67837,0,0,0,0,0,0,657.67837,,0,0,0,657.67837,5840.86861,1464.45072,1464.45072,,0,0,,4376.41789,0,,4376.41789,0,,0,0,,1620,1620,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество «Инлайф страхование жизни""",696.81377,696.81377,696.81377,696.81377,0,696.81377,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,371.74094,371.74094,0,0,0,0,0,0,0,0,,0,0,0,0,371.74094,251.21299,7.3064,,243.90659,0,,120.52795,0,,120.52795,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,19408.970589999997,21.43281,21.43281,21.43281,0,21.43281,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,19387.53778,5400.14098,0,,13987.3968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",5182.1608,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,5182.1608,5182.1608,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,36069.09546,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,1800,1800,0,,0,34269.09546,14834.61869,36.29313,0,0,0,-6698.08783,0,0,21496.41339,0,19434.47677,0,0,0,0,0,0,0,5392.68113,14041.79564,0,0,0,,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",-13014.67679,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,2579.06781,0,0,,2579.06781,-15593.7446,-19722.78214,81922.67864,0,0,0,6800.82587,8415.87528,0,-116862.16193,0,4129.03754,16.42282,16.42282,0,0,0,0,0,0,4055.87569,56.73903,0,0,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",20421.70695,10659.70558,10637.52352,0,0,0,0,0,0,10637.52352,,10443.70393,193.81959,0,0,22.18206,0,0,,0,0,,22.18206,0,,22.18206,0,,0,0,,9762.00137,7569.19619,0,,2192.80518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",14722.61557,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,14722.61557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14722.61557,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",41984.033,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,41984.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41984.033,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",35918.31945,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,35918.31945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35918.31945,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",39073.45887,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,39073.45887,39073.45887,21628.1006,0,0,858.05896,0,0,0,16587.29931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",263676.96376,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,25445.7691,25142.3888,0,,303.3803,109382.44189,74028.83345,8996.00604,0,1747.43001,5818.17825,0,8731.656,8731.656,48652.25003,83.31312,949.22114,0,0,0,0,949.22114,0,0,0,0,0,9922.11317,24482.27413,,128848.75277,0,0
4334,Общество с ограниченной ответственностью «АльфаСтрахование Торговые кредиты»,157416.72268,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,157416.72268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157416.72268,0,,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,5469.26565,5469.26565,243.34191,243.34191,0,0,243.34191,0,0,0,,0,0,0,0,5225.92374,4971.95778,4941.45778,,30.5,0,,253.96596,0,,253.96596,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,-7868.52074,-7868.52074,-7868.52074,-7117.73535,-7117.73535,0,0,0,0,-750.78539,,0,-750.78539,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",82735.81436,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,82735.81436,17421.28356,0,0,0,0,600.88373,0,0,16820.39983,0,0,0,0,0,0,0,0,0,0,0,0,65314.5308,0,,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",6464.82577,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,6464.82577,5365.74587,2273.05,0,0,0,3092.69587,0,0,0,0,1099.0799,0,0,0,0,0,0,0,0,0,1099.0799,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4393,Некоммерческая корпоративная организация - Потребительское общество взаимного страхования «ИНСАНГО»,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
