"Сведения о вознаграждении посредникам, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",217306.70855,0,0,69538.30278,67976.49823,0,0,1561.80455,147768.40577,126838.58833,2409.84555,0,2506.62425,0,11.208,2874.03382,0,7765.34638,111271.53033,20742.77051,0,0,1034.81341,0,0,4.45148,19703.50562,0,0,187.04693,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",35344.27667,28097.60507,0,7246.6716,7246.6716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",2505486.47326,2386333.70811,0,119152.76515,12901.58175,0,0,106251.1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",158020.8273,0,0,76964.06343,20727.90303,0,0,56236.1604,81056.76387,78431.89238,21021.83146,173.9758,0,27.36,1.75275,0,0,50881.70214,6325.27023,1538.66137,12.13446,0,0,0,0,0,1526.52691,0,0,1086.21012,,0,0,0
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",14860.10201,0,0,14860.10201,0,0,0,14860.10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3947,"Акционерное общество ""АИГ страховая компания""",-3419.42733,0,0,0,0,0,0,0,-3448.6605,6909.7777,0,0,0,0,6662.85794,0,0,246.91976,0,-8006.31055,341.78088,0,0,0,0,0,-8348.09143,0,0,-2352.12765,,0,29.23317,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",796538.42884,0,0,365093.5821,185903.04958,0,0,179190.53252,395432.15799,279642.34536,106928.42997,0,0,-13969.90993,72133.38307,12537.30096,10878.64327,54898.15162,47114.98967,51436.81513,348.84069,0,0,-2542.28308,0,10104.27262,42607.22549,918.75941,0,64352.9975,,36012.68875,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",10624.35217,0,0,191.86828,191.86828,0,0,0,10432.48389,3767.28068,0,0,0,0,2351.09478,0,0,1100.77643,315.40947,6023.2236,0,0,0,0,0,13.9395,6009.2841,0,624.20544,17.77417,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",8704355.08397,8346668.25739,0,357686.82658,298737.21437,0,0,58949.61221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",2817052.92531,1461604.93305,20602.55716,1334845.4351,979350.87061,52.64891,0,355494.56449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",397279.22394,397262.73948,0,16.48446,0,0,0,16.48446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",5295.059520000001,5218.17881,75.69289,1.18782,1.18782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",8065.09841,7594.74468,0,470.35373,470.35373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",997727.32466,997727.32466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,200592.38869,101917.13607,0,98675.25262,98638.06854,0,0,37.18408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4079,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование Жизни""",1525569.79523,1038386.54607,0,487183.24916,406504.29524,0,0,80678.95392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",1654429.2992,0,0,1467652.86694,1467652.86694,0,0,0,186776.43226,62205.39636,23579.47995,0,0,0,0,0,0,0,38625.91641,24101.27429,0,0,0,0,0,0,24101.27429,0,0,100469.76161,,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,77953.59640000001,60736.87268,0,17216.72372,12241.45148,0,0,4975.27224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",117436.05938,0,0,117436.05938,108728.54415,0,0,8707.51523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,23923.1393,0,0,299.45902,299.45902,0,0,0,23623.68028,8605.54156,0,0,0,0,1922.33729,0,0,6683.20427,0,11394.73257,0,0,0,0,0,5199.32571,6195.40686,0,3054.52245,568.8837,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",263199.47257,205134.24539,0,58065.22718,45337.61206,0,0,12727.61512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",150511.11123,0,0,0,0,0,0,0,150511.11123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150511.11123,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",57035.33508,0,0,0,0,0,0,0,57035.33508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57035.33508,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",32684.89885,0,0,0,0,0,0,0,32684.89885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32684.89885,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",72705.63881,0,0,25790.08988,5648.78028,0,0,20141.3096,46915.54893,42477.41543,10536.26919,0,0,2067.16353,9.39084,0,0,22127.36983,7737.22204,2752.81775,0,0,53.0938,1165.40601,6,2.3875,1525.93044,0,679.6,1005.71575,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",5282489.84861,0,0,2662249.04041,1696912.03788,0,0,965337.00253,2620176.15132,2023448.87893,665855.32555,8613.66418,43800.26075,9432.90429,64158.88941,31019.498989999996,23575.99552,1178351.93355,22216.40221,236728.82213,970.61117,33.0079,13115.78096,3972.76908,5587.58075,50745.7826,162303.28967,0,112295.01945,247703.43081,,-56.47367,103.44102,17.68953
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",287561.17545,0,0,0,0,0,0,0,287561.17545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287561.17545,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,294904.89714,143425.91329,0,151478.98385,103116.0086,0,0,48362.97525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,480768.49013999995,480758.40958,0,10.08056,0,0,0,10.08056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,25752.29973,0,0,12352.62222,12352.62222,0,0,0,13399.67751,8335.01092,283.17578,0,0,0,0,0,0,3446.88803,4604.94711,0,0,0,0,0,0,0,0,0,0,5064.66659,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
