"Сведения о вознаграждении посредникам, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",43.50958,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,-25.61439,-29.21439,0,0,3.6,69.12397,-4.85872,0,0,0,0,0,0,0,1.21877,-6.07749,73.98269,0,0,0,0,0,0,-0.16731,74.15,0,0,,0,0,0,
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",3342056.71784,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1304329.58841,1132139.0719,0,0,172190.51651,1997861.40011,1850439.88772,1178333.9209,0,5183.53476,9114.72388,126956.44181,857.09815,0,120146.98928,409847.17894,39476.71982,5733.3705,0,192.75986,5382.40447,5309.20084,1218.50156,20708.24424,932.23835,1550.53102,106394.26155,,35063.0609,1745.34694,3057.32148,
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",427333.30217,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7221.93948,5800.35858,0,0,1421.5809,420111.36269,400289.47388,399341.12521,0,0,0,0,0,0,948.34867,0,19821.88881,19821.88881,0,0,0,0,0,0,0,0,0,,0,0,0,
3229,"Акционерное общество ""Страховая бизнес группа""",590706.98639,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,49180.4734,5852.98671,0,0,43327.48669,539403.13966,513322.90157,0,248.547,9.08,0,15194.90688,0,0,497510.72681,359.64088,26055.00359,0,0,12.3289,169.26622,0,3005.11,22777.77616,90.52231,0,25.2345,,303.91985,543.97233,1275.48115,
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",3080.37184,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3080.37184,0,0,0,3080.37184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3300,"Акционерное общество Страховая группа ""Спасские ворота""",109050.32235999999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,29990.56209,17419.06868,0,0,12571.49341,78516.64496,77818.93514,7491.44445,0,0,0,59323.673,0,0,720.32373,10283.49396,469.84732,0,0,0,0,0,2.46,467.38732,0,0,227.8625,,543.11531,0,0,
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",41871.80023,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,28300.16288,23553.94449,0,0,4746.21839,13571.63735,8983.32794,0,0,0,0,0,0,0,3329.21652,5654.11142,4501.7162,0,0,0,0,4477.29335,0,24.42285,0,0,86.59321,,0,0,0,
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",48474028.47662,46064973.71266,46064973.71266,45810242.83736,224484.83585,45385156.31996,200601.68155,0,0,254730.8753,,0,254730.8753,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2409054.76396,371773.99921,0,0,2037280.76475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",2051927.74622,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1837617.34048,1837617.34048,0,0,0,214310.40574,131531.58022,0,0,0,0,0,0,0,0,131531.58022,20593.88526,0,0,0,0,0,0,20593.88526,0,0,62184.94026,,0,0,0,
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",4507696.23493,4349134.21511,4349134.21511,4286444.61039,39642.10466,4221366.06829,16955.80669,8480.63075,0,62689.60472,,0,60518.81469,2170.79003,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,158562.01982,2.54711,0,0,158559.47271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",7459.77984,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7459.77984,0,0,0,7459.77984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",265792.77326,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,62216.22782,35894.55,0,0,26321.67782,203576.54544,15.4,0,0,0,0,0,0,0,0,15.4,203561.14544,0,0,0,0,0,0,0,203561.14544,0,0,,0,0,0,
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",670772.5579700001,615937.36904,20346.35313,5793.85397,0,0,251.426,5542.42797,0,14552.49916,,0,3156.61,11395.88916,0,595591.01591,103.894,0,0,0,0,103.894,595487.12191,0,,572611.01291,0,22876.109,42216.63497,585.742,41630.89297,12618.55396,12133.15054,0,0,485.40342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",2370583.9587,2370441.432,2243894.62689,2116390.43064,0,1983475.19328,132915.23736,0,0,127504.19625,,19297.60296,108206.59329,0,0,126546.80511,122052.78122,87351.65807,0,34701.12315,0,0,4494.02389,0,,4494.02389,0,0,0,0,0,142.5267,132.27262,0,0,10.25408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3748,"Акционерное общество ""Русский Стандарт Страхование""",908185.50881,580433.81169,580433.81169,580433.81169,-200.84084,325489.95561,802.1062,251577.41297,2765.17775,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,327751.69712,137247.74998,0,0,190503.94714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",282360.86093,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,113497.01226,113497.01226,0,0,0,168863.84867,83329.674,77745.26954,0,0,54,32.0372,0,0,5156.36484,342.00242,85413.65082,0,0,0,2.84,0,0,80015.81082,5395,0,120.52385,,0,0,0,
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",328572.72445,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,25989.13107,1757.37436,0,0,24231.75671,302583.59338,25485.10807,2347.7156,0,0,0,12510.59011,0,0,9923.89472,702.90764,268945.22857,58.43785,0,0,0,0,14.8,268054.04419,817.94653,0,8153.25674,,0,0,0,
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",6071.35651,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10.152,10.152,0,0,0,6061.20451,3013.3677,0,0,0,0,0,0,0,3013.3677,0,3047.83681,0,0,0,0,0,87,2960.83681,0,0,0,,0,0,0,
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",16183.01016,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,16183.01016,0,0,0,0,0,0,0,0,0,0,2007.26437,0,0,0,0,0,0,405.825,1601.43937,0,14175.74579,,0,0,0,
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",498039.09736,212268.0597,163806.39361,156358.65037,0,98088.9359,58269.71447,0,0,7447.74324,,140.08744,7307.6558,0,0,48461.66609,31601.45115,12919.53234,0,18681.91881,0,0,16860.21494,0,,16860.21494,0,0,696.93032,0.46357,696.46675,285074.10734,285052.02064,0,0,22.0867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",2980200.0149399997,2980137.13433,2923360.12879,2016414.22033,1171781.67153,0,844632.14115,0.40765,0,906945.90846,,0,906944.71996,1.1885,0,56777.00554,51862.95266,0,0,51862.95266,0,0,4914.05288,0,,4914.05288,0,0,0,0,0,62.88061,62.88061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",1976.75546,1890.05321,1872.57187,2.82031,0,0,2.82031,0,0,1869.75156,,0,1869.75156,0,0,17.48134,0,0,0,0,0,0,17.48134,0,,17.48134,0,0,0,0,0,86.70225,86.70225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",185559.49218,23696.96116,1053.55251,268.9554,0,0,0,0,268.9554,784.59711,,0,64.74262,0,719.85449,22643.40865,2047.55946,0.008,0,2047.55146,0,0,20595.84919,0,,20595.84919,0,0,0,0,0,161862.53102,13082.78143,0,0,148779.74959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",94821.9119,94375.1538,94375.1538,15460.36507,8059.79,-2828.56672,10229.14179,0,0,78914.78873,,0,68780.31338,10134.47535,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,446.7581,421.4081,0,0,25.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",210652.77806,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,59448.62651,58187.40579,0,0,1261.22072,151204.15155,131345.19036,1856.70415,0,1657.43246,0,4.536,2698.91198,0,8747.67307,116379.9327,19796.72378,0,0,1081.7313,0,0,2.92583,18712.06665,0,0,62.23741,,0,0,0,
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",26753.48936,20165.44855,19574.1481,335.6832,0,0,335.6832,0,0,19238.4649,,0,19238.4649,0,0,591.30045,0,0,0,0,0,0,591.30045,0,,591.30045,0,0,0,0,0,6588.04081,6588.04081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",10727234.15453,10719162.64618,10181478.05804,9942011.39347,0,9827818.25613,114147.39926,45.73808,0,239466.66457,,0,237857.39738,1609.26719,0,537684.58814,543890.13958,544267.05689,0,-376.91731,0,0,-6205.55144,845.58383,,-7066.75662,15.62135,0,0,0,0,8071.50835,7521.81389,0,0,549.69446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,206031.59609,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,110790.53962,51676.43271,0,0,59114.10691,95241.05647,93617.49846,37333.78736,131.46356,0,27.36,0,0,0,50852.24903,5272.63851,1049.09477,5.5098,0,0,0,0,0,1043.58497,0,0,574.46324,,0,0,0,
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",22271.40549,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,22271.40549,0,0,0,22271.40549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3947,Акционерное общество «Страховая компания ГАРДИЯ»,365089.16754,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,365086.12054,329657.51677,0,0,0,0,20557.21437,0,0,309100.3024,0,33538.18403,107.8861,0,0,0,0,3923.96058,29506.33735,0,0,1890.41974,,0,3.047,0,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",879398.19103,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,452322.98878,270016.15659,0,0,182306.83219,404278.98852,280312.43612,140434.91163,0,0,2050.52915,48927.27615,11976.75099,9956.66889,23541.73118,53381.23702,58025.12839,176.09993,0,0,4364.25967,0,10182.38542,43023.96996,278.41341,19.44,65921.98401,,22796.21373,0,0,
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",1002.60472,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1002.60472,87.325,0,0,0,0,0,0,0,87.325,0,915.27972,0,0,0,0,0,528.3783,386.90142,0,0,0,,0,0,0,
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",9504225.959280001,8849400.38546,8103415.91834,7556829.90897,0,7153842.19347,77324.18731,325663.52819,0,546586.00937,,58531.53336,488036.72885,17.74716,0,745984.46712,612479.04154,475042.31904,315.82575,7060.67975,130060.217,0,133505.42558,0,,132484.60705,1020.81853,0,0,0,0,654825.57382,593899.801,0,0,60925.77282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",2508815.12917,1277163.69882,1183856.07191,848070.06289,0,763425.69572,62608.02476,138.32903,21898.01338,335786.00902,,0,199281.68492,415.88299,136088.44111,93307.62691,14544.88502,14311.09216,0,15.77308,0,218.01978,78762.74189,8263.38943,,70497.79962,0,1.55284,23787.90793,0,23787.90793,1207863.52242,636307.11601,802.05391,0,571556.40641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3987,"Акционерное общество «Инлайф страхование жизни""",702783.43467,702783.43467,701661.5421,686985.0491,28884.18419,650358.54262,7742.32229,0,0,14676.493,,0,14676.493,0,0,1121.89257,1894.0817,0,0,1894.0817,0,0,-772.18913,0,,-772.18913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",4677.40826,4676.18966,4676.18966,8.49834,0,0,8.49834,0,0,4667.69132,,0,4667.69132,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,117.74862,1.2186,1.2186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",7019.805789999999,6516.33289,6516.33289,0,0,0,0,0,0,6516.33289,,0,6516.33289,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,503.4729,503.4729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",1493502.15705,1493502.15705,1493502.15705,1428087.95145,23521.28121,1365865.38488,38701.28536,0,0,65414.2056,,0,65414.2056,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4014,Акционерное общество «Страховая компания «Ю-Лайф»,145680.52851,69219.89346,61283.11453,60922.08533,0,0,21698.96322,39223.12211,0,361.0292,,0,361.0292,0,0,7936.77893,8024.37809,7994.37805,0,30.00004,0,0,-87.59916,0,,-87.59916,0,0,0.05688,0,0.05688,76460.57817,76360.87271,0,0,99.70546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4079,Общество с ограниченной ответственностью «РБ Страхование Жизни»,1371651.57807,937830.90005,821374.01623,525005.43595,0,519933.55507,5071.88088,0,0,296368.58028,,247372.94035,48995.63993,0,0,116456.88382,105984.27618,18698.90394,0,87285.37224,0,0,10472.60764,0,,10472.60764,0,0,0,0,0,433820.67802,322205.13548,0,0,111615.54254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",-2256.3495900000053,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,-38047.17951,-38047.17951,0,0,0,35790.82992,22927.75307,648.28641,0,0,0,0,0,0,0,22279.46666,17034.13732,0,0,0,0,0,0,17034.13732,0,0,-4171.06047,,0,0,0,
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,718268.0296400001,596261.86954,578761.61842,-7585.14505,0,-13926.30381,4947.96541,1393.19335,0,586346.76347,,11103.69111,508324.11264,66918.95972,0,17500.25112,0,0,0,0,0,0,17500.25112,0,,17500.25112,0,0,15.10016,0,15.10016,121991.05994,117239.7139,0,0,4751.34604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",86938.94954999999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,84065.18955,58874.21051,0,0,25190.97904,2873.76,0,0,0,0,0,0,0,0,0,0,2873.76,0,0,0,0,0,0,0,2873.76,0,0,,0,0,0,
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,2133.75067,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2133.75067,1082.21554,0,0,0,0,470.29362,0,0,611.92192,0,597.41223,0,0,0,0,0,272.15564,325.25659,0,0,454.1229,,0,0,0,
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",152414.38148,127016.48775,121323.9115,0,0,0,0,0,0,121323.9115,,106862.12496,14461.78654,0,0,5692.57625,0,0,0,0,0,0,5692.57625,0,,2305.73511,0,3386.84114,0,0,0,25397.89373,22941.14373,0,0,2456.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",67401.17911,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,67401.17911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67401.17911,0,,0,0,0,
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",6708.21562,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6708.21562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6708.21562,0,,0,0,0,
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",22841.2607,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,22841.2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22841.2607,0,,0,0,0,
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",67852.49842999999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20606.20526,8770.74489,0,0,11835.46037,47246.29317,42676.29509,5395.06537,0,0,955.52914,16.16875,0,0,27649.82836,8659.70347,3133.02651,0,0,34.9675,881.84035,6,0,2210.21866,0,707.6,729.37157,,0,0,0,
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",7441991.25561,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3892334.21247,2445524.48284,0,0,1446809.72963,3549339.2109,2925985.32978,749863.55345,11290.48108,12765.15265,11102.45668,178263.87277,35881.76254,30384.33382,670345.08043,1256472.97018,252487.95655,6167.12814,245.19856,285.58183,4095.14406,6025.71919,2994.64483,227274.52665,5400.01329,40736.59387,330129.3307,,0,299.12366,18.70858,
4334,Общество с ограниченной ответственностью «АльфаСтрахование Торговые кредиты»,100251.56322,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,100251.56322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100251.56322,0,,0,0,0,
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,239329.33455,123165.77165,59988.60407,55950.44599,0,0,55950.44599,0,0,4038.15808,,0,4038.15808,0,0,63177.16758,63177.16758,63177.16758,0,0,0,0,0,0,,0,0,0,0,0,0,116163.5629,75745.13446,0,0,40418.42844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,184318.27314,184275.43263,104444.37691,89981.21252,0,7748.75713,19421.39739,0,62811.058,14463.16439,,0,14463.16439,0,0,79831.05572,79831.05572,78212.26572,0,1618.79,0,0,0,0,,0,0,0,0,0,0,42.84051,0,0,0,42.84051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4380,Общество с ограниченной ответственностью РНКБ Страхование,94939.84423,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,40834.43203,40834.43203,0,0,0,54105.4122,39292.18775,1140.95799,0,0,0,0,0,0,18368.81085,19782.41891,0,0,0,0,0,0,0,0,0,0,14813.22445,,0,0,0,
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
