"Сведения о страховых премиях по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
3300,"Акционерное общество Страховая группа ""Спасские ворота""",162469.46293,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,12211.67022,12211.67022,0,,0,136871.10721,130099.95887,10509.90807,0,0,1963.31546,109911.7633,0,0,3505.09803,4209.87401,6771.14834,24,24,0,0,0,4956.50258,0,0,1790.64576,0,0,0,,13067.32042,288.2227,31.14238
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",2934410.46243,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,313.52841,313.52841,0,,0,2934096.93402,2457680.15172,0,532.01542,23155.58858,754255.37961,15105.66161,0,0,1664440.88718,190.61932,329607.45974,0,0,0,0,3904.32248,18150.37871,82993.95932,84884.50765,139674.29158,0,133253.1717,13556.15086,,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",64467.82812,64431.68442,64431.68442,42714.26598,37071.63631,4685.06357,957.5661,0,0,21717.41844,,0,21717.41844,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,36.1437,36.1437,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",1979.28209,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,1979.28209,0,0,,1979.28209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",3855.08119,3310.34625,113.95629,0,0,0,0,0,0,113.95629,,0,113.95629,0,0,3196.38996,11.61538,0,,11.61538,0,,3184.77458,0,,3184.77458,0,,0,0,,544.73494,544.73494,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",319404.64444,319404.64444,116401.11234,116401.11234,0,116401.11234,0,0,0,0,,0,0,0,0,203003.5321,77078.90506,47187.05589,,29891.84917,0,,125924.62704,0,,125924.62704,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",44.82199,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,44.82199,44.82199,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",11256.5355,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,11256.5355,56.5355,0,0,0,0,56.5355,0,0,0,0,11200,0,0,0,0,0,0,0,0,11200,0,0,0,,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",12057.80445,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,12057.80445,8469.64172,130,0,0,0,5945.034,0,0,2200.14482,194.4629,3527.41984,0,0,0,0,0,0,0,0,3527.41984,0,0,60.74289,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",353.26654,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,353.26654,191.41313,0,0,0,0,0,0,0,191.41313,0,161.85341,0,0,0,0,0,0,0,0,161.85341,0,0,0,,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",282533.06481999997,1258.23068,1258.23068,1258.23068,0,1258.23068,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,281274.83414,247987.85543,0,,33286.97871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",28744.958,25082.95509,25082.95509,18252.84487,13139.82441,0,4847.81167,265.20879,0,6830.11022,,0,3359.01388,3471.09634,0,0,0,0,,0,0,,0,0,,0,0,,11.18691,11.18691,,3650.816,3307.45385,0,,343.36215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",19996.84748,7032.86615,782.14371,247.22097,0,211.90366,6.19265,0,29.12466,534.92274,,0,10.67567,0,524.24707,6250.72244,1219.884,1031.18529,,188.69871,0,,5030.83844,0,,5030.83844,0,,0,0,,12963.98133,8084.38921,0,,4879.59212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",742798.7982,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,735739.96107,735739.96107,0,0,88481.40661,0,639156.81244,0,0,8101.74202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7058.83713,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",65919.39698,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,2142.46229,2142.46229,0,,0,63776.93469,37787.91335,5618.93361,0,23626.16392,0,8.22,77.29904,0,6882.73169,1574.56509,25986.95719,0,0,0,0,4323.51286,0,0,13.87797,21649.56636,0,0,2.06415,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",162.80899,162.80899,162.80899,162.80899,0,0,162.80899,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",70797.18553,35859.92225,13024.09988,8945.26827,0,0.81563,8944.45264,0,0,4078.83161,,772.3199,3300.77501,5.7367,0,22835.82237,16428.6401,16262.62117,,163.98012,2.03881,,6407.18227,687.208,,5467.11667,252.8576,,0,0,,34937.26328,31671.57886,0,,3265.68442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,123665.04634,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,35313.18235,35313.18235,0,,0,88351.86399,84773.79317,5797.07712,0,0,1244.7791,12.42146,0,0,75629.81504,2089.70045,2747.82082,0,0,0,0,0,295.35254,0,0,2452.46828,0,0,830.25,,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,157593.35655,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,157346.09705,134897.40827,0,0,0,0,19382.13385,0,0,115515.27442,0,21342.07442,0,0,0,0,0,0,0,5810.52602,15531.5484,0,0,1106.61436,,0,247.2595,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",606792.74258,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,200,200,0,,0,39309.18641,26607.19822,3171.28457,0,0,1500,6263.89504,4274.59914,1299.28862,10391.65617,1005.7633,11701.98819,0,0,0,0,0,500,0,780.5,5900,4521.48819,0,1000,,567283.55617,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",7517.68827,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,7517.68827,319.50169,0,0,0,0,0,0,0,319.50169,0,7141.80386,0,0,0,0,0,0,0,3856.57408,3285.22978,0,56.38272,0,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",37611.45301,23873.28703,989.68776,557.72612,0,557.72612,0,0,0,431.96164,,0,0,9.11003,422.85161,22883.59927,622.72374,622.72374,,0,0,,22260.87553,0,,22236.32531,24.55022,,0,0,,13738.16598,13738.16598,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество «Инлайф страхование жизни""",7603.784,7603.784,7459.25441,7459.25441,6275.53862,1183.71579,0,0,0,0,,0,0,0,0,144.52959,144.52959,0,,144.52959,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",1013.35348,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,1013.35348,1013.35348,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",22221.82617,22221.82617,22221.82617,1291.18687,1291.18687,0,0,0,0,20930.6393,,0,35.6393,20895,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,2635.30572,1634.16429,78.71051,3.96967,0,0,3.96967,0,0,74.74084,,0,74.74084,0,0,1555.45378,697.25457,246.29882,,450.95575,0,,858.19921,0,,858.19921,0,,0,0,,1001.14143,117.397,0,,883.74443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",-1.45525,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,-1.45525,-0.02984,0,0,0,0,0,0,0,0,-0.02984,0,0,0,0,0,0,0,0,0,0,0,0,-1.42541,,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,49886.38763,23050.72523,20315.15069,20315.15069,0,612.73609,14315.05048,5387.36412,0,0,,0,0,0,0,2735.57454,2735.57454,2735.57454,,0,0,,0,0,,0,0,,0,0,,26835.6624,15926.93662,0,,10908.72578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",14347.94004,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,14347.94004,14347.94004,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,154829.3398,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,974.24899,974.24899,0,,0,153855.09081,57997.46182,0,0,0,0,22210.37782,0,0,35787.084,0,82838.19121,0,0,0,0,0,0,0,37738.76459,45099.42662,0,13019.43778,0,,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",138424.2829,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,6169.42938,2506.34486,0,,3663.08452,132254.85352,119610.51167,63089.47775,0,0,0,17542.83754,-22.56103,0,39000.75741,0,12068.42439,451.6375,452.66544,0,0,0,0,0,0,9750.97101,1865.81588,0,575.91746,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",46059.455669999996,38140.47859,37700.23824,0,0,0,0,0,0,37700.23824,,31794.44923,5905.78901,0,0,440.24035,0,0,,0,0,,440.24035,0,,440.24035,0,,0,0,,7918.97708,6257.22353,0,,1661.75355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",294378.0367,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,294378.0367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294378.0367,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",38672.02932,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,38672.02932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38672.02932,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",246977.7317,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,246977.7317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246977.7317,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",403671.01198,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,403671.01198,367139.7222,7676.84876,10865.88072,0,99079.87032,74117.95539,0,0,175393.17322,5.99379,36531.28978,0,0,0,0,0,27322.63566,1665.39452,0,7543.2596,0,0,0,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",2410923.54099,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,15834.58814,3599.73689,0,,12234.85125,2223171.82241,1981915.03672,-1866.58067,15924.85566,136097.55345,12604.51574,75736.28163,202347.5584,177435.04639,1529164.65974,11906.19277,282719.49848,0,0,0,0,105375.0879,0,19214.54064,0,158129.86994,0,-226555.23019,185092.5174,,167050.7365,4722.17864,144.2153
4334,Общество с ограниченной ответственностью «АльфаСтрахование Торговые кредиты»,802360.98511,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,802360.98511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802360.98511,0,,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",7629.3299,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,7629.3299,6029.3299,0,0,0,0,6029.3299,0,0,0,0,1600,0,0,0,0,1600,0,0,0,0,0,0,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,8216.377240000002,8212.56441,889.57425,806.51428,0,0,806.51428,0,0,83.05997,,0,83.05997,0,0,7322.99016,7129.18202,7127.73293,,1.44909,0,,193.80814,0,,193.80814,0,,0,0,,3.81283,3.81283,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,17463.550740000002,17592.46768,17592.46768,14216.70248,9148.47142,4779.8159,288.41516,0,0,3375.7652,,0,3375.7652,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,-128.91694,-128.91694,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",279964.37341,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,279964.37341,230639.16656,6376.85154,5903.59894,0,9494.43526,16235.6439,0,0,176701.00677,15927.63015,17880.7568,0,0,0,59.19145,0,1655.70972,0,0,14241.35763,1924.498,25492.5318,5951.91825,,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",11308.93042,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,11308.93042,5410.64857,1088.11265,0,0,0,4322.53592,0,0,0,0,5898.28185,0,0,0,0,0,0,0,0,0,5898.28185,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,7219.94231,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,7219.94231,7219.94231,182.02006,0,0,0,0,0,0,7037.92225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4393,Некоммерческая корпоративная организация - Потребительское общество взаимного страхования «ИНСАНГО»,18810.8484,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,18810.8484,18810.8484,13.5,0,0,0,18797.3484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
