"Сведения о страховых премиях (взносах) по договорам страхования, заключенным при участии посредников, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",6499041.24423,1039632.25059,249.61561,5459159.37803,107730.16902,0,0,5351429.20901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3834,"Общество с ограниченной ответственностью ""Страховое общество ""Помощь""",2126.5220799999997,0,0,1782.13798,786.8435,786.8435,0,995.29448,344.3841,94.27435,0,0,-26.8224,0,32.27611,0,0,-114,202.82064,131.9363,0,0,0,0,0,0,-13.7637,145.7,0,118.17345,,0,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",447.3,0,0,447.3,0,0,0,447.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",1442578.96363,1427302.39038,0,15276.57325,15263.57325,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",641518.57872,0,0,163718.58763,160083.90858,0,0,3634.67905,477799.99109,400106.78279,10732.41297,0,21776.5001,0,56.04,13747.71522,0,26386.57291,327407.54159,77329.25693,0,0,6199.23102,0,0,58.875,71071.15091,0,0,363.95137,,0,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",239235.24482999998,210462.74466,0,28772.50017,28772.50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",18188825.59279,17837327.84993,0,351497.74286,99144.40652,0,0,252353.33634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",581742.66704,0,0,242989.58238,52200.18532,0,0,190789.39706,338753.08466,327913.59703,70783.00665,788.12676,0,43.55843,7.011,0,0,237055.39127,19236.50292,5425.29857,55.05025,0,0,0,0,0,5370.24832,0,0,5414.18906,,0,0,0,0
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",69464.87959,0,0,69464.87959,0,0,0,69464.87959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3947,"Акционерное общество ""АИГ страховая компания""",114646.18154,0,0,0,0,0,0,0,114304.43154,82084.7957,0,0,0,0,34533.42638,0,0,47551.36932,0,3082.62559,1538.58618,0,0,0,0,0,1544.03941,0,0,29137.01025,,0,341.75,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",2260383.2863100003,0,0,993469.74166,456972.89247,0,0,536496.84919,893563.45516,556561.17854,261238.62263,0,0,-36832.53626,111834.47836,55362.009770000004,49393.52007,93827.96263,71130.64141,97306.82142,1236.58275,0,0,-4998.55836,0,19539.8458,78296.16435,3232.78688,0,239695.4552,,373350.08949,0,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",81515.9657,0,0,2210.88146,2210.88146,0,0,0,79305.08424,26277.06297,0,0,0,0,11738.44344,0,0,12874.46529,1664.15424,47866.70148,0,0,0,0,0,92.93,47773.77148,0,5042.8253,118.49449,,0,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",31000705.050270002,30239159.53293,0,761545.51734,512942.05528,0,0,248603.46206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",16069603.22778,12431208.11595,193994.91618,3444400.19565,1600249.27446,27419.9247,0,1844150.92119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",5859301.7828399995,5859268.81284,0,32.97,0,0,0,32.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",231245.47649,227994.53526,2107.66144,1143.27979,1143.27979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",80605.9478,76014.3538,0,4591.594,4591.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",4586974.08559,4586974.08559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,1672943.16019,1339268.14933,0,333675.01086,120021.81834,0,0,213653.19252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4079,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование Жизни""",4156795.20433,3420096.57928,0,736698.62505,589084.96687,0,0,147613.65818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",2316506.06978,0,0,1815519.43729,1815519.43729,0,0,0,500986.63249,214896.77956,148427.34679,0,0,0,0,0,0,0,66469.43277,34595.91868,0,0,0,0,0,0,34595.91868,0,0,251493.93425,,0,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,2054512.27427,1916322.16835,0,138190.10592,79636.67096,0,0,58553.43496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",244235.53444,0,0,244235.53444,140614.22378,0,0,103621.31066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,167872.61608,0,0,1662.19884,1662.19884,0,0,0,166210.41724,62626.41286,0,0,0,0,12648.69717,0,0,49977.71569,0,82327.7288,0,0,0,0,0,37750.36621,44577.36259,0,20438.43658,817.839,,0,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",2609146.33311,2389046.22284,0,220100.11027,186508.28827,0,0,33591.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",1027468.66827,0,0,0,0,0,0,0,1027468.66827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027468.66827,0,,0,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",416291.27074,0,0,0,0,0,0,0,416291.27074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416291.27074,0,,0,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",210868.61229,0,0,0,0,0,0,0,210868.61229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210868.61229,0,,0,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",379678.9206,0,0,125419.11044,16906.847,0,0,108512.26344,254259.81016,235097.79912,40833.94217,0,0,18201.63524,37.56334,0,0,158186.70331,17837.95506,14830.25209,0,0,249.11038,11636.06006,24,9.55,2911.53165,0,1699,2632.75895,,0,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",18370484.791929998,0,0,3600474.6614,2381014.02526,0,0,1219460.63614,14768793.82126,12307387.82418,1664817.10437,35254.95995,257270.44952,76393.86458,233846.33774,165596.82914000002,139653.78591,1762607.20338,8111601.0755,763797.35314,3235.47406,95.11143,65854.11852,20304.16179,51188.1037,67759.86476,555360.51888,0,956310.51271,741298.13123,,0,1042.5702,173.73907,0
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",1924446.95788,0,0,0,0,0,0,0,1924446.95788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924446.95788,0,,0,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,3535407.979,3251684.47566,0,283723.50334,185188.68,0,0,98534.82334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,3389182.15985,3388866.70387,0,315.45598,0,0,0,315.45598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,46093.75981,0,0,20573.70437,20573.70437,0,0,0,25520.05544,17000.07127,707.93944,0,0,0,0,0,0,8617.22005,7674.91178,0,0,0,0,0,0,0,0,0,0,8519.98417,,0,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
