"Сведения о cтраховых выплатах по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",15,15,15,15,0,0,15,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",11394.497589999999,7486.99586,0,0,0,0,0,0,,0,0,0,0,0,0,7486.99586,0,0,,0,,,7486.99586,0,,7486.99586,0,0,,,,3907.50173,3393.38892,,,514.11281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",4989.25385,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,4989.25385,4989.25385,0,0,4963.16524,0,0,0,0,26.08861,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",2827.5028599999996,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,1755.21429,1755.21429,,,0,1072.28857,1072.28857,992.93244,0,0,0,0,0,0,0,79.35613,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",13.30089,13.30089,13.30089,13.30089,0,0,13.30089,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",21508.49522,7869.49999,2541.25573,2541.25573,0,0,2541.25573,0,,0,0,0,0,0,0,5328.24426,4428.46544,4428.46544,,0,,,899.77882,127.84636,,759.43246,12.5,0,,,,13638.99523,13081.07067,,,557.92456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,4032.4004400000003,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,281.55288,281.55288,,,0,3750.84756,3750.84756,3750.84756,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,1206.18642,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,1206.18642,1194.61803,0,0,0,1194.61803,0,0,0,0,0,11.56839,0,0,,0,0,0,0,0,11.56839,0,0,0,,0,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",479290.53822,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,2273,2273,2273,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,477017.53822,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",170.10044,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,170.10044,0,0,0,0,0,0,0,0,0,0,170.10044,0,0,,0,0,0,0,0,170.10044,0,0,0,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",2.43681,2.43681,2.43681,2.20257,0,0,2.20257,0,,0.23424,0.23424,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",7309.73982,7309.73982,958.80921,958.80921,0,958.80921,0,0,,0,0,0,0,0,0,6350.93061,0,0,,0,,,6350.93061,666.67541,,3775.89303,1677.01144,231.35073,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество «Инлайф страхование жизни""",4355.09845,4355.09845,1927.00111,1927.00111,1672.60307,254.39804,0,0,,0,0,0,0,0,0,2428.09734,2428.09734,0,,2428.09734,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",82.82775,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,82.82775,82.82775,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,202.27293,62.27293,0,0,0,0,0,0,,0,0,0,0,0,0,62.27293,40.39394,40.39394,,0,,,21.87899,0,,21.87899,0,0,,,,140,140,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Дефанс Страхование""",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,4874.77882,228.46589,228.46589,228.46589,0,228.46589,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,4646.31293,0,,,4646.31293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",3897.03098,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,3897.03098,3897.03098,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,90512.65271,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,90512.65271,90512.65271,0,0,0,0,90512.65271,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",59401.72108,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,59401.72108,58685.27147,7104.5116,0,24745.23856,0,97.30925,0,0,26738.21206,0,716.44961,0,0,,0,0,0,0,0,716.44961,0,0,0,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",13304.42139,9008.58328,9006.85531,0,0,0,0,0,,9006.85531,0,8838.80702,168.04829,0,0,1.72797,0,0,,0,,,1.72797,0,,1.72797,0,0,,,,4295.83811,4295.83811,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",26686.48828,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,26686.48828,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,26686.48828,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",3525.40866,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,3525.40866,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3525.40866,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",1988.36495,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,1988.36495,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1988.36495,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",18503.3433,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,18503.3433,18503.3433,14371.23625,0,0,0,0,0,0,4132.10705,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",606113.0233400001,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,2743.50072,1752.54508,,,990.95564,492128.42173,313333.32865,0,10001.2172,9584.42213,5059.04356,0,105729.89665,100956.85916,182958.74911,0,419.6088,0,0,,0,396.003,0,0,0,23.6058,0,146717.73851,31657.74577,,111241.10089,0,0
4334,Общество с ограниченной ответственностью Страховая компания «АСТК»,71594.16796,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,71594.16796,854.1498,0,0,0,0,854.1498,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,70740.01816,0,,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",4546.86233,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,4546.86233,4546.86233,0,0,0,0,0,0,0,4546.86233,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,1705.40182,1705.40182,166.46167,166.46167,0,0,166.46167,0,,0,0,0,0,0,0,1538.94015,938.94015,938.94015,,0,,,600,0,,600,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",101628.51139,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,101628.51139,9839.29525,0,0,0,1058.50944,8780.78581,0,0,0,0,4165.17399,0,0,,0,0,0,0,0,4165.17399,0,87624.04215,0,,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",3699.70432,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,3699.70432,3341.92612,3062.178,0,0,0,279.74812,0,0,0,0,357.7782,0,0,,0,0,0,0,0,0,357.7782,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
