"Сведения о cтраховых выплатах по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
3748,"Акционерное общество ""Русский Стандарт Страхование""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",1803.07767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,1803.07767,1803.07767,0,0,0,0,1803.07767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",296397.89434,31741.34878,31741.34878,31741.34878,0,31741.34878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,264656.54556,236084.19836,0,,28572.3472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",135,135,135,135,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",61652.08837,12459.34243,10803.67873,7321.17873,0,6826.17873,0,0,495,3482.5,0,0,0,0,3482.5,1655.6637,0,0,0,0,,,1655.6637,0,0,1655.6637,0,0,0,0,,49192.74594,11018.95547,0,,38173.79047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",397767.18398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,397767.18398,397767.18398,0,0,395521.5892,0,1898.12045,0,0,347.47433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",26053.32125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,10395.8247,10395.8247,0,,0,15657.49655,9521.33889,4009.00769,0,5470.02586,0,0,0,0,2.95252,39.35282,6136.15766,0,0,0,0,0,0,0,0,6136.15766,0,0,0,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",61.99365,61.99365,61.99365,61.99365,0,0,61.99365,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",54001.954280000005,22477.86472,3504.89144,705.30156,0,0,705.30156,0,0,2799.58988,0,16.65755,2782.93233,0,0,18972.97328,11923.23313,11690.03707,0,233.19606,,,7049.74015,87.5,0,6026.63459,935.60556,0,0,0,,31524.08956,31524.08956,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,4506.79275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,4506.79275,4506.79275,3725.13996,343.5712,0,438.08159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,109.80387999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,92.69743,57.777,0,0,0,0,24.46955,0,0,33.30745,0,34.92043,0,0,0,0,0,0,0,13.14221,21.77822,0,0,0,,0,17.10645,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",1046494.40151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,305175.18656,305175.18656,0,0,0,254011.60177,0,48463.58479,48463.58479,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,741319.21495,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",6335.24019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,14.71344,14.71344,0,,0,6320.52675,3162.17401,0,0,0,0,3162.17401,0,0,0,0,3158.35274,0,0,0,0,0,0,0,0,3158.35274,0,0,0,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",3298.1587,-24.0768,-24.0768,-24.0768,0,-24.0768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,3322.2355,0,0,,3322.2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",22055.80953,11947.80989,657.67837,0,0,0,0,0,0,657.67837,0,0,0,0,657.67837,11290.13152,1464.45072,1464.45072,0,0,,,9825.6808,87.0975,0,9414.41635,0,324.16695,0,0,,10107.99964,10107.99964,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество «Инлайф страхование жизни""",696.81377,696.81377,696.81377,696.81377,0,696.81377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,836.96166,836.96166,0,0,0,0,0,0,0,0,0,0,0,0,0,836.96166,716.43371,472.52712,0,243.90659,,,120.52795,0,0,120.52795,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,15933.94338,3071.50051,3071.50051,3071.50051,0,3071.50051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,12862.44287,5702.29607,0,,7160.1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",5534.03183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,5534.03183,5534.03183,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,37582.41436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1800,1800,0,,0,35782.41436,15246.95368,36.29313,0,0,0,-6608.48853,0,0,21819.14908,0,20535.46068,0,0,0,0,0,0,0,5392.68113,15142.77955,0,0,0,,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",20816.29894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,2808.47726,0,0,,2808.47726,18007.82168,13859.46346,96180.48992,0,0,0,6863.42692,8415.87528,0,-97600.32866,0,4148.35822,16.42282,16.42282,0,0,0,0,0,0,4075.19637,56.73903,0,0,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",24887.00223,14844.89326,14822.22412,0,0,0,0,0,0,14822.22412,0,14352.01722,470.2069,0,0,22.66914,0,0,0,0,,,22.66914,0,0,22.66914,0,0,0,0,,10042.10897,7849.30379,0,,2192.80518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",14802.00336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,14802.00336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14802.00336,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",42620.02406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,42620.02406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42620.02406,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",36213.69375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,36213.69375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36213.69375,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",44659.78416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,44659.78416,44659.78416,22405.58957,0,0,858.05896,0,0,0,21396.13563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",350230.13315999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,27470.93922,27109.63411,0,,361.30511,148125.03258,97429.31532,9258.99587,0,1747.43001,5818.17825,0,31710.77325,31710.77325,48810.62482,83.31312,1097.81299,0,0,0,0,1097.81299,0,0,0,0,0,25005.19862,24592.70565,,174634.16136,0,0
4334,Общество с ограниченной ответственностью «АльфаСтрахование Торговые кредиты»,160891.90072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,160891.90072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160891.90072,0,,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,6459.69899,6459.69899,303.34191,299.37595,0,0,299.37595,0,0,3.96596,0,0,3.96596,0,0,6156.35708,5812.60708,5782.10708,0,30.5,,,343.75,0,0,343.75,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,-7930.97057,-7930.97057,-7930.97057,-7117.73535,-7117.73535,0,0,0,0,-813.23522,0,0,-813.23522,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",145404.43964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,145404.43964,66376.48873,0,0,0,0,5919.65378,0,0,60456.83495,0,0,0,0,0,0,0,0,0,0,0,0,79027.95091,0,,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",7772.60095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,7772.60095,6226.57077,2737.1374,0,0,0,3489.43337,0,0,0,0,1546.03018,0,0,0,0,0,0,0,0,0,1546.03018,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4393,Некоммерческая корпоративная организация - Потребительское общество взаимного страхования «ИНСАНГО»,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
