"Сведения о страховых премиях по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",4383634.69046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,774.92282,774.92282,,,0,4382859.76764,3508370.3754,0,0,31092.73248,391782.64008,19997.39291,0,0,3065141.89414,355.71579,381852.46065,0,0,,0,3574.64581,34392.15098,478.86668,248685.2482,94721.54898,0,325669.19325,166967.73834,,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",36178.62365,32126.47121,32126.47121,32126.47121,6741.61367,17115.8661,8268.99144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4052.15244,4052.15244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",1313.5212000000001,141.04698,141.04698,141.04698,0,141.04698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1172.47422,0,,,1172.47422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",1758.09878,1921.93094,-28.5929,0,0,0,0,0,0,-28.5929,0,0,-28.5929,0,0,1950.52384,-0.87076,0,0,-0.87076,0,0,1951.3946,0,,1951.3946,0,0,0,0,0,-163.83216,-163.83216,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",336327.54455,336247.01268,175559.34164,175559.34164,0,175559.34164,0,0,0,0,0,0,0,0,0,160687.67104,57955.58314,23094.69098,0,34860.89216,0,0,102732.0879,0,,102732.0879,0,0,0,0,0,80.53187,0,,,80.53187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",37.3428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,37.3428,37.3428,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",9737.42198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,9737.42198,217.42198,150.36,0,0,0,15.06198,0,0,52,0,9520,0,0,,0,0,0,0,0,9520,0,0,0,,0,0,0
3799,Общество с ограниченной ответственностью «Страховой Дом «БСД»,10252.53349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,202.5,202.5,,,0,10050.03349,7220.03681,408.724,0,0,0,3985.99086,0,0,2553.61898,271.70297,2798.26267,0,0,,0,0,0,0,0,2798.26267,0,0,31.73401,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",1463.76482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,1463.76482,996.9495,0,0,0,0,0,0,0,996.9495,0,466.81532,0,0,,0,0,0,0,0,466.81532,0,0,0,,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",214395.43563,3342.23218,3342.23218,3342.23218,0,3342.23218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,211053.20345,180143.59261,,,30909.61084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",1917.8800999999999,1464.5943,1464.5943,148.24996,-108.1847,0,238.50744,17.92722,0,1316.34434,0,0,1322.18366,-5.83932,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,453.2858,93.59028,,,359.69552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",16474.189,6406.63822,571.42629,38.4141,0,1.54556,24.06388,0,12.80466,533.01219,0,0,10.1815,0,522.83069,5835.21193,975.78577,830.72566,0,145.06011,0,0,4859.42616,0,,4859.42616,0,0,0,0,0,10067.55078,10067.55078,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",301013.34603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,293351.06315,293351.06315,0,0,63730.17701,0,207626.87384,0,0,21994.0123,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,7662.28288,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",66515.57346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,785.01451,785.01451,,,0,65730.55895,45706.08399,6180.41443,0,30058.52614,0,0,30,0,7867.29652,1569.8469,20023.91994,0,0,,0,6488.97573,0,0,10.38606,13524.55815,0,0,0.55502,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",162.92908,162.92908,162.92908,162.92908,0,0,162.92908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",105424.14714999999,78437.65739,49980.0602,41085.32578,0,0,41085.32578,0,0,8894.73442,0,1398.52735,7496.20707,0,0,28457.59719,24554.22345,24507.53185,0,46.6916,0,0,3903.37374,785.82247,,3088.28405,29.26722,0,0,0,0,26986.48976,19890.78941,,,7095.70035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,138583.58375999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5707.67041,5707.67041,,,0,132875.91335,129067.85049,1931.49048,0,0,1120.88238,753.01461,0,0,125042.11456,220.34846,3808.06286,0,0,,0,0,284.99302,0,0,3523.06984,0,0,0,,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,1253989.40341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,1253704.25097,1225480.92802,0,0,0,13500.14364,5113.36813,0,0,1206867.41625,0,27407.52334,0,0,,0,1656.90725,17986.3844,0,-539.59131,8303.823,0,0,815.79961,,0,285.15244,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",164329.07351000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,207.94643,207.94643,,,0,38435.91069,27631.91069,3449.80368,0,0,1500,6343.26089,5061.79829,0,11143.75433,133.2935,8804,0,0,,0,0,500,0,778.2,5900,1625.8,0,2000,,125685.21639,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",6103.24352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,6103.24352,1192.107,0,0,0,0,498.77959,0,0,693.32741,0,4788.78447,0,0,,0,0,0,0,1761.8676,3026.91687,0,122.35205,0,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",66575.43675,53632.46776,35567.00577,11353.20764,2307.33884,7757.10493,1287.17948,1.58439,0,24213.79813,0,2816.56531,21393.85679,3.37603,0,18065.46199,4656.3978,3617.61938,0,1038.77842,0,0,13409.06419,0.55788,,13408.50631,0,0,0,0,0,12942.96899,12942.96899,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",34706.38777,23745.71161,1178.28944,1178.28944,0,1178.28944,0,0,0,0,0,0,0,0,0,22567.42217,239.22174,220.32875,0,18.66658,0,0.22641,22328.20043,966.34942,,20858.33267,25.66005,477.85829,692.10116,2.60456,689.4966,10268.575,10268.575,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество «Инлайф страхование жизни""",3381.59656,3381.59656,2982.03732,2982.03732,2623.48188,358.55544,0,0,0,0,0,0,0,0,0,399.55924,399.55924,0,0,399.55924,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",18446.375750000003,18157.29429,18157.29429,611.06036,611.06036,0,0,0,0,17546.23393,0,0,26.23393,17520,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,289.08146,0,,,289.08146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,20317.92791,1119.99542,238.84432,11.80714,0,0,11.80714,0,0,227.03718,0,0,227.03718,0,0,881.1511,552.50765,246.45154,0,306.05611,0,0,328.64345,0,,328.64345,0,0,0,0,0,19197.93249,397.28593,,,18800.64656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Дефанс Страхование""",11.01625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6.38173,6.38173,,,0,4.63452,4.63452,0,0,0,0,0,0,0,0,4.63452,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",8707.10503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8707.10503,8619.7675,,,87.33753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",3790.06295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,-0.2665,-0.2665,,,0,3790.32945,7426.57629,2104.0332,0,-3861.39438,1958.96851,810.22504,10.34628,0,6404.39764,0,-3636.24684,0,0,,0,-3682.30439,0,0,0,-11.83206,57.88961,0,0,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",12260.92023,11727.25467,11629.96679,0,0,0,0,0,0,11629.96679,0,10196.25742,1433.70937,0,0,97.28788,0,0,0,0,0,0,97.28788,0,,97.28788,0,0,0,0,0,533.66556,387.08796,,,146.5776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4189,Общество с ограниченной ответственностью «Протекта Торговое Страхование»,838067.77299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,838067.77299,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,838067.77299,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",12174.20972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,12174.20972,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,12174.20972,0,,0,0,0
4293,Общество с ограниченной ответственностью «Страховая Компания Герса»,476290.40314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,476290.40314,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,476290.40314,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",350149.33288999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,496.78689,496.78689,,,0,349652.546,319082.2407,9531.85053,11621.99425,0,91856.4369,119039.36035,0,0,87032.59867,0,30570.3053,0,0,,0,0,25177.87294,0,0,5392.43236,0,0,0,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",2914081.57813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,67680.07888,5114.04425,,,62566.03463,2618854.8426,1711410.85368,1940.28193,11192.8445,236030.27068,63884.38464,103437.95802,207260.28445,181578.08837,1055730.03074,31934.79872,287617.91182,0,0,,0,170016.96017,0,2090.02548,55.66733,113859.76158,1595.49726,324733.47701,295092.60009,,219998.16014,6418.81837,1129.67814
4334,Общество с ограниченной ответственностью Страховая компания «АСТК»,1443173.05376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,1443173.05376,801864.36265,0,0,0,48991.69811,33456.31764,0,0,719416.3469,0,175067.69419,0,0,,0,0,26601.91568,0,36692.90177,111772.87674,0,464966.21315,1274.78377,,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",30557.79187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,30557.79187,28957.79187,0,0,0,0,10071.68212,0,0,18886.10975,0,1600,0,0,,0,1600,0,0,0,0,0,0,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,7072.06867,6744.00721,1221.23724,940.37374,0,0,940.37374,0,0,280.8635,0,0,280.8635,0,0,5522.76997,5522.76997,5522.76997,0,0,0,0,0,0,,0,0,0,0,0,0,328.06146,0.32466,,,327.7368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4359,"Некоммерческая корпоративная организация Потребительское общество взаимного страхования ""Страховой дом ""Платинум""",501.24119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,501.24119,501.24119,501.24119,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",668664.1432200001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,639.42373,319.71187,,,319.71186,668024.71949,547301.51724,14036.13856,7943.22282,0,14659.79062,66513.74091,0,0,416131.05682,28017.56751,59060.38495,98.77012,98.77012,,0,0,3884.30426,0,0,31190.55304,23886.75753,46335.60726,15327.21004,,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",14335.96105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,14335.96105,7857.07389,5055.14984,0,0,0,2801.92405,0,0,0,0,6014.33716,0,0,,0,0,0,0,0,0,6014.33716,0,464.55,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,17558.45461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2560.181,2560.181,,,0,14998.27361,12260.45087,353.52,0,0,0,0,0,0,11906.93087,0,0,0,0,,0,0,0,0,0,0,0,0,2737.82274,,0,0,0
4382,"Некоммерческая корпоративная организация Потребительское общество взаимного страхования ""РТ - Взаимное страхование""",243647.24821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,243647.24821,243647.24821,0,0,233847.07654,0,0,0,0,9800.17167,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
