"Сведения о количестве договоров страхования, действовавших на конец отчетного периода, в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",10923983,1223,1130,776,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,773,0,0,0,0,773,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,275,79,0,0,0,0,79,0,0,0,0,0,0,93,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,859,859,0,0,0,0,859,0,0,0,0,0,0,1634075,971559,774,63,28,20786,0,949908,662516,19408,18009,625099,3524883,2492781,605059,605059,0,101,0,2,2,0,7247,440,1,0,0,1,0,439,0,0,439,0,74100,0,24508,49592,1805832,490251,637141,678440,612687,211691,192082,19609,0,1,107,6,2,4,106,15,0,91,715,715,0,399714,3617,1017,1824,223,393033,347,0,0,0,0,0,0,0,19,328,5504,413911,1226,106,412579,,,,,,,,,5730538,28879,13764,669,596,13850,3526,2,0,2,0,0,0,10,9,4,5,3503,1309,1261,475,458,0,2,0
1216,"Акционерное общество Страховая компания ""Чулпан""",183944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44822,44530,0,0,0,105,0,44425,292,0,182,110,23283,13735,1057,1057,0,0,0,0,0,0,3,292,,,,,,292,0,0,292,0,186,0,0,186,12197,3526,8573,98,9535,131,131,0,0,0,5,0,0,0,13,4,0,9,3,0,3,9380,38,0,3,1,9338,3,0,0,0,0,0,0,0,3,0,0,13,0,0,13,,,,,,,,,113733,2024,1398,5,531,90,82,0,0,0,0,0,0,0,1,1,0,81,51,17,10,3,0,0,0
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",4013773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761878,575218,17545,90,0,0,0,557583,186660,81339,8026,97295,1784294,1367081,300025,300025,0,22,0,35,35,0,142,0,,,,,,0,0,0,0,0,4245,793,46,3406,1062612,15410,212590,834612,142836,77765,77765,0,0,0,0,2,2,0,0,0,0,0,111,111,0,64957,54,0,76,16,64811,1,0,0,0,0,0,0,0,1,0,0,274377,13232,0,261145,,,,,,,,,1464134,2384,1310,71,61,942,1083,1,0,1,0,0,0,141,3,1,2,937,576,193,40,128,1,0,0
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",2272887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419951,287195,9922,9376,4,116,0,267777,132756,0,0,132756,693204,540834,308214,308214,0,348,60,265,202,63,1186,732,205,157,0,47,1,527,1,0,526,0,33061,1259,1449,30353,196968,33324,54073,109571,105992,53990,39315,14675,0,0,146,392,376,16,119,1,0,118,73,70,3,50545,3134,0,133,0,47278,727,0,0,45,0,22,144,0,122,394,4551,41827,1114,0,40713,,,,,,,,,1153136,4756,2757,0,100,1899,1840,1,0,1,5,1,4,27,74,69,5,1733,502,125,502,604,0,0,0
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",16139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8681,5714,0,0,0,177,0,5537,2967,0,570,2397,7458,6266,5223,5223,0,0,0,0,0,0,730,0,,,,,,0,0,0,0,0,85,23,0,62,228,197,31,0,275,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,174,0,0,5,0,169,0,0,0,0,0,0,0,0,0,0,0,917,917,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",310587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163974,113011,1,0,0,0,0,113010,50963,108,0,50855,146613,34402,5432,5432,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,53,0,0,53,28917,0,13692,15225,12403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10843,0,0,0,0,10843,1560,0,0,0,0,0,0,0,9,1551,0,99808,244,0,99564,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",1468048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266715,219269,1924,73268,0,0,0,144077,47446,0,515,46931,230299,132667,73506,73452,54,121,3,29,0,29,32,0,,,,,,0,0,0,0,0,1421,4,102,1315,57555,1028,14865,41662,36687,16084,16084,0,0,0,26,56,56,0,58,0,0,58,46,46,0,19057,69,0,118,6,18864,1360,0,4,0,0,0,38,0,0,1318,27,60918,1442,0,59476,,,,,,,,,967932,1672,952,24,51,645,1430,1,1,0,0,0,0,6,8,8,0,1397,378,498,18,503,12,6,0
1580,Общество с ограниченной ответственностью «РБ Страхование»,247887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81667,81666,0,0,0,0,0,81666,1,1,0,0,166220,93061,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,93061,0,0,93061,17676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17676,0,0,0,0,17676,0,0,0,0,0,0,0,0,0,0,0,55483,0,0,55483,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,"Акционерное общество ""Страховое общество ""Талисман""",27325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787,1787,0,0,0,0,0,1787,0,0,0,0,692,565,204,204,0,0,1,0,0,0,0,26,16,16,0,0,0,10,0,0,10,0,72,0,0,72,262,184,31,47,127,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,24846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",42348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26671,17369,0,0,0,0,0,17369,9302,0,0,9302,15677,11596,2,2,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,11594,0,0,11594,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,0,0,0,0,716,0,0,0,0,0,0,0,0,0,0,0,3365,0,0,3365,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",6227158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2566390,1963155,1612,51996,0,98,0,1909449,603235,480390,736,122109,3420522,606930,79762,79762,0,24,0,3,0,3,304,0,,,,,,0,0,0,0,0,3886,716,1136,2034,522951,895,505,521551,779451,11073,11073,0,0,0,0,3,0,3,23,0,0,23,72,0,72,768001,158,0,16,9,767818,279,0,0,15,0,0,152,0,21,91,2167,2031974,444457,0,1587517,,,,,,,,,239903,290,290,0,0,0,53,0,0,0,0,0,0,0,0,0,0,53,0,0,0,53,0,0,0
1820,"Акционерное общество ""ГУТА-Страхование""",210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5,0,0,0,5,0,0,41,0,31,10,164,119,4,0,4,0,0,1,0,1,25,2,2,1,0,1,0,0,0,0,0,0,80,0,1,79,7,7,0,0,43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,0,1,0,11,30,0,0,0,0,0,29,0,1,0,0,2,0,0,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",1605177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459070,404161,8640,445,35,3995,3,391043,54909,0,1175,53734,389142,330594,80120,73897,6223,52,2,71,56,15,924,298,52,15,0,37,0,246,0,0,246,0,24120,0,1772,22348,225007,31012,130175,63820,31466,8737,8689,0,48,1,24,146,146,0,133,8,5,120,238,238,0,21615,1116,1155,593,43,18708,572,0,0,0,0,0,171,0,90,311,595,26487,0,0,26487,,,,,,,,,744269,9200,5451,0,361,3388,3496,0,0,0,0,0,0,103,39,33,6,3349,404,280,840,1825,1,4,0
1858,"Акционерное общество Страховая компания ""Армеец""",223186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38169,23994,0,0,0,13,0,23981,14175,10,1,14164,6048,5027,2559,2559,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,104,19,1,84,2364,1740,605,19,1017,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1015,1,0,0,0,1014,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,,,,,,,,,178969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",383019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62516,56831,7753,3,0,0,0,49075,5685,0,0,5685,87018,67870,66047,66047,0,0,0,1,0,1,8,0,,,,,,0,0,0,0,0,247,0,0,247,1567,984,565,18,19146,18895,204,18691,0,0,0,1,0,1,0,0,0,0,6,6,0,244,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,,,,,,,,233485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",40242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22382,13372,0,0,0,305,0,13067,9010,1915,238,6857,17860,12355,4607,4607,0,2,0,9,0,9,7,0,,,,,,0,0,0,0,0,1585,15,0,1570,6145,4603,657,885,3491,286,286,0,0,0,0,7,0,7,0,0,0,0,1050,8,1042,2094,1,0,28,0,2065,54,0,0,0,0,0,0,0,54,0,0,2014,0,0,2014,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,"Акционерное общество ""Страховая компания АСКО-Центр""",923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,52,0,0,0,0,0,52,73,0,0,73,798,749,286,0,286,0,0,0,0,0,0,5,,,,,,5,0,0,5,0,458,0,0,458,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,"Общество с ограниченной ответственностью ""Страховая компания ""Инертек""",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,35,35,0,0,0,0,0,0,0,0,22,0,,,,,,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",16012578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1941417,1446088,0,8989,338,2578,0,1434183,495329,17971,9390,467968,8148261,7445915,613712,613712,0,182,106,620,496,124,945,209,81,36,0,45,0,128,0,0,128,0,32384,269,21248,10867,6797757,883859,166109,5747789,400615,68272,36350,31922,0,0,176,551,373,178,94,94,0,0,1085,352,733,328631,11139,1014,2820,220,313438,1806,0,6,0,0,0,667,0,118,1015,514,301217,106491,357,194369,,,,,,,,,5896503,23590,15251,968,1019,6352,2807,2,1,1,9,9,0,49,157,148,9,2585,1137,804,233,411,2,3,0
2346,"Акционерное общество ""Объединенная страховая компания""",280816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73404,27121,14,0,0,329,0,26778,46283,493,183,45607,51938,41380,21452,20983,469,0,7,69,24,45,83,1,,,,,,1,0,0,1,0,5743,2514,9,3220,14025,2187,4640,7198,6315,1045,1045,0,0,0,58,205,176,29,3,0,0,3,428,100,328,4535,4,0,3,4,4524,41,0,0,0,0,0,0,0,29,12,0,4243,21,0,4222,,,,,,,,,155474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",659496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381528,321278,45012,0,121,177,0,275968,60250,0,0,60250,196655,134544,15583,15583,0,10,0,262,50,212,677,127,126,121,0,5,0,1,0,0,1,0,10791,373,413,10005,107094,95829,10,11255,29148,2248,2248,0,0,0,11,346,0,346,0,0,0,0,9025,315,8710,17501,139,0,0,23,17339,17,0,0,0,0,0,0,0,11,6,189,32774,39,0,32735,,,,,,,,,80266,801,387,2,53,359,246,0,0,0,0,0,0,45,44,39,5,157,48,75,18,16,0,0,0
