"Сведения о вознаграждении посредникам, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",90053.54066999999,85158.41337,0,4895.1273,4895.1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",62237.15562,0,0,20089.25398,19523.52909,0,0,565.72489,42147.90164,35371.11376,1068.35741,0,172.35388,0,2.016,1005.48732,0,2075.79024,31047.10891,6706.16441,0,0,0.5,0,0,3.58628,6702.07813,0,0,70.62347,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",9916.03066,8867.90116,0,1048.1295,1048.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",238344.70225,216572.02665,0,21772.6756,12995.36595,0,0,8777.30965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",39809.21448,0,0,24802.82787,11262.84031,0,0,13539.98756,15006.38661,14300.41346,5016.76845,91.8858,0,27.36,0,0,0,6823.48716,2340.91205,281.57143,0.84,0,0,0,0,0,280.73143,0,0,424.40172,,0,0,0
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",3451.08108,0,0,3451.08108,0,0,0,3451.08108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3947,"Акционерное общество ""АИГ страховая компания""",-6047.44497,0,0,0,0,0,0,0,-6076.67814,3767.00211,0,0,0,0,3503.63754,0,0,263.36457,0,-7463.07396,352.18033,0,0,0,0,0,-7815.25429,0,0,-2380.60629,,0,29.23317,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",263717.78447,0,0,113684.86643,45430.54791,0,0,68254.31852,137360.08566,106737.14893,33827.93605,0,0,540.35741,32343.58954,1566.1792,218.32274,22249.48201,16209.60472,21713.6056,169.04116,0,0,479.25156,0,4840.65877,16148.27611,76.378,0,8909.33113,,12672.83238,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",13393.43555,0,0,272.02705,272.02705,0,0,0,13121.4085,4169.81587,0,0,0,0,2478.45407,0,0,1425.09712,266.26468,8251.50424,0,0,0,0,0,18.60229,8232.90195,0,682.31422,17.77417,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",2746215.70247,2616636.4005,0,129579.30197,114860.95068,0,0,14718.35129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",918384.62087,447751.02258,7686.29844,462947.29985,343753.00823,3503.72482,0,119194.29162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",115356.44725,115343.54909,0,12.89816,0,0,0,12.89816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",1872.42904,1849.80144,22.08148,0.54612,0.54612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",2757.5427799999998,2617.48767,0,140.05511,140.05511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4009,"Акционерное общество ""ЕРВ Туристическое Страхование""",46480.63694,0,0,16438.90735,2.40287,0,0,16436.50448,30041.72959,9.29375,0,0,0,0,0,0,0,0,9.29375,4.17856,0,0,0,0,0,0,4.17856,0,0,30028.25728,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",203003.49026,203003.49026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4014,"Акционерное общество ""Страховая компания ""Югория-Жизнь""",41435.24465,20849.92303,0,20585.32162,20559.64879,0,0,25.67283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4079,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование Жизни""",563603.29379,381001.04172,0,182602.25207,145876.28545,0,0,36725.96662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",21439.566779999994,0,0,206233.45964,206233.45964,0,0,0,-184793.89286,-127404.9281,-135946.16786,0,0,0,0,0,0,0,8541.23976,4722.81992,0,0,0,0,0,0,4722.81992,0,0,-62111.78468,,0,0,0
4105,"Общество с ограниченной ответственностью ""Страховая компания ""СиВ Лайф""",39524.099650000004,32297.35773,0,7226.74192,4768.41919,0,0,2458.32273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",58065.80902,0,0,58065.80902,52078.17217,0,0,5987.63685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,20838.91735,0,0,78.91293,78.91293,0,0,0,20760.00442,8916.13741,0,0,0,0,1874.15002,0,0,7041.98739,0,9152.01726,0,0,0,0,0,0,9152.01726,0,2691.84975,0,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",105820.503,84105.61244,0,21714.89056,15422.08399,0,0,6292.80657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",66111.47352,0,0,0,0,0,0,0,66111.47352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66111.47352,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",39696.33558,0,0,0,0,0,0,0,39696.33558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39696.33558,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",19492.02397,0,0,0,0,0,0,0,19492.02397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19492.02397,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",25096.1931,0,0,4697.27007,1578.64773,0,0,3118.62234,20398.92303,19454.0983,1901.86222,0,0,28.188,0,0,0,15524.32307,1999.72501,343.90124,0,0,10.63824,3,0,0,330.263,0,190,410.92349,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",1180788.36562,0,0,549635.5521,351134.12471,0,0,198501.42739,580628.57611,450243.53988,138166.72066,3999.74361,10240.72271,3302.12683,6620.01847,3986.02277,2368.16848,104063.39876,179864.78607,49674.23435,326.57034,20.886,1520.06865,0,1970.7713,11057.27435,34778.66371,0,22026.02653,58684.77535,,50416.06291,100.48852,7.68598
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",95807.95166,0,0,0,0,0,0,0,95807.95166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95807.95166,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,121587.46091999998,86424.74551,0,35162.71541,18469.05991,0,0,16693.6555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,132721.7702,132730.80048,0,-9.03028,0,0,0,-9.03028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,919.02606,0,0,426.35536,426.35536,0,0,0,492.6707,352.11753,25.07776,0,0,0,0,0,0,235.25186,91.78791,0,0,0,0,0,0,0,0,0,0,140.55317,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
