"Сведения о страховых премиях (взносах) по договорам страхования, заключенным при участии посредников (кроме договоров страхования, заключенных путем обмена информацией в электронной форме), тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",57756.401170000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8690.08662,0,0,0,29053.315,49066.31455,48994.19455,0,0,0,0,0,0,0,0,48994.19455,72.12,0,0,0,0,0,0,72.12,0,0,0,,0,0,0,
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",5537890.39613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,918269.67865,703414.19642,0,0,214855.48223,2066476.60635,1956481.35976,1358747.3244,0,16488.21161,8560.51421,152453.50103,541.23284,0,135668.09056,284022.48511,71643.40348,20244.53255,0,4204.48977,13136.9133,5593.66551,1578.987,23208.63235,3676.183,130.08272,38221.76039,,2534172.84863,11488.46291,7482.79959,
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",406834.98315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6919.81611,5589.67777,0,0,1330.13834,399915.16704,378267.14549,377380.38654,0,0,0,0,0,0,886.75895,0,21648.02155,21648.02155,0,0,0,0,0,0,0,0,0,,0,0,0,
3229,"Акционерное общество ""Страховая бизнес группа""",496186.83599999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,45757.47302,5954.49302,0,0,39802.98,443585.33947,410675.65143,0,239.73,21.4,0,9151.53335,0,0,401134.92731,128.06076,32903.17441,0,0,13.25,0,0,6261.5,26519.07841,109.346,0,6.51363,,0,2565.15754,4278.86597,
3300,"Акционерное общество Страховая группа ""Спасские ворота""",104358.60603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,25123.01241,10999.30803,0,0,14123.70438,78662.97963,77043.78865,7020.61032,0,0,0,63783.10149,0,0,47.125,6192.95184,1389.06008,0,0,0,0,0,0,1389.06008,0,0,230.1309,,572.61399,0,0,
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",289747.61865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,49232.35098,10171.52477,0,0,39060.82621,240515.26767,213965.90509,0,0,0,165760.04794,0,0,0,43954.53211,4251.32504,17529.75779,0,0,0,0,8039.76808,0,9489.98971,0,9015,4.60479,,0,0,0,
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",24818300.3139,10589263.67421,10585589.59161,9987122.88232,6057104.99157,985322.09969,2944695.79106,0,0,598466.70929,0,0,598466.70929,0,0,3674.0826,0,0,0,0,0,0,3674.0826,0,,3674.0826,0,0,0,0,0,14229036.63969,269412.52545,0,0,13959624.11424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",257928.82179999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,178688.30088,178688.30088,0,0,0,79240.52092,50095.93125,0,0,0,0,0,0,0,0,50095.93125,7726.86815,0,0,0,0,0,0,7726.86815,0,0,21417.72152,,0,0,0,
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",2015003.5463999999,1966996.08154,1966996.08154,1630386.85546,362592.93684,1200009.39362,62160.982,5623.543,0,336609.22608,0,0,332473.94608,4135.28,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,48007.46486,87.155,0,0,47920.30986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",3769.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3769.58,0,0,0,3769.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",14628.58334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14628.58334,12532.58334,0,0,10905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165779.24452,0,0,,0,0,0,
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",1281574.10557,1109861.85555,56600.9,3839.139,0,0,2879.89,959.249,0,52761.761,0,0,20838.073,31923.688,0,1053260.95555,987.734,0,0,0,0,987.734,1052273.22155,0,,960574.94911,0,91698.27244,159309.24679,4071.271,155237.97579,12403.00323,12115.34823,0,0,287.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",43832394.548030004,43799213.87917,20121081.39588,13275417.59551,0,335116.09819,12940301.49732,0,0,6845663.80037,0,970587.11876,5873185.94758,1890.73403,0,23678132.48329,20600845.14522,19337315.55323,0,1263529.59199,0,0,3077287.33807,0,,3077287.33807,0,0,0,0,0,33180.66886,32866.64188,0,0,314.02698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3748,"Акционерное общество ""Русский Стандарт Страхование""",1798669.09189,1444861.81115,1444861.81115,1444829.86006,-14279.37723,1077841.54299,3565.33272,372683.96755,5018.39403,31.95109,0,0,31.95109,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,353807.28074,153422.56162,0,0,200384.71912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",303001.09218000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,106318.244,106318.244,0,0,0,196682.84818,100598.35487,99591.55487,0,0,0,0.52,0,0,793.60649,212.67351,96064.19341,0,0,0,0,0,0,86419.94341,9644.25,0,20.2999,,0,0,0,
3799,Общество с ограниченной ответственностью «Страховой Дом «БСД»,322915.49411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,50354.05287,255.805,0,0,50098.24787,272561.44124,12634.45699,2416.22961,0,0,0,5984.00385,0,0,3639.9704,594.25313,252807.13491,64.44271,0,0,0,0,0,250174.44883,2568.24337,0,7119.84934,,0,0,0,
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933.30737,0,0,0,0,0,0,0,380,2271.11276,0,0,0,,0,0,0,
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",14631.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,14631.543,0,0,0,0,0,0,0,0,0,0,1949.008,0,0,0,0,0,0,398.9,1550.108,0,12682.535,,0,0,0,
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",5666068.86016,5458491.11747,3222108.83577,3153007.47739,0,7937.99046,3145069.48693,0,0,69101.35838,0,-297.38524,69398.74362,0,0,2236382.2817,2032313.48173,155270.14767,0,1877043.33406,0,0,204068.79997,0,,204068.79997,0,0,8279.18832,0,8279.18832,199298.55437,198007.35318,0,0,1291.20119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",16614710.196320001,16612968.88488,16175133.18932,15013382.09698,2117508.02762,0,12895869.91436,4.155,0,1161751.09234,0,0,1161745.36524,5.7271,0,437835.69556,435239.46444,-18.08709,0,435257.55153,0,0,2596.23112,0,,2596.23112,0,0,1,0,1,1740.31144,1740.31144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",4127.52621,4062.36822,3953.67727,0,0,0,0,0,0,3953.67727,0,0,3953.67727,0,0,108.69095,0,0,0,0,0,0,108.69095,0,,108.69095,0,0,0,0,0,65.15799,65.15799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",2419805.3174199997,490432.3573,15018.57839,9561.0233,0,0,9212.28603,0,348.73727,5457.55509,0,0,1218.17494,0,4239.38015,475413.77891,281223.973,278221.973,0,3002,0,0,194189.80591,0,,194189.80591,0,0,24.93359,0,24.93359,1929348.02653,31620.78992,0,0,1897727.23661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",1628146.05019,1628146.05019,1628146.05019,1437433.002,90411.002,0,1347022,0,0,190713.04819,0,0,179236.24419,11476.804,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",178354.87844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,51460.8174,49908.50908,0,0,1552.30832,126894.06104,119716.37474,1980.329,0,29.8056,0,0,4061.92815,0,7866.95043,105777.36156,7090.98802,0,0,9,0,0,37.95,7044.03802,0,0,88.57889,,0,0,0,
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",79436.07934,70554.37688,0,1760,0,0,1760,0,0,63823.55331,0,0,63823.55331,0,0,0,0,0,0,0,0,0,4970.82357,0,,4970.82357,0,0,0,0,0,8881.70246,8881.70246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",15880434.093190001,15859597.37116,12457324.60361,10552227.47237,0,2115753.23472,8434421.02381,2053.21384,0,1905097.13124,0,0,1813988.29644,91108.8348,0,3402272.76755,2636791.46016,2637291.46016,0,-500,0,0,765481.30739,235029.06964,,524331.92588,6120.31187,0,0,0,0,20836.72203,18463.55814,0,0,2373.16389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,278969.02158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,126894.55059,52439.2409,0,0,74455.30969,152074.47099,150747.44409,21995.14125,278.24698,0,0,0,0,0,122261.81978,6212.23608,1035.03641,7.5,0,0,0,0,0,1027.53641,0,0,291.99049,,0,0,0,
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",14831.50226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14831.50226,0,0,0,14831.50226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3947,Акционерное общество «Страховая компания ГАРДИЯ»,17769.28802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,17769.28802,17621.78802,190.61763,0,0,10104.7025,6785.1229,0,0,541.34499,0,147.5,0,0,0,0,0,97.5,50,0,0,0,,0,0,0,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",255706.84449000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,91157.66603,88260.76726,0,0,197536.99623,94994.86581,66478.2948,137069.51729,0,0,1653.2967,56663.16365,6865.69895,2233.43833,19921.78227,19571.06335,2012.34679,278.76677,0,0,3346.40156,0,8952.52971,24212.16726,855.46,62.1,26442.12422,,69554.31265,0,0,
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",3494.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3494.75,0,0,0,0,0,0,0,0,0,0,3494.75,0,0,0,0,0,2122.35,1372.4,0,0,0,,0,0,0,
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",12683659.0819,12237819.43727,8679197.39775,6676327.53772,0,2544348.97768,3888779.11543,243199.44461,0,2002869.86003,0,21654.23576,1981034.28824,181.33603,0,3558622.03952,3509093.98466,3403517.60296,25121.90625,0,80454.47545,0,49528.05486,0,,40381.57875,9146.47611,0,3355.34606,0,3355.34606,442484.29857,361384.393,0,0,81099.90557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",6365337.85623,5106109.32798,3257551.27136,1783517.45395,0,286836.24256,1455549.70536,98.73208,41032.77395,1474033.81741,0,0,902392.88358,1065.24975,570575.68408,1848558.05662,162404.74258,158857.31714,0,3000,0,547.42544,1686153.31404,281442.46991,,1404454.09054,0,256.75359,148296.97247,0,148296.97247,1110931.55578,403813.74164,3162.9132,0,707117.81412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3987,"Акционерное общество «Инлайф страхование жизни""",1283439.99362,1283439.99362,1281939.99362,1258710.99362,806235.68,212526.41162,239948.902,0,0,23229,0,0,23229,0,0,1500,1500,0,0,1500,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",57810.848210000004,57358.22495,57358.22495,300,0,0,300,0,0,57058.22495,0,0,57058.22495,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1099.90082,452.62326,452.62326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",22795.9451,21287.64812,18694.09645,0,0,0,0,0,0,18694.09645,0,0,18694.09645,0,0,2593.55167,0,0,0,0,0,0,2593.55167,0,,2593.55167,0,0,0,0,0,1508.29698,1508.29698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",1481753.5306,1448789.75589,1448789.75589,1039000.10442,197662.1583,451830.15102,389507.7951,0,0,409789.65147,30,0,409759.65147,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,32963.77471,32810.22398,0,0,153.55073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4014,Акционерное общество «Страховая компания «Ю-Лайф»,1068745.09373,1033457.35846,342028.51081,335249.6748,0,0,329771.81065,5477.86415,0,6778.83601,0,0,6763.92426,14.91175,0,691428.84765,575570.48951,575570.48951,0,0,0,0,115858.35814,0,,115858.35814,0,0,37.441,0,37.441,35250.29427,11358.49841,0,0,23891.79586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4079,Общество с ограниченной ответственностью «РБ Страхование Жизни»,7958519.2667,7332643.11238,463178.30678,61398.55419,0,60549.85419,848.7,0,0,401779.75259,0,123762.42497,278017.32762,0,0,6869464.8056,6790343.20959,236784.17999,0,6553559.0296,0,0,79121.59601,0,,79121.59601,0,0,0,0,0,625876.15432,68546.1425,0,0,557330.01182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",313291.62924000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,251357.41708,251357.41708,0,0,0,61934.21216,4054.54744,-272.80537,0,0,0,0,0,0,0,4327.35281,3181.07784,0,0,0,0,0,0,3181.07784,0,0,54698.58688,,0,0,0,
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,5796803.08108,3269417.74765,2987426.71463,372040.83526,0,1150.88311,367519.53344,3370.41871,0,2615385.87937,0,3755.89115,2600002.29843,11627.68979,0,281991.03302,0,0,0,0,0,0,281991.03302,0,,281991.03302,0,0,59989.40728,0,59989.40728,2467395.92615,2351857.7033,0,0,115538.22285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",8965.03008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8965.03008,10524.38846,0,0,27019.79888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,40.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,40.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.194,,0,0,0,
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",481366.19398,461631.78596,57323.17028,0,0,0,0,0,0,57323.17028,0,56414.47303,908.69725,0,0,404308.61568,0,0,0,0,0,0,404308.61568,0,,402580.61568,0,1728,0,0,0,19734.40802,19564.44602,0,0,169.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",403523.18388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,403523.18388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403523.18388,0,,0,0,0,
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",5321.66395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,5321.66395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5321.66395,0,,0,0,0,
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",137143.35265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,137143.35265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137143.35265,0,,0,0,0,
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",71435.62601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15333.5118,6879.3573,0,0,8454.1545,56102.11421,49657.3355,4916.5619,0,0,8689.60873,0,0,0,30905.13504,5146.02983,5350.11766,0,0,0,4302.02266,0,0,1048.095,0,687,407.66105,,0,0,0,
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",10799245.293930002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2843278.00958,2004483.54033,0,0,838794.46925,7954261.14163,7029170.61745,746830.86072,32402.10771,185674.13,47528.1074,49222.96123,18313.71477,14537.33215,856057.7461,5093140.98952,530711.62911,4667.10064,448.9472,30749.0671,10847.61564,9894.38124,2807.68587,443212.32438,28084.50704,116664.15976,277714.73531,,0,1577.37005,128.77267,
4334,Общество с ограниченной ответственностью Страховая компания «АСТК»,487850.32336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,487850.32336,213581.76381,0,0,0,0,0,0,0,213581.76381,0,0,0,0,0,0,0,0,0,0,274268.55955,0,,0,0,0,
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,6011624.70078,5957900.90119,3897554.29893,3893367.98312,0,0,3893099.40012,0,268.583,4186.31581,0,0,4186.31581,0,0,2060346.60226,2033354.4889,2033354.4889,0,0,0,0,26992.11336,0,,26992.11336,0,0,0,0,0,53723.79959,36058.34459,0,0,17665.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,1101385.29788,1100270.76734,153841.94281,20289.365,0,2726.694,17042.671,0,520,133552.57781,0,0,133552.57781,0,0,946428.82453,922960.64409,921910.64409,0,1050,0,0,23468.18044,0,,23468.18044,0,0,0,0,0,1114.53054,937.19054,0,0,177.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4380,Общество с ограниченной ответственностью РНКБ Страхование,72413.79894000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,34101.56513,34101.56513,0,0,0,38312.23381,30552.07051,1465.24731,0,0,0,0,0,0,15942.88584,13143.93736,0,0,0,0,0,0,0,0,0,0,7760.1633,,0,0,0,
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
