"Сведения о вознаграждении посредникам, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",-29.310219999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,-27.037,-30.637,0,0,3.6,-2.27322,-2.10591,0,0,0,0,0,0,0,1.21877,-3.32468,-0.16731,0,0,0,0,0,0,-0.16731,0,0,0,,0,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",2128100.07211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,922774.5733,790427.46951,0,0,132347.10379,1180039.4974,1090512.29608,718173.50084,0,5548.53763,8041.87161,65494.14738,464.4142,0,75191.78164,217598.04278,27227.53646,3339.95104,0,182.77085,3914.29751,4459.43198,929.12391,13577.85382,824.10735,82.459,62217.20586,,21930.02838,1226.51388,2129.45915,0
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",266284.94573000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4751.26877,3831.06295,0,0,920.20582,261533.67696,250125.2763,249511.17831,0,0,0,0,0,0,614.09799,0,11408.40066,11408.40066,0,0,0,0,0,0,0,0,0,,0,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",415595.42660999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,36047.85241,3355.21504,0,0,32692.63737,378286.47715,359345.73239,0,168.8425,7.68,0,11822.61103,0,0,347165.16827,181.43059,18918.53009,0,0,5.1667,18.48,0,2885.215,15962.64608,47.02231,0,22.21467,,4.12333,403.96766,853.00606,0
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",1919.00352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1919.00352,0,0,0,1919.00352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",78334.63620000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20524.75862,10276.22803,0,0,10248.53059,57474.06318,57001.25412,3780.48634,0,0,0,46718.08271,0,0,230.05302,6272.63205,344.28406,0,0,0,0,0,2.46,341.82406,0,0,128.525,,335.8144,0,0,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",27966.75429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18304.06604,16358.58075,0,0,1945.48529,9662.68825,7410.54988,0,0,0,0,0,0,0,3368.94872,4041.60116,1430.44334,0,0,0,0,1402.61703,0,27.82631,0,764.99992,56.69511,,0,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",32609315.36757,32420991.07146,32420991.07146,32246976.75156,156323.68531,31959600.14907,131052.91718,0,0,174014.3199,0,0,174014.3199,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,188324.29611,183281.5285,0,0,5042.76761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",1470659.61217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1341457.34465,1341457.34465,0,0,0,129202.26752,86636.14875,0,0,0,0,0,0,0,0,86636.14875,13441.10711,0,0,0,0,0,0,13441.10711,0,0,29125.01166,,0,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",2487137.59823,2367776.69919,2367776.69919,2316499.71013,26991.68778,2269754.72476,14760.87954,4992.41805,0,51276.98906,0,0,49718.05976,1558.9293,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,119360.89904,1.03339,0,0,119359.86565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",7333.31282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7333.31282,0,0,0,7333.31282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",202316.25934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,42638.3299,22965.75,0,0,19672.5799,159677.92944,5.6,0,0,0,0,0,0,0,0,5.6,159672.32944,0,0,0,0,0,0,0,159672.32944,0,0,,0,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",450246.97855,413921.4438,14634.98498,5608.92682,0,0,204.457,5404.46982,0,9026.05816,0,0,1966.132,7059.92616,0,399286.45882,82.48,0,0,0,0,82.48,399203.97882,0,,382860.47882,0,16343.5,27896.01563,556.719,27339.29663,8429.51912,8013.26039,0,0,416.25873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",1539908.37503,1539886.12195,1470223.3198,1371037.15017,0,1294370.872,76666.27817,0,0,99186.16963,0,6167.15861,93019.01102,0,0,69662.80215,67471.8794,43447.20117,0,24024.67823,0,0,2190.92275,0,,2190.92275,0,0,0,0,0,22.25308,11.999,0,0,10.25408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",480552.20735,251295.49628,251295.49628,251295.49628,-112.1525,91248.62221,315.26088,158155.86459,1687.9011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,229256.71107,94352.46793,0,0,134904.24314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",157325.22964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,62240.49362,62240.49362,0,0,0,95084.73602,41913.86636,36873.40567,0,0,0,0.52,0,0,4799.83971,240.10098,53081.95087,0,0,0,0,0,0,51409.45087,1672.5,0,88.91879,,0,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",194987.44312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11685.94915,140.8041,0,0,11545.14505,183301.49397,10637.93696,970.95144,0,0,0,6930.01728,0,0,2441.54287,295.42537,167688.35861,30.92242,0,0,0,0,1.2,167102.81852,553.41767,0,4975.1984,,0,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",3439.8454500000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10.152,10.152,0,0,0,3429.69345,1698.97746,0,0,0,0,0,0,0,1698.97746,0,1730.71599,0,0,0,0,0,0,1730.71599,0,0,0,,0,0,0,0
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",9426.28116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,9426.28116,0,0,0,0,0,0,0,0,0,0,1209.27307,0,0,0,0,0,0,279.3,929.97307,0,8217.00809,,0,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",205827.23354,132488.31519,107106.41813,102662.51753,0,63285.90677,39376.61076,0,0,4443.9006,0,-34.1831,4478.0837,0,0,25381.89706,16601.83495,8688.47382,0,7913.36113,0,0,8780.06211,0,,8780.06211,0,0,511.24511,0.28585,510.95926,72827.67324,72807.7546,0,0,19.91864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",1903655.80567,1903638.27323,1864764.75071,1303151.78546,778071.70196,0,525079.67585,0.40765,0,561612.96525,0,0,561612.96525,0,0,38873.52252,34847.09437,0,0,34847.09437,0,0,4026.42815,0,,4026.42815,0,0,0,0,0,17.53244,17.53244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",1489.7664499999998,1421.89538,1410.24193,2.82031,0,2.82031,0,0,0,1407.42162,0,0,1407.42162,0,0,11.65345,0,0,0,0,0,0,11.65345,0,,11.65345,0,0,0,0,0,67.87107,67.87107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",166449.43087,12967.99387,711.86967,265.73604,0,0,0,0,265.73604,446.13363,0,0,25.66587,0,420.46776,12256.1242,109.92783,0.008,0,109.91983,0,0,12146.19637,0,,12146.19637,0,0,0,0,0,153481.437,9372.03322,0,0,144109.40378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",56260.31441,55790.29247,55790.29247,7971.42177,3753.94,-2586.19073,6803.6725,0,0,47818.8707,0,0,41508.13905,6310.73165,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,470.02194,460.27194,0,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",142284.43027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,39896.60195,39896.60195,0,0,0,102387.82832,86793.63566,926.31375,0,1657.43246,0,4.536,1916.86371,0,5189.1345,77099.35524,15558.83375,0,0,1081.7313,0,0,2.92583,14474.17662,0,0,35.35891,,0,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",16344.9622,12506.25304,12089.29704,119,0,0,119,0,0,11970.29704,0,0,11970.29704,0,0,416.956,0,0,0,0,0,0,416.956,0,,416.956,0,0,0,0,0,3838.70916,3838.70916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",6251610.1707999995,6245670.41242,5765475.56373,5602002.64105,0,5524929.16909,77040.4455,33.02646,0,163472.92268,0,0,161967.70663,1505.21605,0,480194.84869,485805.4295,486114.84681,0,-309.41731,0,0,-5610.58081,162.04183,,-5788.01255,15.38991,0,0,0,0,5939.75838,5577.96465,0,0,361.79373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,128121.97784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,75030.93891,34198.60476,0,0,40832.33415,53091.03893,51685.1527,19739.37808,110.8651,0,27.36,0,0,0,28166.23253,3641.31699,894.18881,0.5,0,0,0,0,0,893.68881,0,0,511.69742,,0,0,0,0
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",12373.58402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12373.58402,0,0,0,12373.58402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,19568.7634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,19568.7634,12642.45573,0,0,0,0,8052.84535,0,0,4589.61038,0,6540.99267,107.8861,0,0,0,0,857.9585,5575.14807,0,0,385.315,,0,0,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",588755.6759299999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,312228.45935,183789.34592,0,0,128439.11343,261426.01713,179734.31441,86846.92588,0,0,1376.61616,31829.63484,8667.81506,2850.11778,16198.84178,34814.48069,38844.49951,266.41069,0,0,2992.25397,0,7461.82408,27895.99736,228.01341,19.44,42827.76321,,15101.19945,0,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",532.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,532.5,0,0,0,0,0,0,0,0,0,0,532.5,0,0,0,0,0,319.5,213,0,0,0,,0,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",4291793.87406,3895374.16618,3405016.9574,3164319.5741,0,2943280.90008,54674.97414,166363.69988,0,240697.3833,0,36756.85888,203923.21013,17.31429,0,490357.20878,405008.59602,337954.45913,251.3834,2720.83705,64081.91644,0,85348.61276,0,,84482.68233,865.93043,0,0,0,0,396419.70788,365361.37201,0,0,31058.33587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",1544036.46479,764847.25488,700053.49404,485816.6863,0,428545.73723,41443.90459,118.31641,15708.72807,214236.80774,0,0,124676.10144,258.6622,89302.0441,64793.76084,11050.52436,10877.2516,0,15.77308,0,157.49968,53743.23648,5301.6894,,48440.28438,0,1.2627,15263.69153,0,15263.69153,763925.51838,435297.98208,539.61072,0,328627.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",412462.71952,412462.71952,411269.02695,402636.93395,16982.96353,380548.13939,5105.83103,0,0,8632.093,0,0,8632.093,0,0,1193.69257,1829.8817,0,0,1829.8817,0,0,-636.18913,0,,-636.18913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",3164.0142800000003,3086.73057,3086.73057,5.99834,0,0,5.99834,0,0,3080.73223,0,0,3080.73223,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,76.4801,0,76.4801,0.80361,0.80361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",4623.13229,4292.31428,4292.31428,0,0,0,0,0,0,4292.31428,0,0,4292.31428,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,330.81801,330.81801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",1124473.6338,1124473.6338,1124473.6338,1079129.49706,14165.77048,1032773.28306,32190.44352,0,0,45344.13674,0,0,45344.13674,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,109023.23369,50527.38151,46122.84561,45852.86461,0,0,15665.06456,30187.80005,0,269.981,0,0,269.981,0,0,4404.5359,4486.31621,4486.31617,0,4e-05,0,0,-81.78031,0,,-81.78031,0,0,0.05688,0,0.05688,58495.7953,58401.1622,0,0,94.6331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4079,Общество с ограниченной ответственностью «РБ Страхование Жизни»,938178.39505,630940.38612,572623.99724,414950.01859,0,412187.27871,2762.73988,0,0,157673.97865,0,127154.73385,30519.2448,0,0,58316.38888,50035.80319,5220.38863,0,44815.41456,0,0,8280.58569,0,,8280.58569,0,0,0,0,0,307238.00893,232772.30376,0,0,74465.70517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",-141894.16061999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,-97178.99968,-97178.99968,0,0,0,-44715.16094,-23875.40499,-39691.85879,0,0,0,0,0,0,0,15816.4538,12576.752,0,0,0,0,0,0,12576.752,0,0,-33416.50795,,0,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,440967.38122,355073.17635,332482.41242,44510.59212,0,-11781.22284,55329.2639,962.55106,0,287971.8203,0,7834.60729,239304.07532,40833.13769,0,22590.76393,0,0,0,0,0,0,22590.76393,0,,22590.76393,0,0,15.10016,0,15.10016,85879.10471,81192.35315,0,0,4686.75156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",70005.67953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,67870.08953,45604.93853,0,0,22265.151,2135.59,0,0,0,0,0,0,0,0,0,0,2135.59,0,0,0,0,0,0,0,2135.59,0,0,,0,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,1832.67725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1832.67725,922.59722,0,0,0,0,310.6753,0,0,611.92192,0,564.27303,0,0,0,0,0,255.58604,308.68699,0,0,345.807,,0,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",103294.98733,87897.78333,72467.41208,0,0,0,0,0,0,72467.41208,72374.82602,92.58606,0,0,0,15430.37125,0,0,0,0,0,0,15430.37125,0,,13277.07011,0,2153.30114,0,0,0,15397.204,12960.254,0,0,2436.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",42208.67641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,42208.67641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42208.67641,0,,0,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",3048.57806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3048.57806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3048.57806,0,,0,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",13076.93677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,13076.93677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13076.93677,0,,0,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",46103.36889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11266.64542,6770.49222,0,0,4496.1532,34836.72347,32293.03802,3607.09324,0,0,142.64165,16.16875,0,0,22925.03636,5602.09802,1584.42983,0,0,34.9675,266.40693,0,0,1283.0554,0,466.8,492.45562,,0,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",4931335.641840001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2614519.48202,1530497.83019,0,0,1084021.65183,2165020.29916,1711846.15293,453392.46346,6697.50989,7999.5401,6801.07485,77658.91655,21315.42143,17794.61496,451176.12871,686805.09794,204446.69829,4347.56094,39.97806,151.78656,2999.09659,2125.02545,1357.39623,192418.3368,1007.51766,31972.63946,216754.80848,,151630.54726,154.78299,10.53041,0
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",79398.83795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,79398.83795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79398.83795,0,,0,0,0,1
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,123933.31891,57193.1129,35603.86445,33575.78001,0,0,33575.78001,0,0,2028.08444,0,0,2028.08444,0,0,21589.24845,21535.06959,21535.06959,0,0,0,0,54.17886,0,,54.17886,0,0,0,0,0,66740.20601,42143.57765,0,0,24596.62836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,114408.24106999999,114365.40056,66148.68197,58917.56116,0,4330.32798,14294.06408,0,40293.1691,7231.12081,0,0,7231.12081,0,0,48216.71859,48216.71859,46878.17859,0,1338.54,0,0,0,0,,0,0,0,0,0,0,42.84051,0,0,0,42.84051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,3
4380,Общество с ограниченной ответственностью РНКБ Страхование,58135.99525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,23625.91584,23625.91584,0,0,0,34510.07941,25877.68004,1140.95799,0,0,0,0,0,0,12692.24084,12044.48121,0,0,0,0,0,0,0,0,0,0,8632.39937,,0,0,0,4
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
