"Сведения о cтраховых выплатах по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",1799.07405,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,1799.07405,1799.07405,0,0,0,0,1799.07405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",149381.49839000002,12359.716,12359.716,12359.716,0,12359.716,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,137021.78239,121844.19465,,0,15177.58774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",42096.37272,6386.83924,6386.83924,3064.33924,0,2569.33924,0,0,495,3322.5,,0,0,0,3322.5,0,0,0,,0,0,,0,0,,0,0,,,,,35709.53348,5633.7441,,0,30075.78938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",3183.27848,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,3183.27848,3183.27848,0,0,0,0,3183.27848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",21196.790719999997,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,9199.18635,9199.18635,,0,0,11997.60437,7720.72759,2227.21421,0,5486.76586,0,0,0,0,0,6.74752,4276.87678,0,0,0,0,0,0,0,0,4276.87678,0,0,0,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",36.03624,36.03624,36.03624,36.03624,0,0,36.03624,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",23421.188349999997,10069.81311,909.62603,817.28537,0,0,817.28537,0,0,92.34066,,0,92.34066,0,0,9160.18708,3963.9524,3877.81231,,81.196,4.94409,,5196.23468,111.90654,,4210.51095,873.81719,,,,,13351.37524,13351.37524,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,1978.73932,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,1978.73932,1978.73932,1540.65773,0,0,438.08159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,49.62173,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,49.16792,33.30745,0,0,0,0,0,0,0,33.30745,0,15.86047,0,0,0,0,0,0,0,0,15.86047,0,0,0,,0,0,0.45381
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",347178.99682,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,255422.17292,255422.17292,0,0,0,255387.01288,0,35.16004,35.16004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,91756.8239,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",636.03446,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,14.71344,14.71344,,0,0,621.32102,69.7393,0,0,0,0,69.7393,0,0,0,0,551.58172,0,0,0,0,0,0,0,0,551.58172,0,0,0,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",3298.1587,-24.0768,-24.0768,-24.0768,0,-24.0768,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,3322.2355,0,,0,3322.2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",1475.73036,1464.45072,0,0,0,0,0,0,0,0,,0,0,0,0,1464.45072,1464.45072,1464.45072,,0,0,,0,0,,0,0,,,,,11.27964,11.27964,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",654.79996,654.79996,654.79996,654.79996,0,654.79996,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,54.48165,54.48165,0,0,0,0,0,0,0,0,,0,0,0,0,54.48165,7.3064,7.3064,,0,0,,47.17525,0,,47.17525,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,11859.73011,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,11859.73011,5402.88256,,0,6456.84755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",2038.94321,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,2038.94321,2038.94321,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,38300.78691,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1800,1800,,0,0,36500.78691,9990.25444,0,0,0,0,6566.52179,0,0,3423.73265,0,26510.53247,0,0,0,0,0,0,0,0,26510.53247,0,0,0,,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",-76701.09491,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,58.76942,0,,0,58.76942,-76759.86433,-80340.3756,56043.27728,0,0,0,4988.4257,8316.12199,0,-149688.20057,0,3580.51127,16.42282,16.42282,0,0,0,0,0,0,3507.34942,56.73903,0,0,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",17648.14165,9656.57199,9642.51826,0,0,0,0,0,0,9642.51826,,9462.84982,179.66844,0,0,14.05373,0,0,,0,0,,14.05373,0,,14.05373,0,,,,,7991.56966,5925.67694,,0,2065.89272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",14320.86661,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,14320.86661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14320.86661,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",41323.71122,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,41323.71122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41323.71122,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",10793.90975,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,10793.90975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10793.90975,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",34758.61146,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,34758.61146,34758.61146,18171.31215,0,0,0,0,0,0,16587.29931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",168449.95335,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,21504.94632,21241.48232,,0,263.464,60427.96108,59044.56286,8565.61725,0,1747.43001,0,0,0,0,48648.20248,83.31312,904.87913,0,0,0,0,904.87913,0,0,0,0,0,0,478.51909,,86517.04595,0,0
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",110011.961,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,110011.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110011.961,0,,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,4182.12769,4182.12769,10.51419,10.51419,0,0,10.51419,0,0,0,,0,0,0,0,4171.6135,3921.6135,3921.6135,,0,0,,250,0,,250,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",14942.15623,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,14942.15623,994.59397,0,0,0,0,593.99955,0,0,400.59442,0,0,0,0,0,0,0,0,0,0,0,0,13947.56226,0,,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",2652.39626,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,2652.39626,2143.29983,0,0,0,0,2143.29983,0,0,0,0,509.09643,0,0,0,0,0,0,0,0,0,509.09643,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4393,Некоммерческая корпоративная организация - Потребительское общество взаимного страхования «ИНСАНГО»,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
