"Сведения о количестве договоров страхования, действовавших на конец отчетного периода, в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
1643,"Общество с ограниченной ответственностью ""Страховая и перестраховочная компания Юнити""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,"Акционерное общество ""Совкомбанк страхование""",5464713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220056,1626962,1085,45440,,102,,1580335,593094,462351,761,129982,2855259,495479,74110,74110,,14,,5,,5,228,,,,,,,,,,,,3263,680,828,1755,417859,881,296,416682,667820,8982,8982,,,,,5,,5,25,,,25,69,,69,658631,151,,16,6,658458,108,,,14,,,,,22,72,39,1691921,426107,,1265814,,,,,,,,,389038,303,303,,,,57,,,,,,,,,,,57,,,,57,,,
1820,"Акционерное общество ""ГУТА-Страхование""",207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,6,,,,6,,,40,,30,10,161,107,4,,4,,,1,,1,5,8,8,8,,,,,,,,,82,,1,81,7,7,,,52,,,,,,,1,,1,,,,,,,,15,,,3,,12,36,,,,,,35,,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",1619690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445471,390529,8244,1042,33,4955,4,376251,54942,,1837,53105,383408,325912,76700,69994,6706,48,2,76,65,11,875,335,96,58,,38,,239,,,239,,24984,,2034,22950,222892,31156,129516,62220,31795,9317,9270,,47,1,25,321,321,,143,12,5,126,253,253,,21063,1143,922,635,44,18319,672,,,,,,192,,85,395,541,25160,,,25160,,,,,,,,,777033,9577,5651,,383,3543,4201,1,,1,,,,156,49,44,5,3988,543,350,907,2188,2,5,
1858,"Акционерное общество Страховая компания ""Армеец""",271404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47725,29677,,,,29,,29648,18048,45,3,18000,6528,5296,2220,2220,,,,,,,,,,,,,,,,,,,149,42,,107,2927,2125,778,24,1223,1,1,,,,5,,,,2,2,,,,,,1213,,,,,1213,2,,,,2,,,,,,,9,,,9,,,,,,,,,217151,,,,,,,,,,,,,,,,,,,,,,,,
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",386768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53103,51827,7338,3,,,,44486,1276,,,1276,87129,69237,67292,67292,,,,1,,1,35,,,,,,,,,,,,298,,,298,1611,1016,575,20,17881,17601,212,17389,,,,1,,1,,,,,14,14,,265,,,,,265,,,,,,,,,,,,11,,,11,,,,,,,,,246536,,,,,,,,,,,,,,,,,,,,,,,,
2031,"Общество с ограниченной ответственностью ""Медицинская страховая компания ""ИНКО-МЕД""",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",62567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41952,16417,,,,164,,16253,25535,1425,168,23942,20615,14809,4712,4712,,,,12,,12,2,,,,,,,,,,,,2704,155,5,2544,7379,6213,748,418,3840,358,358,,,,,9,,9,,,,,1067,12,1055,2334,3,,26,,2305,72,,,,,,,,71,1,,1966,,,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,"Акционерное общество ""Страховая компания АСКО-Центр""",125605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44822,44657,,,,,,44657,165,,,165,80783,80697,74538,,74538,,,,,,2,13,,,,,,13,,,13,,427,,,427,5717,5474,104,139,84,,,,,,,,,,,,,,,,,84,,,,,84,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,"Общество с ограниченной ответственностью ""Страховая компания ""Инертек""",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,37,37,,,,,,,,,22,,,,,,,,,,,,14,,,14,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,"Акционерное общество ""АльфаСтрахование""",17266025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860929,1385535,,8145,50,3169,,1374171,475394,14360,10207,450827,9302528,8593308,588933,588933,,299,120,576,447,129,872,228,89,43,,46,,139,,,139,,30661,221,19155,11285,7971619,794420,155014,7022185,417605,67213,34832,32381,,,199,645,330,315,91,91,,,1135,337,798,346051,10748,808,3098,267,331130,2271,,9,,,,751,,99,1412,1346,290269,68823,395,221051,,,,,,,,,6076249,23405,14838,942,1035,6590,2914,3,2,1,12,12,,29,144,137,7,2720,1118,843,245,514,3,3,
2346,"Акционерное общество ""Объединенная страховая компания""",266636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61349,23968,3,,,336,,23629,37381,403,177,36801,47367,37981,19047,18703,344,,7,109,23,86,153,5,,,,,,5,,,5,,5419,2313,7,3099,13241,2193,4315,6733,6503,1084,1084,,,,270,359,311,48,4,,,4,431,92,339,4313,2,,3,3,4305,42,,,,,,,,34,8,,2883,14,,2869,,,,,,,,,157920,,,,,,,,,,,,,,,,,,,,,,,,
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",659815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378710,314597,32002,,95,320,,282180,64113,438,,63675,198574,140456,20164,20164,,11,,271,68,203,624,234,221,213,,8,,13,13,,,,9342,448,443,8451,109810,94852,5,14953,29881,2510,2510,,,,13,503,,503,,,,,9035,311,8724,17805,167,,,25,17613,15,,,,,,,,9,6,203,28034,19,,28015,,,,,,,,,81444,806,390,1,72,343,281,,,,,,,48,63,56,7,170,50,82,17,21,,,
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",2503329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787611,738656,,,,2744,,735912,48955,18,1458,47479,250464,246938,211313,211313,,,,8,,8,65,5,,,,,,5,,,5,,1636,,,1636,33911,4807,2393,26711,3526,160,160,,,,,11,,11,,,,,32,2,30,3311,184,,,,3127,12,,,,11,,,,,1,,,,,,,,,,,,,,1465254,,,,,,,,,,,,,,,,,,,,,,,,
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",38605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6441,6097,,,,,,6097,344,,71,273,32164,5861,5861,5861,,,,,,,,,,,,,,,,,,,,,,,,,,,1417,1417,1417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24886,,,24886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,"Акционерное общество ""Чрезвычайная страховая компания""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",17333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4236,4072,,148,,130,,3794,164,,31,133,13096,13028,12335,12335,,,,,,,17,,,,,,,,,,,,110,,,110,566,33,7,526,68,,,,,,3,,,,,,,,14,14,,32,,,,,32,19,,,,,,,,,19,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,,,,13,,,1,,1,,1134,9,,,,,6,,,,2,,,,,,,,,,,,,,,,1,,,1,152,,,,,,7,,,,,,,,3,,3,142,,,,,142,,,,,,,,,,,,973,,,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",640435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276422,274688,6664,,,2187,,265837,1734,,9,1725,363947,106617,1783,1783,,23,,6,,6,14,2136,803,577,6,213,7,1333,66,19,1221,27,16995,29,93,16873,85660,1122,,84538,74716,183,183,,,,,5,,5,,,,,16,16,,74512,4308,,2,,70202,,,,,,,,,,,7251,175363,,,175363,,,,,,,,,,66,66,,,,,,,,,,,,,,,,,,,,,,
3064,"Акционерное общество ""Боровицкое страховое общество""",302179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127017,71819,153,,,,,71666,55198,574,,54624,48132,46421,45280,45280,,,,,,,17,,,,,,,,,,,,599,,,599,525,,,525,1706,503,503,,,,,,,,,,,,108,,108,268,,,,,268,827,,,,,,,,817,10,,5,,,5,,,,,,,,,127030,,,,,,,,,,,,,,,,,,,,,,,,
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",22629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22623,12,,,,,,12,22611,,,22611,6,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,5,,,,,,,,,,,,,,,,,3,,,,,3,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",79536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17158,7822,,,,,,7822,9336,,,9336,62378,1139,42,42,,,,10,,10,,,,,,,,,,,,,531,,,531,556,,,556,1355,,,,,,15,81,,81,4,,,4,,,,563,,,,,563,692,,,,,,,,,692,,59884,4033,,55851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",3564859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819494,574462,251,9405,2,7145,,557659,245032,13352,4648,227032,834482,771318,490762,490762,,,27,52,,52,2754,743,,,,,,743,,,743,,9379,212,257,8910,267601,66734,72220,128647,36608,1267,550,717,,,51,210,18,192,36,9,,27,75,42,33,34415,809,,35,,33571,554,,,1,,,133,,413,7,52,26504,152,,26352,,,,,,,,,1904647,4509,2914,67,380,1148,1727,1,,1,,,,,23,22,1,1696,804,243,129,520,4,3,
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",26700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,1815,,1815,,,,,10,,,10,24875,12445,12435,12435,,,,,,,,,,,,,,,,,,,10,,,10,,,,,12430,12430,12430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,"Акционерное общество ""Страховая бизнес группа""",115514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67407,38708,,25681,,110,,12917,28699,,123,28576,3292,1289,9,9,,5,5,,,,835,,,,,,,,,,,,282,,240,42,153,102,50,1,1952,,,,,,13,5,,5,,,,,1518,,1518,376,244,,3,,129,40,,,8,2,,,,,30,,51,,,51,,,,,,,,,43454,864,436,42,13,373,497,,,,,,,1,2,2,,494,146,20,33,295,,,
3230,"Акционерное общество ""Страховая компания ""СОГАЗ-Мед""",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,"Акционерное общество Страховая компания ""Совкомбанк Жизнь""",338458,75907,75907,34618,,,,,,,31980,143,8889,19191,3757,,2177,,247,1473,196,261,461,457,,,,4,,,,,,,41289,,,,,,,3,,,,3,,39421,,1,1855,4649,32916,1865,249,,,447,1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238,6,,1,,,5,4232,5,,1,167,4059,258313,231064,,,,780,,230284,27249,,67,27182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",30855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27861,60,,,,,,60,27801,,,27801,329,309,41,41,,,,1,,1,,,,,,,,,,,,,161,,4,157,106,,,106,20,2,1,,1,,7,,,,,,,,5,5,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,2665,,,,,,,,,,,,,,,,,,,,,,,,
3300,"Акционерное общество Страховая группа ""Спасские ворота""",25622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5762,2744,,,,23,,2721,3018,24,318,2676,11613,11284,475,475,,,2,8,8,,8320,,,,,,,,,,,,76,,7,69,2403,2,,2401,189,37,37,,,,2,31,31,,1,,,1,12,2,10,106,3,,,,103,,,,,,,,,,,,140,,,140,,,,,,,,,8194,53,34,,,19,,,,,,,,,,,,,,,,,,,
3390,"Акционерное общество ""Страховая Компания ""ПОЛИС-ГАРАНТ""",644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,461,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,460,,,,,,,,,,,,,,1,,1,459,,,,,459,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",3667094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2558204,1986662,,,,2845,,1983817,571542,305632,53,265857,1108890,494372,8486,8486,,5,2,,,,8,,,,,,,,,,,,811,,635,176,485060,1,55451,429608,160587,,,,,,1,,,,24,24,,,4,,4,159285,338,,,,158947,1273,,,,,,1270,1,,2,1,453930,152627,,301303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,"Общество с ограниченной ответственностью ""ПРОМИНСТРАХ""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",3148804,3014197,3012497,2968613,220257,788,84614,131241,2758,856,2739032,124508,1075806,1485111,53604,3,9324,7535,168,1337,186,98,,,,,,,,,,,,,43884,,,,,,,,,,,,,43884,1,1368,28763,11774,1978,,,,,,,,,,,,,1700,238,,,,,,,,,,,,,238,1,3,151,20,63,,,,,,,,,,,,,1462,,,,,,,,,,,,,1462,,263,,,1199,,,,,,,,,,,,,8,7,,6,1,,,1,,,,,1,134599,91396,,,,,,91396,43203,,,43203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",278265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164280,164280,,,,,,164280,,,,,113985,63058,,,,,,,,,,,,,,,,,,,,,909,,,909,62149,,,62149,42533,,,,,,,,,,,,,,,,,42533,,,,,42533,,,,,,,,,,,,8394,,,8394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
