"Сведения о cтраховых выплатах по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",4963.16524,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,4963.16524,4963.16524,0,0,4963.16524,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",692.33133,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,97.55822,97.55822,,,0,594.77311,594.77311,558.2592,0,0,0,0,0,0,0,36.51391,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",13.30089,13.30089,13.30089,13.30089,0,0,13.30089,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,204.7641,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,142.27858,142.27858,,,0,62.48552,62.48552,62.48552,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,11.43094,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,11.43094,0,0,0,0,0,0,0,0,0,0,11.43094,0,0,,0,0,0,0,0,11.43094,0,0,0,,0,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",297773.47621,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,2273,2273,2273,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,295500.47621,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",170.10044,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,170.10044,0,0,0,0,0,0,0,0,0,0,170.10044,0,0,,0,0,0,0,0,170.10044,0,0,0,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",2685.083,2685.083,958.80921,958.80921,0,958.80921,0,0,,0,,0,0,0,0,1726.27379,0,0,,0,,,1726.27379,61.005,,1090.91368,0,574.35511,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество «Инлайф страхование жизни""",4283.61872,4283.61872,1855.52138,1855.52138,1601.12334,254.39804,0,0,,0,,0,0,0,0,2428.09734,2428.09734,0,,2428.09734,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,10.10323,10.10323,0,0,0,0,0,0,,0,,0,0,0,0,10.10323,0,0,,0,,,10.10323,0,,10.10323,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",1509.59091,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,1509.59091,1509.59091,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,90512.65271,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,90512.65271,90512.65271,0,0,0,0,90512.65271,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",4126.58464,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,4126.58464,4090.49839,3926.33174,0,0,0,18.4386,0,0,145.72805,0,36.08625,0,0,,0,0,0,0,0,36.08625,0,0,0,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",13304.42139,9008.58328,9006.85531,0,0,0,0,0,,9006.85531,,8838.80702,168.04829,0,0,1.72797,0,0,,0,,,1.72797,0,,1.72797,0,0,,,,4295.83811,4295.83811,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",19808.61085,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,19808.61085,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,19808.61085,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",1362.1679,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,1362.1679,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1362.1679,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",14381.38992,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,14381.38992,14381.38992,13296.71825,0,0,0,0,0,0,1084.67167,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",227652.01369,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,938.01312,874.50357,,,63.50955,178794.23978,102444.46254,0,0,9584.42213,1365.08608,0,78392.1618,78392.1618,13102.79253,0,147.73432,0,0,,0,124.12852,0,0,0,23.6058,0,57339.9814,18862.06152,,47919.76079,0,0
4334,Общество с ограниченной ответственностью Страховая компания «АСТК»,68598.11009,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,68598.11009,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,68598.11009,0,,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,19.58209,19.58209,15,15,0,0,15,0,,0,,0,0,0,0,4.58209,4.58209,4.58209,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",7370.1313,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,7370.1313,7370.1313,0,0,0,0,7370.1313,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",443.18736,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,443.18736,250.01856,0,0,0,0,250.01856,0,0,0,0,193.1688,0,0,,0,0,0,0,0,0,193.1688,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
