"Сведения о вознаграждении посредникам, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",359200.04598,83839.28676,0,275360.75922,11936.58082,0,0,263424.1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3834,"Общество с ограниченной ответственностью ""Страховое общество ""Помощь""",542.13307,0,0,425.66685,314.7374,314.7374,0,110.92945,116.46622,46.39194,0,0,0,0,4.77494,0,0,-59.5,101.117,30.95,0,0,0,0,0,0,-6.745,37.695,0,39.12428,,0,0,0
3837,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-М""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",25.862,0,0,25.862,0,0,0,25.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",137279.31893,125430.76471,0,11848.55422,11835.55422,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",133441.96028,0,0,40419.29151,39341.9461,0,0,1077.34541,93022.66877,79863.53928,1658.89321,0,2506.62425,0,7.464,2020.55322,0,4732.83204,68937.17256,13033.1786,0,0,1034.81341,0,0,4.45148,11993.91371,0,0,125.95089,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",22310.95201,18188.64625,0,4122.30576,4122.30576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",871459.12108,760329.92834,0,111129.19274,12547.66765,0,0,98581.52509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",83202.81367999999,0,0,39711.07076,14436.51863,0,0,25274.55213,43491.74292,42072.61091,13098.18556,158.70655,0,27.36,1.75275,0,0,24441.76567,4344.84038,775.5667,0.84,0,0,0,0,0,774.7267,0,0,643.56531,,0,0,0
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",9762.42573,0,0,9762.42573,0,0,0,9762.42573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3947,"Акционерное общество ""АИГ страховая компания""",-5277.03947,0,0,0,0,0,0,0,-5306.27264,4978.24775,0,0,0,0,4714.88318,0,0,263.36457,0,-7935.9942,341.78088,0,0,0,0,0,-8277.77508,0,0,-2348.52619,,0,29.23317,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",486937.36412999994,0,0,221045.98278,96356.64398,0,0,124689.3388,241250.38353,183280.28191,64644.82354,0,0,-13846.44044,55116.29721,7739.08376,6240.04555,38429.94812,31196.56972,34381.48331,266.41069,0,0,-3695.91296,0,7831.58701,29704.83916,274.55941,0,23588.61831,,24640.99782,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",10619.02872,0,0,220.64589,220.64589,0,0,0,10398.38283,3718.13589,0,0,0,0,2351.09478,0,0,1100.77643,266.26468,6038.26733,0,0,0,0,0,13.9395,6024.32783,0,624.20544,17.77417,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",4887557.0166,4648970.04366,0,238586.97294,203756.98376,0,0,34829.98918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",1782777.79571,912594.4036,13616.80585,856566.58626,632689.99884,4632.46323,0,223876.58742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",217886.19898000002,217870.60052,0,15.59846,0,0,0,15.59846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",3651.72915,3604.05946,46.82567,0.84402,0.84402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",5550.04341,5251.61847,0,298.42494,298.42494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4009,"Акционерное общество ""ЕРВ Туристическое Страхование""",51869.62820000001,0,0,20019.77025,3.00624,0,0,20016.76401,31849.85795,12.804,0,0,0,0,0,0,0,0,12.804,5.62517,0,0,0,0,0,0,5.62517,0,0,31831.42878,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",489655.91257,489655.91257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4014,"Акционерное общество ""Страховая компания ""Югория-Жизнь""",109793.25855,61424.35743,0,48368.90112,48337.88397,0,0,31.01715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4079,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование Жизни""",815462.77963,542220.30581,0,273242.47382,206806.18657,0,0,66436.28725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",841401.67003,0,0,647572.25416,647572.25416,0,0,0,193829.41587,111173.63728,83126.75152,0,0,0,0,0,0,0,28046.88576,15112.63836,0,0,0,0,0,0,15112.63836,0,0,67543.14023,,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,58998.03914000001,46880.36521,0,12117.67393,8448.49706,0,0,3669.17687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",88435.50198,0,0,88435.50198,81718.71631,0,0,6716.78567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,22693.35378,0,0,283.27935,283.27935,0,0,0,22410.07443,8560.92979,0,0,0,0,1902.82207,0,0,6658.10772,0,10359.52831,0,0,0,0,0,4681.72358,5677.80473,0,3489.61633,0,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",174098.72968,141462.96203,0,32635.76765,23610.25315,0,0,9025.5145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",119183.6171,0,0,0,0,0,0,0,119183.6171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119183.6171,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",45320.549,0,0,0,0,0,0,0,45320.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45320.549,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",26342.35808,0,0,0,0,0,0,0,26342.35808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26342.35808,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",52179.868950000004,0,0,21162.54297,3172.76964,0,0,17989.77333,31017.32598,29103.08856,6517.41237,0,0,149.91221,4.7019,0,0,18057.40786,4373.65422,848.75189,0,0,31.3213,38.54815,1.5,0,777.38244,0,450.8,614.68553,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",2998728.0443599997,0,0,1458436.59162,961576.06596,0,0,496860.52566,1540151.82183,1214089.02508,384199.20403,4669.27882,22543.74913,6771.30716,26710.79856,23843.05718,18176.87731,341644.20934,403707.42086,140740.66116,702.99331,33.0079,9870.37222,0,4465.58035,27283.90695,96714.76758,1670.03285,70001.34851,115320.78708,,-18.46148,144.16836,13.92403
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",228063.97034,0,0,0,0,0,0,0,228063.97034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228063.97034,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,213078.29229,145521.95994,0,67556.33235,41004.61085,0,0,26551.7215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,331636.53539000003,331639.19539,0,-2.66,0,0,0,-2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,7873.30336,0,0,3705.50711,3705.50711,0,0,0,4167.79625,2655.03819,127.07895,0,0,0,0,0,0,1161.58163,1366.37761,0,0,0,0,0,0,0,0,0,0,1512.75806,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
