"Сведения о страховых суммах по договорам страхования, действовавшим на конец отчетного периода, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
1216,"Акционерное общество Страховая компания ""Чулпан""",178794733186.7916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5147654.4278,4062090.37088,,,,1982027.23169,,2080063.13919,1085564.05692,14479.884,1065009.17292,6075,74800564.36379,70767865.40613,4061214.91124,4061214.91124,,,,,,,45300,15145.5,,,,,,15145.5,,,15145.5,,50702474.66422,,37927123.09596,12775351.56826,15943730.33067,2837729.07724,12439619.3401,666381.91333,3827067.30209,96730,96730,,,,6100,,,,92988.018,29000,,63988.018,8800,,8800,3611449.28409,960246.57241,,5270,100,2645832.71168,11000,,,,,,,,11000,,,205631.65557,,,205631.65557,,,,,,,,,,23885000,18155000,550000,4310000,870000,178690899968,,,,,,,,4538368,4538368,,178686361600,4464025600,46393548800,5635276800,122193510400,,,
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",424055077689.05505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4450575954.44182,912404300.92572,29313265.65125,128300,,,,882962735.27447,3538171653.5161,2173127368.4161,1197697718.1,167346567,5793896294.61324,3137960261.81943,564494481.6347,564494481.6347,,322282.6522,,14610961.97456,14610961.97456,,1324282767.29995,,,,,,,,,,,,886726571.67942,198097591.74595,94766005.35662,593862974.57685,347523196.5786,52776106.51369,224946702.97754,69800387.08737,326843311.28935,138089387.399,138089387.399,,,,,81721.86,81721.86,,,,,,8730109.83963,8730109.83963,,179942092.19072,12825177.1805,,1302600,248119.501,165566195.50922,,,,,,,,,,,,2329092721.50446,410605786.28345,,1918486935.22101,,,,,,,,,,25200000,16860000,60000,490000,7790000,413785405440,,,,,,,,,,,292630026240,7102502912,46454609920,7420913664,231651999744,29148160000,92007219200,
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",530955348027.72833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339885782.37947,684257760.65121,36989343.5,4632861.112,518000,1538850.661,,640578705.37821,1655628021.72826,,,1655628021.72826,5697824861.34885,3921611120.86907,551151406.01731,551151406.01731,,388845440.66144,2805219.70053,87304235.23273,86224123.26479,1080111.96794,27642474.38275,15057914.33172,11486615.09212,7717982.19212,,3768632.9,,3571299.2396,38849.3,,3532449.9396,,2544566568.42235,1004728625.7086,261826007.82477,1278011934.88898,304237862.12024,55683872.53867,31447918.68116,217106070.90041,1678275638.0003,39016349.44681,39016349.44681,,,,2371332.55,1519111217.86361,1518687830.512,423387.35161,1126072.97152,27000,,1099072.97152,4955900,1768900,3187000,108766989.59813,65194915.09931,,2350400,,41221674.49882,2927775.57023,,,676312.5,,119955,69060.9694,,644500,1417947.10083,13348792.14326,84589310.33622,24991.178,,84564319.15822,,,,,,,,,,70645000,47295000,,1100000,22250000,522846992384,4948377600,,4948377600,278923264,153077760,125845504,279633920,1963421696,1963421696,,378712571904,12285575168,24362573824,63863050240,278201372672,32893132800,103770931200,
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",255824822.68466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238724499.01861,3153595.67176,,,,2012789.5,,1140806.17176,235570903.34685,,234096381.83255,1474521.5143,17100323.66605,14061793.82024,5524971.054,5524971.054,,,,,,,5747664.55638,,,,,,,,,,,,2003405.27359,733906.305,,1269498.96859,785752.93627,764087.63727,21665.299,,370542.63381,117625,117625,,,,,,,,,,,,7500,,7500,245417.63381,,,600,,244817.63381,,,,,,,,,,,,2667987.212,2667987.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,"СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ ""АСТРАМЕД-МС"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,74,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,"Акционерное общество ""Д2 Страхование""",84713926.77555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55979016.70377,36803995.41377,1730.732,,,,,36802264.68177,19175021.29,17307.32,,19157713.97,28734910.07178,17333274.88462,1367390.61058,1367390.61058,,,,,,,,,,,,,,,,,,,3044083.097,,,3044083.097,12921801.17704,,12733946,187855.17704,3340617.928,,,,,,,,,,,,,,,,,3340617.928,,,,,3340617.928,,,,,,,,,,,,8061017.25916,82493.08173,,7978524.17743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,"Акционерное общество ""Московская акционерная страховая компания""",318059362089.8053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349072816.09325,1166544759.01075,1664178.622,4158150,,873842400,,286880030.38875,182528057.0825,,164151212.0825,18376845,3565914249.71202,3430526540.5276,127131636.4134,126141682.62843,989953.78497,101821687.22521,,323263.01469,,323263.01469,1035462.65675,,,,,,,,,,,,1307667745.71474,176400.27557,19661854.25488,1287829491.18429,1892546745.50281,3874730.5393,1738529.37793,1886933485.58558,53050716.91287,18101024.20527,18101024.20527,,,,5600,170072,170072,,8974130.88409,,,8974130.88409,319800,319800,,19763690.89567,10792695.4385,87000,1209100,74100,7600795.45717,5716398.92784,,212.7,,,,15621.94,,,5700564.28784,2434839.62356,79902152.64799,5021312.73589,,74880839.9121,,,,,,,,,,22710000,15420000,215000,360000,6715000,313121665024,,,,,,,,47400960,47400960,,273929247744,16127616000,49571988480,4884480000,203345163264,39145016320,,
1580,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование""",1496201809.91986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622451948.27288,37541299.49588,,,,,,37541299.49588,584910648.777,584910648.777,,,873749861.64698,536487534.65483,,,,,,,,,,,,,,,,,,,,,,,,,536487534.65483,,,536487534.65483,8020250,,,,,,,,,,,,,,,,,8020250,,,,,8020250,,,,,,,,,,,,329242076.99215,,,329242076.99215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,"Акционерное общество ""Страховое общество ""Талисман""",7346308.195850001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259789.17893,259789.17893,60,,,,,259729.17893,,,,,7086519.01692,6999719.01692,897256.67298,897256.67298,,,16000,,,,,3208399.02094,2542014.959,1565596.892,,976418.067,,666384.06194,,,666384.06194,,2305459.32379,,,2305459.32379,572603.99921,497623.36296,42006.60125,32974.035,86800,,,,,,4000,,,,,,,,,,,82800,,,,,82800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,"Общество с ограниченной ответственностью Страховая компания ""Тюмень-Полис""",1308430227.3656201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284828818.23391,16240218.23391,,,,,,16240218.23391,1268588600,,336000,1268252600,23601409.13171,13684928.69466,83953.003,83953.003,,,,980,,980,,,,,,,,,,,,,1145449.17575,,,1145449.17575,12454546.51591,12231226.51591,,223320,25800,,,,,,,,,,,,,,,,,25800,,,,,25800,,,,,,,,,,,,9890680.43705,,,9890680.43705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,"Общество с ограниченной ответственностью ""Страховая и перестраховочная компания Юнити""",19040400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19040000,,,,,,,,19040000,,19040000,,400,400,,,,,,,,,,,,,,,,,,,,,,,,,400,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,"Акционерное общество ""Совкомбанк страхование""",9192669961.85074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2245194043.01541,302000025.08181,70782.7824,,,,,301929242.29941,1943194017.9336,1397607499.9146,,545586518.019,1379309926.83533,958933792.5724,128301452.20813,128301452.20813,,859376.25057,,7831743.50613,,7831743.50613,2739719.45748,,,,,,,,,,,,317287124.45327,66948225.20911,37150298.47004,213188600.77412,501914376.69682,25801270.05034,2088355.14599,474024751.50049,190195065.22251,6723457.8,6723457.8,,,,,7107172.34,,7107172.34,726986.82229,726986.82229,,,3572098.4934,,3572098.4934,171629266.72419,1922981.81507,,171600,1589700,167944984.90912,436083.04263,,,260000,,,91578.04263,,11000,73505,5752596.38183,224428472.65859,67546467.90244,,156882004.75615,,,,,,,,,,4305000,4305000,,,,5563860992,,,,,,,,,,,5563860992,,,,5563860992,,,
1820,"Акционерное общество ""ГУТА-Страхование""",50865600.48627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483251.86124,20251.86124,,,,20251.86124,,,463000,,454000,9000,50382348.62503,48882637.47918,755626.41822,,755626.41822,,,117408.92437,,117408.92437,74609.1924,516606.8,516606.8,516606.8,,,,,,,,,46834456.34545,,37212,46797244.34545,583929.79874,583929.79874,,,1499438.0224,,,,,,,86805.8,,86805.8,,,,,,,,1394000,,,7000,,1387000,18632.2224,,,,,,18132.2224,,500,,,273.12345,,,273.12345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",898492728949.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817151897.904,952327471.59,112156693.991,1883422.412,7406000,156363991.818,33143.139,674484220.23,864824426.314,,197256233.638,667568192.676,4124176976.572,3524292984.971,299937120.08,207718108.695,92219011.385,9120077.554,387639.428,1200340.537,1108563.439,91777.098,750672650.009,10769605.401,7141339.555,113333.689,,7028005.866,,3628265.846,,,3628265.846,,1974797824.269,,1072053066.504,902744757.765,477407727.693,9262841.136,5173826.494,462971060.063,503824548.724,26056786.373,21869269.373,,4187517,30000,27000,1935808.869,1935808.869,,5208557.556,99071.667,2738.284,5106747.605,7016071.58,7016071.58,,462204847.069,85522536.969,9030100,23734500.007,814620,343103090.093,1345477.277,,,,,,74617.599,,221000,1049859.678,3102864.542,92956578.335,,,92956578.335,,,,,,,,,,128710000,88720000,,4160000,35830000,892422690075,,,,,,,420511500,573498225,567386775,6111450,723778015050,94371133725,77745217500,34274542500,517387121325,54507840300,113142825000,
1858,"Акционерное общество Страховая компания ""Армеец""",17955570.67624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4977484.24382,2715886.23296,,,,70095.399,,2645790.83396,2261598.01086,297801.3455,9244.38536,1954552.28,12978086.43242,9766222.16995,865562.98384,865562.98384,,,,,,,24000,,,,,,,,,,,,6519871.16706,176921.77373,,6342949.39333,2356788.01905,2129678.42913,223845.9694,3263.62052,3185038.269,10000,10000,,,,7498.8,,,,2628.995,2628.995,,,,,,3154610.474,2500,,,,3152110.474,10300,,,,10300,,,,,,,26825.99347,,,26825.99347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",543828006.47332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25226109.50675,23711909.50675,17394645.979,1690,,,,6315573.52775,1514200,,,1514200,518601896.96657,512132655.04205,23733306.5485,23733306.5485,,,,840,,840,481238207.18604,,,,,,,,,,,,5084281.3722,,,5084281.3722,2076019.93531,1859152.81424,179056.76466,37810.35641,6448192.64105,487700,487700,,,,,1000,,1000,,,,,2039181.79126,2039181.79126,,3920310.84979,,,,,3920310.84979,,,,,,,,,,,,21049.28347,,,21049.28347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,"Общество с ограниченной ответственностью ""Медицинская страховая компания ""ИНКО-МЕД""",4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4385,,,,,,,,4385,,4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",72533409.33453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23472439.2289,20259864.1939,,,,50455,,20209409.1939,3212575.035,2734837.802,3390.015,474347.218,49060970.10563,39610188.82971,8368133.471,8368133.471,,,,17472.05,,17472.05,6996.82926,,,,,,,,,,,,8909645.18933,3294786.86689,58137.36971,5556720.95273,22307941.29012,21288740.12482,806776.9023,212424.263,7873144.1884,273000,273000,,,,,5800,,5800,,,,,6093305,24500,6068805,1481039.1884,1399.721,,167600,,1312039.4674,20000,,,,,,,,20000,,,1577637.08752,,,1577637.08752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,"Акционерное общество ""Страховая компания АСКО-Центр""",82329296.87475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8214931.02076,5300183.42676,,,,,,5300183.42676,2914747.594,,,2914747.594,74114365.85399,73984702.92899,44203931.96026,44203931.96026,,,,,,,14800000,24705.054,,,,,,24705.054,,,24705.054,,9564566.61049,,,9564566.61049,5391499.30424,4814118.11642,246193.60791,331187.57991,129330,,,,,,,,,,,,,,,,,129330,,,,,129330,,,,,,,,,,,,332.925,,,332.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,"Общество с ограниченной ответственностью ""Страховая компания ""Инертек""",311957.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6840,6840,,,,6840,,,,,,,305117.512,305117.512,,,,,,,,,135850,,,,,,,,,,,,168500,,,168500,767.512,,,767.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,"Акционерное общество ""АльфаСтрахование""",2493541451569.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18612544419.85,2939720652.03,,4142025.81,35390000,786308105.77,,2113880520.45,15672823767.82,1294377784.51,13280573500.89,1097872482.42,73043937829.75,28180352920.05,1135787025.12,1135787025.12,,137088601.36,2873703878.22,308739493.18,132723939.08,176015554.1,5182412667.8,138032869.42,65491197.2,,,65491197.2,,72541672.22,,,72541672.22,,16529988228.26,156107665.79,3222474751.98,13151405810.49,1874600156.69,1611346408.18,43917267.56,219336480.95,39245854264.61,447393056.33,447393056.33,,,,36474364647.35,1139334468.11,739619145.03,399715323.08,28787936.95,28787936.95,,,67012011.66,49452363.27,17559648.39,1083842761.46,249824745.62,12687600,61719049.16,41430529.31,718180837.37,5119382.75,,381726.91,,,,287371.9,962.64,192000,4257321.3,1438838516.15,4178892128.94,3545379596.14,599631.47,632912901.33,,,,,,,,,,333425000,239690000,19855000,9910000,63970000,2401551544320,1001384679424,47775744,1001336903680,436899840,436899840,,159782912,4195540992,4187041792,8499200,1351115722752,48425463808,456909619200,146009481216,699771158528,9552281600,34706636800,
2346,"Акционерное общество ""Объединенная страховая компания""",12675194749.86139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44156859.55279,20564191.35957,,,,3233596,,17330595.35957,23592668.19322,709053.02201,11497959.02765,11385656.14356,106360570.3086,89956797.57185,29873897.89716,29253330.43391,620567.46325,16560,3550,867345.92,518297.17,349048.75,1062149.75344,36850.76694,,,,,,36850.76694,,,36850.76694,,41903306.01639,17117640.57329,168718.12636,24616947.31674,16193137.21792,5954098.38996,1529443.66505,8709595.16291,11871815.89456,936300,936300,,,,1134153.984,862093.8,474050.1,388043.7,4000,,,4000,2778429.56092,307724.90212,2470704.6588,6094598.40587,14975.84587,,15000,5000,6059622.56,62240.14377,,,,,,,,46000,16240.14377,,4531956.84219,13886.739,,4518070.10319,,,,,,,,,,7435000,5175000,50000,230000,1980000,12517242320,,,,,,,,125806592,94746624,31059968,12391435728,657367040,4410050000,508723200,6815295488,,,
2353,"Общество с ограниченной ответственностью ""Страховая компания ""Сибирский Дом Страхования""",21605272.20426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19046889.76823,1580429.77807,,,,,,1580429.77807,17466459.99016,4099,,17462360.99016,2558382.43603,2256034.84503,1517432.70873,1517432.70873,,,,,,,,,,,,,,,,,,,375993.05616,,,375993.05616,362609.08014,,,362609.08014,286547.591,6000,6000,,,,,,,,,,,,,,,152547.591,,,,,152547.591,128000,,,,,,,,,128000,,15800,,,15800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",25858764632.23247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832662315.78797,320220509.00823,77014887.52,,10174000,2531825.453,,230499796.03523,1512441806.77974,2825236.116,,1509616570.66374,1678855740.4445,1361376931.64043,70047059.31107,70047059.31107,,2059269.63137,,49839687.26442,12205167.94158,37634519.32284,109855173.73298,7509036.24514,6101974.95214,5879833.33914,,222141.613,,1407061.293,1407061.293,,,,854018643.41081,63930156.53673,210367581.03168,579720905.8424,268048062.04464,264461234.09821,207234.71682,3379593.22961,275438507.66011,18173961.28,18173961.28,,,,36120,102601788.8007,,102601788.8007,,,,,87293269.1731,13660240.59199,73633028.58111,67329368.40631,10529832.32721,,,303929.26,56495606.8191,4000,,,,,,,,,4000,34559500.27368,7480800.87028,4310.45268,,7476490.4176,,,,,,,,,,10710000,6270000,140000,820000,3480000,22336536576,,,,,,,88975360,1066448896,1053452288,12996608,21181112320,1212702720,6336716800,452608000,13179084800,,,
