"Сведения о страховых премиях (взносах) по договорам страхования, заключенным при участии посредников (кроме договоров страхования, заключенных путем обмена информацией в электронной форме), тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",12296873.53434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1920695.45881,1445898.89075,0,0,474796.56806,4620996.38271,4363364.87335,3015186.55181,268.848,23132.67254,17128.6754,283002.55299,1301.03784,0,322522.11302,700822.42175,152127.12566,51692.84697,0,5434.23808,18023.24328,8275.28932,2376.80332,61473.18144,4891.52325,1299.71315,104204.67055,,5720119.83527,17473.78687,17588.07068,
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",837398.91985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14601.97061,11636.97387,0,0,2964.99674,822796.94924,776104.84978,774128.19161,0,0,0,0,0,0,1976.65817,0,46692.09946,46692.09946,0,0,0,0,0,0,0,0,0,,0,0,0,
3229,"Акционерное общество ""Страховая бизнес группа""",784062.1802299999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,83750.84664,15759.59474,0,0,67991.2519,687286.13986,640680.17488,0,567.68,31.4,0,16463.85179,0,0,623296.80759,428.11245,46533.80408,0,0,265.433,529.13154,0,6856.05,38551.44354,261.746,0,72.1609,,0,4809.51278,8215.68095,
3300,"Акционерное общество Страховая группа ""Спасские ворота""",203883.80365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,53588.1924,22314.37212,0,0,31273.82028,149610.80909,147014.2056,17169.14843,0,0,0,115630.71525,0,0,225.22062,13989.1213,2122.22259,0,0,0,0,0,0,2122.22259,0,0,474.3809,,684.80216,0,0,
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",645849.4580900001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,177228.46385,20731.5078,0,0,156496.95605,468620.99424,435959.46083,0,0,0,354456.32663,6126.17752,0,0,66993.54893,8383.40775,20772.12114,0,0,0,0,11252.68239,0,9519.43875,0,11884.80748,4.60479,,0,0,0,
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",61573824.039790004,20380468.24406,20371831.36748,18969977.18318,10275037.66424,2716321.77716,5978617.74178,0,0,1401854.1843,0,0,1401854.1843,0,0,8636.87658,0,0,0,0,0,0,8636.87658,0,,8636.87658,0,0,0,0,0,41193355.79573,685344.24466,0,0,40508011.55107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",298781.89400000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,211910.88088,211910.88088,0,0,0,86871.01312,55692.72725,0,0,0,0,0,0,0,0,55692.72725,8229.00835,0,0,0,0,0,0,8229.00835,0,0,22949.27752,,0,0,0,
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",4111184.92386,3973484.7821,3973484.7821,3321552.29079,456622.81684,2614412.34572,238208.655,12308.47323,0,651932.49131,84920.47457,0,557754.83474,9257.182,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,137700.14176,225.593,0,0,137474.54876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",5926.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5926.139,0,0,0,5926.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",15895.78334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15895.78334,12532.58334,0,0,18053.9525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285255.91365,0,0,,0,0,0,
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",2690011.6085200002,2325826.39353,112554.997,7398.339,0,0,5662.09,1736.249,0,105156.658,0,0,47713.302,57443.356,0,2213271.39653,1435.204,0,0,0,0,1435.204,2211836.19253,0,,2012143.60088,0,199692.59165,333959.01379,4657.99,329301.02379,30226.2012,28711.2342,0,0,1514.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",152060660.11003003,151756054.72565,70246476.63746,56238756.29941,0,381122.59094,55857633.70847,0,0,14007720.33805,0,2045798.96982,11959012.49743,2908.8708,0,81509578.08819,75894212.69056,74023615.56658,0,1870597.12398,0,0,5615365.39763,0,,5615365.39763,0,0,0,0,0,304605.38438,304253.53484,0,0,351.84954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3748,"Акционерное общество ""Русский Стандарт Страхование""",3956430.2556100003,3359647.94321,3359647.94321,3359522.26479,-27112.31201,2912353.85877,1396.10321,463602.80693,9281.80789,125.67842,0,0,125.67842,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,596782.3124,238642.59725,0,0,358139.71515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",615613.2266200001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,216554.25338,212505.35338,0,0,4048.9,399058.97324,198225.31339,195705.30271,0,0,281.399,3.51,0,0,1673.65325,561.44843,200687.78961,0,0,0,0,0,0,179389.78961,21298,0,145.87024,,0,0,0,
3799,Общество с ограниченной ответственностью «Страховой Дом «БСД»,636302.89578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,113892.42365,362.755,0,0,113529.66865,522410.47213,37426.38728,4712.39008,0,0,0,17735.10899,0,0,13782.36025,1196.52796,470817.67102,126.94643,0,0,0,0,0,466788.89072,3901.83387,0,14166.41383,,0,0,0,
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",11487.28795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,11487.28795,6298.88972,0,0,0,0,0,0,0,6298.88972,0,5188.39823,0,0,0,0,0,440,4748.39823,0,0,0,,0,0,0,
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",28111.06067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,28111.06067,0,0,0,0,0,0,0,0,0,0,3857.80895,0,0,0,0,0,0,893.5,2964.30895,0,24253.25172,,0,0,0,
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",16428981.269129999,15991614.32907,11301949.47157,11174767.66621,0,26239.10428,11148528.56193,0,0,127181.80536,0,-124.31994,127306.1253,0,0,4689664.8575,4287952.7086,307759.14767,0,3980193.56093,0,0,401712.1489,0,,401712.1489,0,0,23269.23954,0,23269.23954,414097.70052,409368.62153,0,0,4729.07899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",40205023.11186,40203019.61405,38878185.25728,36557605.63306,3437326.81019,0,33120274.66787,4.155,0,2320579.62422,0,0,2320573.55302,6.0712,0,1324834.35677,1319150.50322,-20.3116,0,1319170.81482,0,0,5683.85355,0,,5683.85355,0,0,2,0,2,2001.49781,2001.49781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",7617.19419,7482.55407,7267.00392,0,0,0,0,0,0,7267.00392,0,0,7267.00392,0,0,215.55015,0,0,0,0,0,0,215.55015,0,,215.55015,0,0,0,0,0,134.64012,134.64012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",4501346.8867,987902.78692,65980.01082,53466.21347,0,0,52938.84408,0,527.36939,12513.79735,0,0,2888.39496,0,9625.40239,921922.7761,513903.29364,505860.973,0,8042.32064,0,0,408019.48246,0,,408019.48246,0,0,143.76692,0,143.76692,3513300.33286,61132.6963,0,0,3452167.63656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",1500603.12301,1500603.12301,1500603.12301,1241497.6,41312,0,1200185.6,0,0,259105.52301,0,0,239669.12401,19436.399,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",414246.63975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,103154.38459,100181.6758,0,0,2972.70879,311092.25516,286395.95445,3765.028,0,16503.62582,0,0,8199.04678,0,20907.71343,237020.54042,24541.7173,0,0,8483.30115,0,0,37.95,16020.46615,0,0,154.58341,,0,0,0,
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",160173.18965000001,138793.8983,0,2198,0,0,2198,0,0,127711.56094,0,0,127711.56094,0,0,0,0,0,0,0,0,0,8884.33736,0,,8884.33736,0,0,0,0,0,21379.29135,21379.29135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",38324527.0203,38287759.16198,30691722.73772,26750710.03981,0,3220390.94368,23527155.03557,3164.06056,0,3941012.69791,0,0,3751481.56875,189531.12916,0,7596036.42426,6289949.23482,6292511.50082,0,-2562.266,0,0,1306087.18944,472200.38465,,821547.41335,12339.39144,0,0,0,0,36767.85832,31378.33103,0,0,5389.52729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,623969.51768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,356464.3586,179478.41266,0,0,176985.94594,267505.15908,256232.06145,61984.07888,1285.58883,0,0,0,0,0,169651.04414,23311.3496,4831.62074,16.8,0,0,0,0,0,4814.82074,0,0,6441.47689,,0,0,0,
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",53675.27019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,53675.27019,0,0,0,53675.27019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3947,Акционерное общество «Страховая компания ГАРДИЯ»,59120.35384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,59120.35384,58972.85384,381.23526,0,0,29877.313,9569.17193,0,0,19145.13365,0,147.5,0,0,0,0,0,97.5,50,0,0,0,,0,0,0,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",1464037.6221600003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,600312.74617,223647.36222,0,0,376665.38395,719809.07681,595987.34796,258262.78942,0,0,4484.49657,239915.55334,9954.49982,3143.20915,39695.37555,43674.63326,74203.14489,525.02295,0,0,9494.42387,0,14796.95107,46785.57788,2601.16912,62.1,49556.48396,,143915.79918,0,0,
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",4671.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,4671.25,350,0,0,0,0,0,0,0,350,0,4321.25,0,0,0,0,0,2122.35,2198.9,0,0,0,,0,0,0,
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",29402503.22955,28061021.90657,23172163.47534,18691444.44033,0,5329092.20815,12805787.23414,556564.99804,0,4480719.03501,0,51270.83356,4429053.50544,394.69601,0,4888858.43123,4769401.3592,4589669.97742,66099.57787,0,113631.80391,0,119457.07203,0,,93444.77829,26012.29374,0,10764.52179,0,10764.52179,1330716.80119,924115.38855,0,0,406601.41264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",12003652.07328,9462335.64046,5879442.59931,2768470.8909,0,657430.12138,2030785.26087,517.29287,79738.21578,3110971.70841,0,0,1941260.59497,2285.85578,1167425.25766,3582893.04115,230712.00129,224157.10269,0,1892.45915,0,4662.43945,3352181.03986,617219.29543,,2734304.64145,0,657.10298,316468.68649,0,316468.68649,2224847.74633,878092.7551,5999.1297,0,1346754.99123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3987,"Акционерное общество «Инлайф страхование жизни""",2596927.67468,2596927.67468,2595427.67468,2556027.67468,1612258.698,449037.80868,494731.168,0,0,39400,0,0,39400,0,0,1500,1500,0,0,1500,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",120450.04086000001,117298.71188,117298.71188,949.834,0,0,949.834,0,0,116348.87788,0,0,116348.87788,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2242.47268,0,2242.47268,908.8563,908.8563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",46700.59468,43505.79043,40051.4554,0,0,0,0,0,0,40051.4554,0,0,40051.4554,0,0,3454.33503,0,0,0,0,0,0,3454.33503,0,,3454.33503,0,0,0,0,0,3194.80425,3194.80425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",3435087.26724,3291207.47148,3291207.47148,2243534.47213,252248.81516,1286475.35934,704810.29763,0,0,1047672.99935,64622.99978,0,983049.99957,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,143879.79576,143726.24503,0,0,153.55073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4014,Акционерное общество «Страховая компания «Ю-Лайф»,3873008.8865,3820124.88076,1780654.46787,1762759.31997,0,0,1750597.22892,12162.09105,0,17895.1479,0,0,17847.59375,47.55415,0,2039470.41289,1847451.06151,1847451.06151,0,0,0,0,192019.35138,0,,192019.35138,0,0,77.92972,0,77.92972,52806.07602,22704.94903,0,0,30101.12699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4079,Общество с ограниченной ответственностью «РБ Страхование Жизни»,16696148.731250001,14657679.47822,1044666.99519,143797.20977,0,139061.70977,4735.5,0,0,900869.78542,0,242145.83108,658723.95434,0,0,13613012.48303,13447663.70877,709758.3948,0,12737905.31397,0,0,165348.77426,0,,165348.77426,0,0,0,0,0,2038469.25303,147353.71748,0,0,1891115.53555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4104,"Общество с ограниченной ответственностью ""Дефанс Страхование""",720653.1764700001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,562057.71178,562057.71178,0,0,0,158595.46469,7940.9414,-301.97853,0,0,0,0,0,0,0,8242.91993,6084.80161,0,0,0,0,0,0,6084.80161,0,0,144569.72168,,0,0,0,
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,11722155.39,7140061.9318,6473688.36816,981636.75848,0,5881.43843,970971.96625,4783.3538,0,5492051.60968,0,6919.94703,5461797.69935,23333.9633,0,666373.56364,0,0,0,0,0,0,666373.56364,0,,666373.56364,0,0,116900.08248,0,116900.08248,4465193.37572,4231441.43872,0,0,233751.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",11275.46026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11275.46026,28705.05498,0,0,68749.72039,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,57.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,57.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.618,,0,0,0,
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",919757.27408,874080.27977,104477.36489,0,0,0,0,0,0,104477.36489,0,102693.20984,1784.15505,0,0,769602.91488,0,0,0,0,0,0,769602.91488,0,,766460.11488,0,3142.8,0,0,0,45676.99431,45331.26831,0,0,345.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",716808.72527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,716808.72527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716808.72527,0,,0,0,0,
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",13936.51557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,13936.51557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13936.51557,0,,0,0,0,
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",316287.83971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,316287.83971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316287.83971,0,,0,0,0,
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",125182.34135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,22281.36493,13195.17213,0,0,16819.65298,102900.97642,94169.08613,12042.24878,763.75,0,9174.39305,95.34882,0,0,62393.05735,10464.03813,6887.83675,0,0,4,4066.22075,6,0,2047.866,0,1266,578.05354,,0,0,0,
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",23729608.37635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4794407.46493,3037218.3545,0,0,1757189.11043,18931588.36071,17050574.09483,1742210.37556,57045.079,316606.53249,113800.21856,136691.44544,81297.90345,67062.7216,1850747.70863,12752174.8317,1000160.10247,9749.58975,1237.92081,80795.70308,18175.42621,15565.13662,5273.14545,836089.84394,33273.33661,187378.116,693476.04741,,0,2715.12849,897.42222,
4334,Общество с ограниченной ответственностью Страховая компания «АСТК»,546390.21361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,546390.21361,120499.50032,0,0,0,0,2032.75736,0,0,118466.74296,0,0,0,0,0,0,0,0,0,0,425890.71329,0,,0,0,0,
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,10361544.514139999,10212807.51787,6967404.07482,6926613.09146,0,0,6926233.21846,0,379.873,809.40836,0,0,809.40836,0,0,3245403.44305,3245403.44305,3245403.44305,0,0,0,0,39981.575,0,,39981.575,0,0,0,0,0,148736.99627,95185.21244,0,0,53551.78383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,2071778.46279,2069660.96373,340477.12621,83593.63134,0,4927.554,78046.07734,0,620,256883.49487,100,0,256783.49487,0,0,1729183.83752,1681790.64452,1680740.64452,0,1050,0,0,47393.193,0,,47393.193,0,0,0,0,0,2117.49906,1940.15906,0,0,177.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4380,Общество с ограниченной ответственностью РНКБ Страхование,170088.02814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,84641.07345,84641.07345,0,0,0,85446.95469,65427.81804,2668.64392,0,0,0,0,0,0,31751.81134,31007.36278,0,0,0,0,0,0,0,0,0,0,20019.13665,,0,0,0,
4404,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «СТРАХОВАЯ КОМПАНИЯ «ХАТХОР»,373.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,373.5,0,0,
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
