"Сведения о вознаграждении посредникам, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",120328.57205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607.25168,2027.11732,0,0,580.13436,117721.32037,113145.70437,112758.94846,0,0,0,0,0,0,386.75591,0,4575.616,4575.616,0,0,0,0,0,0,0,0,0,,0,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",203049.0829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19335.10909,1539.77806,0,0,17795.33103,183127.76265,175466.17901,0,66.999,4.68,0,5967.03365,0,0,169384.17261,43.29375,7660.43651,0,0,1.01,0,0,109.375,7522.71501,27.3365,0,1.14713,,0,170.44594,415.76522,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",38893.46766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12032.6502,5201.62981,0,0,6831.02039,26710.68302,26504.00192,1439.40854,0,0,0,21801.69064,0,0,103.93391,3158.96883,144.9061,0,0,0,0,0,0.9,144.0061,0,0,61.775,,150.13444,0,0,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",15569.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9730.23818,8154.61007,0,0,1575.62811,5839.56982,4507.19269,0,0,0,0,0,0,0,2417.72458,2089.46811,921.95701,0,0,0,0,897.39695,0,24.56006,0,382.49996,27.92016,,0,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",14186603.51022,14075624.14487,14075624.14487,14037073.53244,76849.58572,13893191.39784,67032.54888,0,0,38550.61243,0,0,38550.61243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110979.36535,109789.25969,0,0,1190.10566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",866955.4193699999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810907.70402,810907.70402,0,0,0,56047.71535,39468.03174,0,0,0,0,0,0,0,0,39468.03174,5991.55588,0,0,0,0,0,0,5991.55588,0,0,10588.12773,,0,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",1344307.30523,1266774.16845,1266774.16845,1231360.05879,13521.1606,1208517.08979,6594.3964,2727.412,0,35414.10966,0,0,35063.78466,350.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77533.13678,0,0,0,77533.13678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",14237.9405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14237.9405,0,0,0,14237.9405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",122023.73606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21676.76886,10244.05,0,0,11432.71886,100346.9672,1.4,0,0,0,0,0,0,0,0,1.4,100345.5672,0,0,0,0,0,0,0,100345.5672,0,0,,0,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",240278.70623,222184.63718,10289.73505,5233.42005,0,0,32.666,5200.75405,0,5056.315,0,0,943.988,4112.327,0,211894.90213,9.696,0,0,0,0,9.696,211885.20613,0,0,203695.84813,0,8189.358,13867.6032,500.4,13367.2032,4226.46585,4187.52301,0,0,38.94284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",748130.1899600001,748107.93688,724005.34825,660527.85141,0,618792.98058,41734.87083,0,0,63477.49684,0,1469.21474,62008.2821,0,0,24102.58863,23082.37102,11310.97743,0,11771.39359,0,0,1020.21761,0,0,1020.21761,0,0,0,0,0,22.25308,11.999,0,0,10.25408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",223854.7662,116559.57915,116559.57915,116559.57915,-95.28,59105.60753,35.9676,56910.95955,602.32447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107295.18705,41668.99592,0,0,65626.19113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",105820.43785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40404.03141,40404.03141,0,0,0,65416.40644,27906.2373,22925.04965,0,0,0,0.208,0,0,4797.60029,183.37936,37430.54178,0,0,0,0,0,0,36800.54178,630,0,79.62736,,0,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",96515.60730999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9290.6173,112.7241,0,0,9177.8932,87224.99001,4300.67222,605.59164,0,0,0,2217.66653,0,0,1337.98838,139.42567,81029.47007,23.64242,0,0,0,0,0,80870.86248,134.96517,0,1894.84772,,0,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",1765.91116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765.91116,941.7427,0,0,0,0,0,0,0,941.7427,0,824.16846,0,0,0,0,0,0,824.16846,0,0,0,,0,0,0,0
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",4518.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4518.0284,0,0,0,0,0,0,0,0,0,0,598.1066,0,0,0,0,0,0,154.91,443.1966,0,3919.9218,,0,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",109181.26499,69902.61191,57931.18602,50909.2492,0,31587.04039,19322.20881,0,0,7021.93682,0,39.12714,6982.80968,0,0,11971.42589,7614.21657,4194.77139,0,3419.44518,0,0,4357.20932,0,0,4357.20932,0,0,183.2441,0,183.2441,39095.40898,39085.74465,0,0,9.66433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",847448.62115,847380.18402,832422.08642,593165.35953,349892.48253,0,243272.46935,0.40765,0,239256.72689,0,0,238385.58153,871.14536,0,14958.0976,12986.53477,0,0,12986.53477,0,0,1971.56283,0,0,0,1971.56283,0,0,0,0,68.43713,68.43713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",831.11079,789.19728,783.37183,2.82031,0,2.82031,0,0,0,780.55152,0,0,780.55152,0,0,5.82545,0,0,0,0,0,0,5.82545,0,0,5.82545,0,0,0,0,0,41.91351,41.91351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",88632.29678,5743.98033,475.9967,218.43217,0,0,0,0,218.43217,257.56453,0,0,20.33661,0,237.22792,5267.98363,46.88018,0,0,46.88018,0,0,5221.10345,0,0,5221.10345,0,0,0,0,0,82888.31645,4624.24629,0,0,78264.07016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",20422.93676,19838.42635,19838.42635,2134.56384,725.15,-1643.24616,3052.66,0,0,17703.86251,0,0,15350.12501,2353.7375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584.51041,580.28541,0,0,4.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",68080.60424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21364.16734,20778.54182,0,0,585.62552,46716.4369,38677.19054,655.6682,0,5.9612,0,0.6,1017.3042,0,2094.5001,34903.15684,8010.30576,0,0,1.8,0,0,1.19543,8007.31033,0,0,28.9406,,0,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",6758.29411,5618.76621,5354.91475,67,0,0,67,0,0,5287.91475,0,0,5287.91475,0,0,263.85146,0,0,0,0,0,0,263.85146,0,0,263.85146,0,0,0,0,0,1139.5279,1139.5279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",2548759.94807,2544843.05053,2515000.58297,2441511.10935,0,2403445.90408,38042.70665,22.49862,0,73489.47362,0,0,72051.75778,1437.71584,0,29842.46756,32261.49285,32462.44853,0,-200.95568,0,0,-2419.02529,-435.93663,0,-2257.93218,274.84352,0,0,0,0,3916.89754,3718.91196,0,0,197.98558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",54536.3389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26335.72095,4907.39624,0,0,21428.32471,28200.61795,27301.5813,9473.1739,63.98617,0,0,0,0,0,15657.89115,2106.53008,557.18334,0,0,0,0,0,0,557.18334,0,0,341.85331,,0,0,0,0
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",3833.80847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3833.80847,0,0,0,3833.80847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,4460.43148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4460.43148,2051.17275,0,0,0,0,2007.02288,0,0,44.14987,0,2215.84933,107.8861,0,0,0,0,1828.44873,279.5145,0,0,193.4094,,0,0,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",335545.13326000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200505.7427,145568.26607,0,0,54937.47663,127652.23956,85543.27074,41091.12655,0,0,587.75311,13560.71763,3309.1068,2850.11778,10806.44363,16188.12302,20849.74817,34.77127,0,0,1026.37217,0,4681.42064,15070.02109,37.163,0,21259.22065,,7387.151,0,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",498.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.75,0,0,0,0,0,0,0,0,0,0,498.75,0,0,0,0,0,299.25,199.5,0,0,0,,0,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",1731232.1724099999,1550040.13903,1313406.92649,1210188.07129,0,1097557.30148,29270.1758,83360.59401,0,103218.8552,0,16652.8318,86555.08293,10.94047,0,236633.21254,197827.10794,170537.94237,99.78176,-6.14391,27195.52772,0,38806.1046,0,0,38522.75546,283.34914,0,0,0,0,181192.03338,166323.75043,0,0,14868.28295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",594063.78273,331498.68432,299919.59046,199516.95561,0,168535.40978,22852.83951,4.59594,8124.11038,100402.63485,0,0,55941.75777,120.31032,44340.56676,31579.09386,5578.79557,5512.59729,0,-30.29421,0,96.49249,26000.29829,0,0,25999.69105,0,0.60724,7451.39757,0,7451.39757,255113.70084,175113.18924,0,0,80000.5116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",158657.90324,158657.90324,157680.87733,156593.47231,6667.37132,146884.08962,3042.01137,0,0,1087.40502,0,0,1087.40502,0,0,977.02591,1654.8817,0,0,1654.8817,0,0,-677.85579,0,0,-677.85579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",1541.5825,1504.31558,1504.31558,3,0,0,3,0,0,1501.31558,0,0,1501.31558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.79703,0,36.79703,0.46989,0.46989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",2065.85705,1929.12634,1929.12634,0,0,0,0,0,0,1929.12634,0,0,1929.12634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.73071,136.73071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",558848.93601,558848.93601,558848.93601,536976.82465,6805.92515,506121.02759,24049.87191,0,0,21872.11136,0,0,21872.11136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,60784.04812000001,27411.48182,25380.15031,25310.11801,0,0,8308.10831,17002.0097,0,70.0323,0,0,70.0323,0,0,2031.33151,2031.25,2031.25,0,0,0,0,0.08151,0,0,0.08151,0,0,0.05688,0,0.05688,33372.50942,33281.9715,0,0,90.53792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4079,Общество с ограниченной ответственностью «РБ Страхование Жизни»,379907.45874000003,255504.57772,228534.86499,162016.31668,0,162016.31668,0,0,0,66518.54831,0,55283.84541,11234.7029,0,0,26969.71273,17465.55908,388.31012,0,17077.24896,0,0,9504.15365,0,0,9504.15365,0,0,0,0,0,124402.88102,91494.39839,0,0,32908.48263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",-215481.14181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-112114.7844,-112114.7844,0,0,0,-103366.35741,-41815.95528,-47881.53689,0,0,0,0,0,0,0,6065.58161,5919.70454,0,0,0,0,0,0,5919.70454,0,0,-67470.10667,,0,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,192340.96421,138363.9773,138363.9773,39631.08804,0,-8423.92196,48055.01,0,0,98732.88926,0,0,96703,2029.88926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7001.58819,53976.98691,50580.58457,0,0,3396.40234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",39871.95052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38730.05052,22837.24744,0,0,15892.80308,1141.9,0,0,0,0,0,0,0,0,0,0,1141.9,0,0,0,0,0,0,0,1141.9,0,0,,0,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,1973.09756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87944,1.87944,0,0,0,1971.21812,1157.21305,0,0,0,0,450.06759,0,0,707.14546,0,729.59767,0,0,0,0,0,296.644,432.95367,0,0,84.4074,,0,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",60744.28556999999,52503.13954,41835.16706,0,0,0,0,0,0,41835.16706,0,41773.541,61.62606,0,0,10667.97248,0,0,0,0,0,0,10667.97248,0,0,9470.97248,0,1197,0,0,0,8241.14603,6615.39603,0,0,1625.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",42428.89915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42428.89915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42428.89915,0,,0,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",2369.28733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2369.28733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2369.28733,0,,0,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",6269.68967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6269.68967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6269.68967,0,,0,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",36157.15885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9324.60859,4870.36504,0,0,4454.24355,26832.55026,25401.02281,1502.9636,0,0,68.89337,0,0,0,21000.70372,2828.46212,906.57943,0,0,15.84,257.12168,0,0,633.61775,0,208,316.94802,,0,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",15510613.04209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4208956.2598,1536556.4877,0,0,2672399.7721,11301436.33282,8575218.00728,644652.94169,13673.68033,107573.58518,29123.81745,285445.23911,95030.07172,88133.18695,972679.80632,6427038.86548,550472.55579,4139.38909,69.62,13745.61822,12862.15796,13724.59668,18254.96356,486089.22675,1586.98353,1758017.43529,417728.33446,,0,220.44947,0,0
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",42780.28761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42780.28761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42780.28761,0,,0,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,63770.87489000001,34580.26602,19539.75624,19204.55175,0,0,19204.55175,0,0,335.20449,0,0,335.20449,0,0,15040.50978,15040.50978,15040.50978,0,0,0,0,0,0,0,0,0,0,0,0,0,29190.60887,16804.65851,0,0,12385.95036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,53203.064040000005,53160.22353,23847.71859,21683.60347,0,-5002.5884,7537.40247,0,19148.7894,2164.11512,0,0,2164.11512,0,0,29312.50494,28974.26747,27457.92747,0,1516.34,0,0,338.23747,0,0,338.23747,0,0,0,0,0,42.84051,0,0,0,42.84051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,28619.5262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11797.57525,11797.57525,0,0,0,16821.95095,12276.11035,599.96197,0,0,0,0,0,0,6053.63907,5622.50931,0,0,0,0,0,0,0,0,0,0,4545.8406,,0,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
