"Сведения о cтраховых выплатах по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",99755.51913,5987.716,5987.716,5987.716,0,5987.716,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,93767.80313,86536.83099,,0,7230.97214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",32973.99039,5891.83924,5891.83924,2569.33924,0,2569.33924,0,0,0,3322.5,,0,0,0,3322.5,0,0,0,,0,0,,0,0,,0,0,,,,,27082.15115,3750.17475,,0,23331.9764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",420.64827,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,420.64827,420.64827,0,0,0,0,420.64827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",5471.694219999999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,4628.60794,4628.60794,,0,0,843.08628,202.0495,199.72074,0,0,0,0,0,0,0,2.32876,641.03678,0,0,0,0,0,0,0,0,641.03678,0,0,0,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",3.24125,3.24125,3.24125,3.24125,0,0,3.24125,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",9766.8081,3372.97716,52.75163,52.75163,0,0,52.75163,0,0,0,,0,0,0,0,3320.22553,2157.1721,2157.1721,,0,0,,1163.05343,0,,625.91572,537.13771,,,,,6393.83094,6393.83094,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",1240.25591,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,1240.25591,1240.25591,802.17432,0,0,438.08159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",161465.97925,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,155917.15098,155917.15098,0,0,0,155881.99094,0,35.16004,35.16004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5548.82827,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",564.323,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,12.74128,12.74128,,0,0,551.58172,0,0,0,0,0,0,0,0,0,0,551.58172,0,0,0,0,0,0,0,0,551.58172,0,0,0,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",3090.3022,-24.0768,-24.0768,-24.0768,0,-24.0768,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,3114.379,0,,0,3114.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,21.67402,21.67402,0,0,0,0,0,0,0,0,,0,0,0,0,21.67402,7.3064,7.3064,,0,0,,14.36762,0,,14.36762,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,1568.5419700000002,297.90764,297.90764,0,0,0,0,0,0,297.90764,,297.90764,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1270.63433,507.5,,0,763.13433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",449.53643,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,449.53643,449.53643,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,34497.35423,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1800,1800,,0,0,32697.35423,994.33804,0,0,0,0,838.27412,0,0,156.06392,0,31703.01619,0,0,0,0,0,0,0,634.92524,31068.09095,0,0,0,,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",54018.98269,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,58.76942,0,,0,58.76942,53960.21327,53683.88706,33040.029,0,0,0,3819.42334,7112.10041,0,9712.33431,0,276.32621,0,0,0,0,0,0,0,0,267.60045,8.72576,0,0,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",4305.5016,2367.21814,2367.21814,0,0,0,0,0,0,2367.21814,,2367.21814,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1938.28346,687.17077,,0,1251.11269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",5897.52623,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,5897.52623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5897.52623,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",9270.73714,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,9270.73714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9270.73714,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",38875.634,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,38875.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38875.634,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",33588.14056,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,33588.14056,33588.14056,17000.84125,0,0,0,0,0,0,16587.29931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",56565.91319,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,687.0991,416.12536,,0,270.97374,21736.44584,12731.05847,223.36789,0,242.18363,0,8105.23526,0,0,1648.92627,2511.34542,581.73019,0,0,0,0,0,0,0,0,581.73019,0,8.08057,8415.57661,,34142.36825,0,0
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",62989.99952,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,62989.99952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62989.99952,0,,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,2137.6745,2137.6745,0,0,0,0,0,0,0,0,,0,0,0,0,2137.6745,1887.6745,1887.6745,,0,0,,250,0,,250,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",14942.15623,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,14942.15623,994.59397,0,0,0,0,593.99955,0,0,400.59442,0,0,0,0,0,0,0,0,0,0,0,0,13947.56226,0,,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",471.42427,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,471.42427,309.62554,0,0,0,0,309.62554,0,0,0,0,161.79873,0,0,0,0,0,0,0,0,0,161.79873,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
