"Сведения о cтраховых выплатах по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
3799,Общество с ограниченной ответственностью «Страховой Дом «БСД»,901.03732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,901.03732,901.03732,56.43522,0,0,0,0,0,0,813.83172,30.77038,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",134540.10218,14535.36486,14535.36486,14535.36486,0,14535.36486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120004.73732,103823.17279,,,16181.56453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",15,15,15,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",13988.36089,7828.60733,341.61147,341.61147,0,341.61147,0,0,0,0,0,0,0,0,0,7486.99586,0,0,0,0,0,0,7486.99586,0,0,7486.99586,0,0,0,0,0,6159.75356,5645.64075,,,514.11281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",5224.94092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,5224.94092,5224.94092,0,0,4963.16524,0,0,0,0,261.77568,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",9935.94931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3202.13587,3202.13587,,,0,6733.81344,4541.81344,4462.45731,0,0,0,0,0,0,0,79.35613,2192,0,0,,0,0,0,0,0,2192,0,0,0,0,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",32.64829,32.64829,32.64829,32.64829,0,0,32.64829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",28942.71072,8286.6868,2541.25573,2541.25573,0,0,2541.25573,0,0,0,0,0,0,0,0,5745.43107,4786.03954,4786.03954,0,0,0,0,959.39153,127.84636,0,819.04517,12.5,0,0,0,0,20656.02392,19219.59542,,,1436.4285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,4164.38414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.55288,281.55288,,,0,3882.83126,3882.83126,3882.83126,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,-1206.18642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,-1206.18642,-1194.61803,0,0,0,-1194.61803,0,0,0,0,0,-11.56839,0,0,,0,0,0,0,0,-11.56839,0,0,0,0,0,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",684047.8588800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.4629,296.4629,,,0,2273,2273,2273,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,681478.39598,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",235.2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,235.2717,0,0,0,0,0,0,0,0,0,0,235.2717,0,0,,0,0,0,0,0,235.2717,0,0,0,0,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",2414.82633,2414.82633,1251.87293,0,0,0,0,0,0,1251.87293,0,0,1251.87293,0,0,1162.9534,762.63183,762.63183,0,0,0,0,400.32157,0,0,400.32157,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",11976.95737,11771.55112,958.80921,958.80921,0,958.80921,0,0,0,0,0,0,0,0,0,10812.74191,0,0,0,0,0,0,10812.74191,1845.8833,0,7012.81513,231.35073,1722.69275,205.40625,0,205.40625,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,"Акционерное общество «Инлайф страхование жизни""",4533.9562,4533.9562,2105.85886,2105.85886,1672.60307,433.25579,0,0,0,0,0,0,0,0,0,2428.09734,2428.09734,0,0,2428.09734,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",112.84434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.84434,112.84434,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,202.35277,62.35277,0,0,0,0,0,0,0,0,0,0,0,0,0,62.35277,40.39394,40.39394,0,0,0,0,21.95883,0,0,21.95883,0,0,0,0,0,140,140,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,"Общество с ограниченной ответственностью ""Дефанс Страхование""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",5191.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5191.383,5191.383,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,90455.27728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,90455.27728,90455.27728,0,0,0,0,90455.27728,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",66846.52094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,66846.52094,66129.01675,13555.76559,0,25378.47911,0,414.55649,0,0,26780.21556,0,717.50419,0,0,,0,0,0,0,0,717.50419,0,0,0,0,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",13304.42139,9008.58328,9006.85531,0,0,0,0,0,0,9006.85531,0,8838.80702,168.04829,0,0,1.72797,0,0,0,0,0,0,1.72797,0,0,1.72797,0,0,0,0,0,4295.83811,4295.83811,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,Общество с ограниченной ответственностью «Протекта Торговое Страхование»,27059.50704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,27059.50704,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,27059.50704,0,0,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",8563.34396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,8563.34396,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8563.34396,0,0,0,0,0
4293,Общество с ограниченной ответственностью «Страховая Компания Герса»,1988.36495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1988.36495,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1988.36495,0,0,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",51413.14725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,51413.14725,51413.14725,14658.65525,0,0,21689.8014,0,0,0,15064.6906,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",1141914.10357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6024.72016,3002.05642,,,3022.66374,958431.60173,610046.18856,0,23368.01719,9584.42213,5059.04356,0,105874.55373,100956.85916,466160.15195,0,110896.84799,0,0,,0,47528.45973,0,0,0,63368.38826,0,205691.81528,31796.7499,0,177457.78168,0,0
4334,Общество с ограниченной ответственностью Страховая компания «АСТК»,87325.81091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,87325.81091,10110.86176,0,0,0,0,10110.86176,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,77214.94915,0,0,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",4546.86233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,4546.86233,4546.86233,0,0,0,0,0,0,0,4546.86233,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,2217.58005,2217.58005,810.824,210.824,0,0,210.824,0,0,600,0,0,600,0,0,1406.75605,1406.75605,1406.75605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
4359,"Некоммерческая корпоративная организация Потребительское общество взаимного страхования ""Страховой дом ""Платинум""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",222350.5054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,222350.5054,130561.28926,1301.81579,0,0,1058.50944,45511.44302,0,0,82689.52101,0,4165.17399,0,0,,0,0,0,0,0,4165.17399,0,87624.04215,0,0,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",5025.82142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,5025.82142,3697.63732,3082.608,0,0,0,615.02932,0,0,0,0,1328.1841,0,0,,0,0,0,0,0,0,1328.1841,0,0,0,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
4382,"Некоммерческая корпоративная организация Потребительское общество взаимного страхования ""РТ - Взаимное страхование""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
