"Сведения о страховых премиях по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",34673.57684,31688.1665,31688.08844,24754.9602,23907.64213,828.96234,18.35573,0,0,6933.12824,,0,6933.12824,0,0,0.07806,0,0,,0,0,,0.07806,0,,0.07806,0,,,,,2985.41034,2985.41034,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",486.70497,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,486.70497,0,,0,486.70497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",1117.54861,987.19763,24.14668,0,0,0,0,0,0,24.14668,,0,24.14668,0,0,963.05095,3.46579,0,,3.46579,0,,959.58516,0,,959.58516,0,,,,,130.35098,130.35098,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",96057.64143,96057.64143,45964.2411,45964.2411,0,45964.2411,0,0,0,0,,0,0,0,0,50093.40033,5528.69223,5528.69223,,0,0,,44564.7081,0,,44564.7081,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",10.12467,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,10.12467,10.12467,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",5485.59536,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,5485.59536,2455.28474,0,0,0,0,1102.08355,0,0,1278.89717,74.30402,2990.23827,0,0,0,0,0,0,0,0,2990.23827,0,0,40.07235,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",143.40862,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,143.40862,72.57575,0,0,0,0,0,0,0,72.57575,0,70.83287,0,0,0,0,0,0,0,0,70.83287,0,0,0,,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",125911.63229,1258.23068,1258.23068,1258.23068,0,1258.23068,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,124653.40161,116195.62915,,0,8457.77246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",14202.584350000001,12313.43619,12313.43619,9006.40474,7369.40706,0,1517.2088,119.78888,0,3307.03145,,0,1765.99004,1541.04141,0,0,0,0,,0,0,,0,0,,0,0,,,,,1889.14816,1716.8459,,0,172.30226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",15324.289200000001,1798.74529,165.80384,172.75939,0,108.39489,1.19829,0,63.16621,-6.95555,,0,2.36967,0,-9.32522,1632.94145,359.73081,311.35128,,48.37953,0,,1273.21064,0,,1273.21064,0,,,,,13525.54391,7063.13481,,0,6462.4091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",382271.92167,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,380869.9083,380869.9083,0,0,40674.04061,0,334504.2857,0,0,5691.58199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1402.01337,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",18454.236,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1631.01828,1631.01828,,0,0,16823.21772,13974.6482,1189.37708,0,6301.09208,0,0,30,0,6056.53306,397.64598,2848.56952,0,0,0,0,0,0,0,13.87797,2834.69155,0,0,0,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",56.66458,56.66458,56.66458,56.66458,0,0,56.66458,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",49463.229170000006,20763.67623,3666.82063,3180.49599,0,0.81231,3179.68368,0,0,486.32464,,469.15889,11.42899,5.73676,0,17096.8556,13688.82131,13635.59904,,51.18346,2.03881,,3408.03429,332.45215,,2713.29436,362.28778,,,,,28699.55294,27252.02865,,0,1447.52429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",42634.43688,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,18389.98231,18389.98231,,0,0,24244.45457,23371.68408,2908.2449,0,0,0,9.67447,0,0,19631.89658,821.86813,596.02049,0,0,0,0,0,0,0,0,596.02049,0,0,276.75,,0,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",62385.78452,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,100,100,,0,0,21051.90858,13348.03109,1119.80124,0,0,750,2500,2872.46655,0,5100,1005.7633,7703.87749,0,0,0,0,0,250,0,430.5,2955.7633,4067.61419,0,0,,41233.87594,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",7517.68827,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,7517.68827,319.50169,0,0,0,0,0,0,0,319.50169,0,7141.80386,0,0,0,0,0,0,0,3856.57408,3285.22978,0,56.38272,0,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",2187.67316,339.27933,0,0,0,0,0,0,0,0,,0,0,0,0,339.27933,0,0,,0,0,,339.27933,0,,339.27933,0,,,,,1848.39383,1848.39383,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",7603.784,7603.784,7459.25441,7459.25441,6275.53862,1183.71579,0,0,0,0,,0,0,0,0,144.52959,144.52959,0,,144.52959,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",455.80636,455.80636,455.80636,455.80636,455.80636,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,1051.21817,777.66625,21.51781,0.3773,0,0,0.3773,0,0,21.14051,,0,21.14051,0,0,756.14844,270.57129,172.88428,,97.68701,0,,485.57715,0,,485.57715,0,,,,,273.55192,27.2052,,0,246.34672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",-10.89428,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,-10.40378,-10.40378,,0,0,-0.4905,-0.03316,0,0,0,0,0,0,0,0,-0.03316,0,0,0,0,0,0,0,0,0,0,0,0,-0.45734,,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,4563.87998,1994.59933,1994.59933,136.62902,136.62902,0,0,0,0,1857.97031,,1254.68428,603.28603,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,2569.28065,-638.61513,,0,3207.89578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",5728.64208,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,5728.64208,5728.64208,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,52683.656859999996,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,118.26994,118.26994,,0,0,52565.38692,18747.03889,0,0,0,0,11033.63341,0,0,7713.40548,0,33534.12085,0,0,0,0,0,0,0,21518.72747,12015.39338,0,284.22718,0,,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",37259.73704,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1695.1153,-1279.59966,,0,2974.71496,35564.62174,35861.46307,18995.60845,9.58031,82.8986,426.64053,5789.80971,-2544.11662,0,13101.04209,0,-6.61391,-1004.09672,-201.26337,0,0,-0.33763,0,0,0,741.64979,256.17065,0,-290.22742,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",19049.346980000002,15636.44591,15515.44323,0,0,0,0,0,0,15515.44323,,13735.90554,1779.53769,0,0,121.00268,0,0,,0,0,,121.00268,0,,121.00268,0,,,,,3412.90107,3040.90527,,0,371.9958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",202519.09788,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,202519.09788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202519.09788,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",28929.56732,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,28929.56732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28929.56732,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",163426.83981,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,163426.83981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163426.83981,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",145823.25346,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,145823.25346,142389.68154,2530.10522,412.79721,0,4494.01287,22184.89962,0,0,112767.86662,0,3433.57192,0,0,0,0,0,3393.69434,0,0,39.87758,0,0,0,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",165235.18886000002,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,46.47742,46.47742,,0,0,165188.71144,38955.12541,0,0,-69.28205,1301.46539,0,187.26915,113.29118,37535.67292,0,21226.73066,0,0,0,0,6.67197,10433.92125,993.0588,0,9793.07864,0,-141.029,105147.88437,,0,0,0
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",511061.71656,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,511061.71656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511061.71656,0,,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",1336.30923,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,1336.30923,1336.30923,0,0,0,0,1336.30923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,2487.94247,2487.65037,212.71902,203.10221,0,0,203.10221,0,0,9.61681,,0,9.61681,0,0,2274.93135,2211.99678,2211.85161,,0.14517,0,,62.93457,0,,62.93457,0,,,,,0.2921,0.2921,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,131.32,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,131.32,0,,0,131.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",187070.04813,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,187070.04813,150957.44864,1819.11015,2550.48925,0,8695.49077,11185.69641,0,0,120357.41076,6349.2513,9448.14122,0,0,0,0,0,1105.23218,0,0,5296.67364,3046.2354,22551.234,4113.22427,,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",2809.25548,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,2809.25548,1210.22211,193.55865,0,0,0,1016.66346,0,0,0,0,1599.03337,0,0,0,0,0,0,0,0,0,1599.03337,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,4334.93575,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,4334.93575,4334.93575,152.1842,0,0,0,0,0,0,4182.75155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
