"Сведения о страховых премиях (взносах) по договорам страхования, заключенным при участии посредников, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
3064,"Акционерное общество ""Боровицкое страховое общество""",803343.75295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,47032.15184,109943.84554,0,0,131755.16416,12819.48067,2337,162455.88815,0,0,0,40060.9987,0,0,25110.25689,1381.8835,10414.28067,0,0,0,0,0,2583.011,6776.31872,26006.76726,0,68.2,,743492.12044,0,0,
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",206956.70971000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,43823.33099,0,0,0,135470.25,163133.37872,162401.49872,0,0,0,0,0,0,0,0,162401.49872,731.88,0,0,0,0,0,0,731.88,0,0,0,,0,0,0,
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",23281279.602500003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4235660.59368,3587982.54147,0,0,647678.05221,8336734.94498,7951189.74875,5334666.63676,101.248,72626.70016,34992.52004,672009.63142,3875.1019,0,570948.12957,1261969.7809,207022.5127,35071.25565,0,14903.16575,29556.61661,42249.64465,7285.05307,72255.42997,5701.347,4765.98962,173756.69391,,10647208.77555,24300.36126,37374.92703,
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",1545128.8787500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,24543.98029,19967.73628,0,0,4576.24401,1520584.89846,1447631.9187,1444579.34569,0,0,0,0,0,0,3052.57301,0,72952.97976,72952.97976,0,0,0,0,0,0,0,0,0,,0,0,0,
3229,"Акционерное общество ""Страховая бизнес группа""",2014744.68321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,198101.00961,26059.49428,0,0,172041.51533,1792859.69479,1706223.76741,0,1810.31,45.4,0,46131.31227,0,0,1656817.92913,1418.81609,86429.99882,0,0,241.339,445.16554,0,9419.38034,75672.66531,452.45395,0,205.92856,,-11.74301,7647.01926,16148.70256,
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",32971.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,32971.5,0,0,0,32971.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3300,"Акционерное общество Страховая группа ""Спасские ворота""",235785.16077999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,123904.2321,57008.09154,0,0,118073.35102,105011.11952,103006.45547,32419.69707,0,0,0,276683.47656,0,0,3643.06061,32902.31612,1065.17287,0,0,0,0,0,14.50689,3926.2535,0,0,939.49118,,6848.95416,20.855,0,
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",374933.11791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,216213.68488,60893.18501,0,0,155320.49987,158719.43303,84347.96817,0,0,0,0,3046.12085,0,0,62093.94188,19207.90544,69131.07887,0,0,0,0,68716.15342,0,414.92545,0,5099.9995,140.38649,,0,0,0,
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",16303464.27622,0,0,54605872.32692,12133150.09146,30459405.85418,12013316.38128,0,0,3218064.41765,0,0,3218064.41765,0,0,0,0,0,0,0,0,0,30228.07942,0,,30228.07942,0,0,0,0,0,16303464.27622,1112038.5761,0,0,15191425.70012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",3482879.35004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3013774.30255,3013774.30255,0,0,0,469105.04749,280355.8132,0,0,0,0,0,0,0,0,280355.8132,44007.7344,0,0,0,0,0,0,44007.7344,0,0,144741.49989,,0,0,0,
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",7951241.548049999,7738701.95563,7738701.95563,6862042.7068,757809.86,5631051.89569,450518.612,22662.33911,0,876659.24883,0,0,858210.28777,18448.96106,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,212539.59242,590.61,0,0,211948.98242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",215907.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,215907.686,0,0,0,215907.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",344727.71904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,106233.75,93475.35,0,0,49782.9575,238493.96904,26,0,0,0,0,0,0,0,0,26,238467.96904,0,0,0,0,0,0,0,754932.40779,0,0,,0,0,0,
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",5300487.405219999,4572820.36939,189956.406,19486.458,0,0,8937.143,10549.315,0,170469.948,0,0,63435.386,107034.562,0,4382863.96339,2113.429,0,0,0,0,2113.429,4380750.53439,0,,4005658.68806,0,375091.84633,656025.14892,9233.167,646791.98192,71641.88691,69765.47791,0,0,1876.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",212502227.75068998,212450796.13981,106160975.14939,75367377.49446,0,5821424.61945,69545952.87501,0,0,30793597.65493,0,5510747.69295,25268155.86231,14694.09967,0,106289820.99042,88983059.63592,68936058.3061,0,20047001.32982,0,0,17306761.3545,0,,17306761.3545,0,0,0,0,0,51431.61088,41971.26505,0,0,9460.34583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3748,"Акционерное общество ""Русский Стандарт Страхование""",6201360.525669999,4699351.22301,4699351.22301,4698247.27309,-58357.22262,2811401.06526,27726.45637,1902367.43363,15109.54045,1103.94992,0,0,1103.94992,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1502009.30266,753058.41305,0,0,748950.88961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",1106303.4005399998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,353751.2831,353751.2831,0,0,0,752552.11744,336165.04524,315509.10794,0,0,175.44,134.953,0,0,18706.7142,1638.8301,415947.90519,0,0,0,8.1,0,0,390982.80519,25357,0,439.16701,,0,0,0,
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",1110073.78993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,138605.8208,1277.962,0,0,137327.8588,971467.96913,78673.38494,8729.43801,0,0,0,47331.58294,0,0,20037.60214,2574.76185,869430.81354,238.86299,0,0,0,0,72.8,866329.17563,2789.97492,0,23363.77065,,0,0,0,
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",29123.55954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,20.304,0,0,0,29123.55954,15229.73935,0,0,0,0,0,0,0,15229.73935,0,13893.82019,0,0,0,0,0,290,13603.82019,0,0,0,,0,0,0,
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",38787.6336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,38787.6336,0,0,0,0,0,0,0,0,0,0,5416.97661,0,0,0,0,0,0,1575.6,3841.37661,0,33370.65699,,0,0,0,
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",11343283.656580001,10362313.67091,6241596.35499,6017468.10407,0,152038.45819,5865429.64588,0,0,224128.25092,0,471.95986,223656.29106,0,0,4120717.31592,3346719.02452,436152.13924,0,2910566.88528,0,0,773998.2914,0,,773998.2914,0,0,46369.39288,0,46369.39288,934600.59279,924039.34402,0,0,10561.24877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",70936942.61568,70929116.78923,68996824.15143,63102089.3232,27205709.56885,0,35896375.68935,4.065,0,5894734.82823,0,49.78669,5893289.67214,1395.3694,0,1932292.6378,1911498.53965,-16.36864,0,1911514.90829,0,0,20794.09815,0,,20794.09815,0,0,32.7012,0,32.7012,7793.12525,7793.12525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",52164.43975,51540.07926,51040.40078,-39.14503,0,-39.14503,0,0,0,51079.54581,0,0,51079.54581,0,0,499.67848,0,0,0,0,0,0,499.67848,0,,499.67848,0,0,0,0,0,624.36049,624.36049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",6391782.05492,1141934.06731,43798.79539,21056.28512,0,0,18506.02726,0,2550.25786,22742.51027,0,0,3461.0699,0,19281.44037,1098135.27192,84125.85891,0,0,84125.85891,0,0,1014009.41301,0,,1014009.41301,0,0,206.97432,0,206.97432,5249641.01329,158738.72181,0,0,5090902.29148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",3499937.04374,3499288.60096,3499288.60096,2856112.194,238917.5,488.838,2616705.856,0,0,643176.40696,0,0,602216.01896,40960.388,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,648.44278,615.94278,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",217144.19223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,121883.31215,195086.1772,0,0,5466.00653,95260.88008,81180.89288,11264.838,0,33282.92223,0,27.48,16838.38109,0,42271.96928,464330.86314,13749.40875,0,0,10286.60199,0,0,58.875,75227.78008,0,0,330.57845,,0,0,0,
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",322212.46491,281885.48699,0,6928.179,0,0,6928.179,0,0,256355.49057,0,0,256355.49057,0,0,0,0,0,0,0,0,0,18601.81742,0,,18601.81742,0,0,0,0,0,40326.97792,40326.97792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",63013622.39535,62908823.96535,34307844.19169,28688630.6624,0,20683838.86076,7997793.40564,6998.396,0,5620987.96929,0,0,5281031.58089,339956.3884,0,28600979.77366,24977599.3664,24982050.1846,0,-4450.8182,0,0,3623380.40726,1325143.45833,,2268654.95359,29581.99534,0,0,0,0,104798.43,92882.55503,0,0,11915.87497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,1044020.8199400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,336432.51715,156059.82966,0,0,180372.68749,707588.30279,699133.705,208185.95203,1494.91493,0,68.4,0,0,0,467541.05414,21843.3839,6713.05212,62.598,0,0,0,0,0,6650.45412,0,0,1741.54567,,0,0,0,
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",99905.09334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,99905.09334,0,0,0,99905.09334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3947,Акционерное общество «Страховая компания ГАРДИЯ»,2785696.14604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2785665.67604,2504762.9743,190.61763,0,0,0,140032.87543,0,0,2364539.48124,0,271090.41689,469.07,0,0,0,0,27473.56306,243147.78383,0,0,9812.28485,,0,30.47,0,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",2583723.2503500003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1205197.39369,675577.42258,0,0,754367.62576,1004625.49918,676356.46545,465048.36216,0,0,9372.60786,123159.19304,109681.52769,99770.34271,80028.0972,114268.30188,135149.72869,1000.83804,0,0,23156.41195,0,34433.47906,105368.63928,13867.89776,110.7,193008.60504,,373900.35748,0,0,
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",5599.0747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,5599.0747,892.25895,0,0,0,0,0,0,0,892.25895,0,4706.81575,0,0,0,0,0,2514.70912,2192.10663,0,0,0,,0,0,0,
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",44771801.58765,43532629.61722,26320021.49809,22940039.56142,0,12363860.32376,8920576.12743,1655603.11023,0,3379981.93667,0,76808.68467,3297214.70212,5958.54988,0,17212608.11913,12225109.15552,11296987.00198,11195.72424,637499.78095,279426.64835,0,4987498.96361,705.84375,,4981598.92039,5194.19947,0,0,0,0,1239171.97043,1125237.18706,0,0,292689.6554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",21150097.35912,16219148.10902,7729260.38182,3343398.33987,0,1212258.51523,2045701.56685,433.93454,85004.32325,4385862.04195,0,0,2344700.31771,4389.19061,2036772.53363,8489887.72721,726603.02268,713065.02747,0,732.90882,0,12805.08639,7763284.70453,1513080.72856,,6249658.23473,0,545.74124,438213.40966,0,438213.40966,4492735.84044,1763283.99204,12109.2517,0,2729451.84841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
3987,"Акционерное общество «Инлайф страхование жизни""",8586782.90075,8586783.10075,8541997.47112,8446506.48512,3790806.322,3654267.84817,1001432.31495,0,0,95490.986,0,0,95490.986,0,0,44785.62963,46681.634,0,0,46681.634,0,0,-1896.00437,0,,-1896.00437,0,0,0,0,0,-0.2,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",238790.59906,232961.63088,232961.63088,2169.834,0,0,2169.834,0,0,230791.79688,0,0,230791.79688,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4144.25448,0,4144.25448,1684.7137,1684.7137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",108788.18314,101785.64038,82380.00511,0,0,0,0,0,0,82380.00511,0,0,82380.00511,0,0,19405.63527,0,0,0,0,0,0,19405.63527,0,,19405.63527,0,0,0,0,0,7002.54276,7002.54276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",5254740.31223,5254740.31223,5254740.31223,4141198.07284,495685.67465,1940200.86119,1705311.537,0,0,1113542.23939,80,0,1113462.23939,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4014,Акционерное общество «Страховая компания «Ю-Лайф»,3559564.42179,3386036.91123,2495639.44432,2473923.74879,0,0,2417181.73946,56742.00933,0,21715.69553,0,0,21622.62509,93.07044,0,890397.46691,477249.90318,476149.90318,0,1100,0,0,413147.56373,0,,413147.56373,0,0,374.78117,0,374.78117,173152.72939,109408.9964,0,0,63743.73299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4079,Общество с ограниченной ответственностью «РБ Страхование Жизни»,16223706.86901,14757678.49536,1989532.47516,891665.696,0,774411.921,117253.775,0,0,1097866.77916,0,649955.29665,447911.48251,0,0,12768146.0202,12325287.9739,728907.82399,0,11596380.14991,0,0,442858.0463,0,,442858.0463,0,0,0,0,0,1466028.37365,565191.93317,0,0,900836.44048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",788073.14254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,504920.33409,504920.33409,0,0,0,283152.80845,42293.60924,7525.72988,0,0,0,0,0,0,0,34767.87936,24982.55866,0,0,0,0,0,0,24982.55866,0,0,215876.64055,,0,0,0,
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,17407779.81207,15888489.81233,14401140.82151,896845.12823,0,-16905.16816,896687.3503,17062.94609,0,13504295.69328,0,22324.36057,13414136.91743,67834.41528,0,1487348.99082,0,0,0,0,0,0,1487348.99082,0,,1487348.99082,0,0,271217.82912,0,271217.82912,1248072.17062,893445.19826,0,0,354626.97236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",95823.04114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,95823.04114,121597.718,0,0,190791.96644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,30844.353669999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7.51777,7.51777,0,0,0,30836.8359,17693.98463,0,0,0,0,5930.15389,0,0,11763.83074,0,12409.06327,0,0,0,0,0,5764.35075,6644.71252,0,0,733.788,,0,0,0,
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",2435484.01723,2289477.1936,270989.21929,0,0,0,0,0,0,270989.21929,0,265756.68349,5232.5358,0,0,0,0,0,0,0,0,0,2018487.97431,0,,2010323.17431,0,8164.8,0,0,0,146006.82363,142366.34463,0,0,3640.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",1268535.55701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1268535.55701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268535.55701,0,,0,0,0,
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",96470.49608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,96470.49608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96470.49608,0,,0,0,0,
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",301278.16599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,301278.16599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301278.16599,0,,0,0,0,
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",446332.16466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,120504.37688,35819.72784,0,0,84684.64904,325827.78778,295097.74661,27580.37357,0,0,28398.28498,129.35,0,0,212794.93845,26194.79961,25507.08677,0,0,185.15,18845.84063,24,0,6452.09614,0,2663,2559.9544,,0,0,0,
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",48921090.99151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12505965.54718,8792447.32351,0,0,3713518.22367,36410796.14248,32556212.54171,2903277.16923,75200.85962,1167054.87113,158291.83829,469120.06448,299874.9862,249326.21979,3182891.27196,24300501.4808,2078734.18994,17157.86984,3551.33218,99916.35808,43935.62836,85892.49471,14355.81778,1678829.63998,135095.04901,619271.43862,1156577.97221,,0,4087.05189,242.24996,
4334,Общество с ограниченной ответственностью «АльфаСтрахование Торговые кредиты»,857085.41415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,857085.41415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857085.41415,0,,0,0,0,
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,17981067.64002,17684728.58943,12295858.76261,12131236.532,0,0,12131236.532,0,0,57153.51557,0,0,57153.51557,0,0,5388869.82682,5388869.82682,5388869.82682,0,0,0,0,107468.71504,0,,107468.71504,0,0,0,0,0,296339.05059,197325.02809,0,0,99014.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,5155228.18857,5154736.04557,969125.1012,726535.26388,0,11881.086,638633.04388,0,76021.134,242589.83732,0,0,242589.83732,0,0,4185610.94437,4055964.42125,4007977.42125,0,47987,0,0,129646.52312,0,,129646.52312,0,0,0,0,0,492.143,0,0,0,492.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
4380,Общество с ограниченной ответственностью РНКБ Страхование,255001.84371000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,95370.69805,95370.69805,0,0,0,159631.14566,126346.97845,6539.6518,0,0,0,0,0,0,68932.70829,50874.61836,0,0,0,0,0,0,0,0,0,0,33284.16721,,0,0,0,
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
