"Сведения о страховых премиях (взносах) по договорам страхования, заключенным при участии посредников, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
3064,"Акционерное общество ""Боровицкое страховое общество""",558436.46836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,116609.67526,52948.28078,0,0,63661.39448,119898.62405,102372.98896,67344.54725,0,0,0,20850.54876,0,0,13726.83606,451.05689,17500.63509,0,0,0,0,0,494.69497,2367.34595,14638.59417,0,25,,321928.16905,0,0,0
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",102520.06953000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,25928.17884,0,0,0,81248.07,76591.89069,76223.49069,0,0,0,0,0,0,0,0,76223.49069,368.4,0,0,0,0,0,0,368.4,0,0,0,,0,0,0,0
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",-123.39761999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,-59.22433,-68.22433,0,0,9,-64.17329,-24.62627,0,0,0,0,0,0,0,-16.61666,-8.00961,-39.54702,0,0,0,0,0,0,-1.67305,-37.87397,0,0,,0,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",8072739.7221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1148434.49643,1652661.90482,0,0,354691.39982,1606233.18631,1496372.27481,2295485.07763,0,55347.15365,23375.06776,272277.21986,1666.039,0,203887.92527,502029.36837,20431.28046,13488.9678,0,7510.80069,8626.25338,3689.4165,4562.85685,30512.00106,2751.786,222.34904,89207.282,,5288228.33923,12629.91604,17213.78409,0
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",712839.4129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12256.39451,9905.02172,0,0,2351.37279,700583.01839,670168.48327,668599.15793,0,0,0,0,0,0,1569.32534,0,30414.53512,30414.53512,0,0,0,0,0,0,0,0,0,,0,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",870900.9726299999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,114099.71318,11747.7693,0,0,102351.94388,744897.27513,705447.81156,0,779.87,38.4,0,25184.04543,0,0,679092.4317,353.06443,39376.28133,0,0,53.685,423.16554,0,7349.4,31233.89154,316.13925,0,73.18224,,0,3767.50013,8136.48419,0
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",15099.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15099.5,0,0,0,15099.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",165705.39464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,82576.78326,23304.58975,0,0,77384.18475,79800.67509,78612.18313,12822.98609,0,0,0,121646.57496,0,0,912.82111,13789.15821,756.36685,0,0,0,0,0,24.6,1679.36685,0,0,432.12511,,3307.08129,20.855,0,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",147436.01789000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,72032.70999,33105.84039,0,0,38926.8696,75403.3079,61487.64367,0,0,0,0,0,0,0,50605.72221,10881.92146,8749.57138,0,0,0,0,8426.42752,0,323.14386,0,5099.9995,66.09335,,0,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",53855758.64901,53224613.82926,53214277.57402,51937422.3803,4874884.4779,41763687.68996,5298850.21244,0,0,1276855.19372,0,0,1276855.19372,0,0,10336.25524,0,0,0,0,0,0,10336.25524,0,,10336.25524,0,0,0,0,0,631144.81975,525469.09108,0,0,105675.72867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",1847472.87072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1654482.13044,1654482.13044,0,0,0,192990.74028,130058.62005,0,0,0,0,0,0,0,0,130058.62005,19974.71995,0,0,0,0,0,0,19974.71995,0,0,42957.40028,,0,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",3707080.21652,3574854.68315,3574854.68315,3091265.80051,312607.516,2440834.27351,330039.385,7784.626,0,483588.88264,0,0,475179.44277,8409.43987,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,132225.53337,190.221,0,0,132035.31237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",207605.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,207605.344,0,0,0,207605.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",568303.37321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,75501.345,45928.475,0,0,29572.87,492802.02821,8,0,0,0,0,0,0,0,0,8,492794.02821,0,0,0,0,0,0,0,492794.02821,0,0,,0,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",2469683.35773,2137838.9233,80397.18,11276.216,0,0,2140.901,9135.315,0,69120.964,0,0,24410.792,44710.172,0,2057441.7433,579.921,0,0,0,0,579.921,2056861.8223,0,,1878804.72476,0,178057.09754,302063.72302,2069.095,299994.62802,29780.71141,28498.41041,0,0,1282.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",89134379.40325001,89097059.87045,47076667.40917,33856363.68691,0,1701846.45391,32154517.233,0,0,13220303.72226,0,1158609.90872,12057202.21444,4491.5991,0,42020392.46128,33421210.4871,22757028.01697,0,10664182.47013,0,0,8599181.97418,0,,8599181.97418,0,0,0,0,0,37319.5328,27864.34457,0,0,9455.18823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",2097465.76458,1340632.74485,1340632.74485,1340126.2771,-26661.6518,495377.95775,8117.07609,856778.48977,6514.40529,506.46775,0,0,506.46775,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,756833.01973,375171.62288,0,0,381661.39685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",510187.8999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,155864.63165,155864.63165,0,0,0,354323.26825,126799.33708,117525.5276,0,0,0,1.82,0,0,8267.90178,1004.0877,227043.78777,0,0,0,0,0,0,218603.78777,8440,0,480.1434,,0,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",85561.65059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6923.649,391.928,0,0,69570.76324,78638.00159,17.4228,4722.92,0,0,0,18214.32761,0,0,7446.85116,1087.19636,67718.55866,143.186,0,0,0,0,4.8,416808.89871,1275.21591,0,10902.02013,,0,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",10283.44923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,20.304,0,0,0,10283.44923,5481.91093,0,0,0,0,0,0,0,5481.91093,0,4801.5383,0,0,0,0,0,0,4801.5383,0,0,0,,0,0,0,0
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",16042.9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,16042.9686,0,0,0,0,0,0,0,0,0,0,2347.95511,0,0,0,0,0,0,798,1549.95511,0,13695.01349,,0,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",4648031.7405199995,4279139.0989,3088030.48069,3009376.50288,0,82609.18639,2926767.31649,0,0,78653.97781,0,-311.77357,78965.75138,0,0,1191108.61821,821592.01562,217426.63988,0,604165.37574,0,0,369516.60259,0,,369516.60259,0,0,16832.35846,0,16832.35846,352060.28316,349015.09057,0,0,3045.19259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",29681647.36664,29677335.11936,28737748.4125,26299354.74866,13522272.54452,0,12777078.13914,4.065,0,2438393.66384,0,0,2437713.81714,679.8467,0,939586.70686,929660.5023,-3.77772,0,929664.28002,0,0,9926.20456,0,,9926.20456,0,0,17.6552,0,17.6552,4294.59208,4294.59208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",31869.12431,31497.80862,31245.03548,-34.41995,0,-34.41995,0,0,0,31279.45543,0,0,31279.45543,0,0,252.77314,0,0,0,0,0,0,252.77314,0,,252.77314,0,0,0,0,0,371.31569,371.31569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",3307959.5757999998,604662.12739,12821.99647,2226.46631,0,0,0,0,2226.46631,10595.53016,0,0,1238.86862,0,9356.66154,591840.13092,5386.85048,0.2,0,5386.65048,0,0,586453.28044,0,,586453.28044,0,0,248.20784,0,248.20784,2703049.24057,66168.32342,0,0,2636880.91715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",1040435.8851,1039766.03301,1039766.03301,794696.838,81502,488.838,712706,0,0,245069.19501,0,0,225864.28001,19204.915,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,669.85209,656.85209,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",119201.00932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,68038.43082,98793.55134,0,0,2725.25099,51162.5785,42589.89404,4200.984,0,16795.36248,0,22.68,9382.37398,0,16912.77486,227389.92088,8445.76804,0,0,7676.93325,0,0,58.875,47596.23959,0,0,126.91642,,0,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",161909.64153999998,141880.16627,0,3425.342,0,0,3425.342,0,0,128383.2915,0,0,128383.2915,0,0,0,0,0,0,0,0,0,10071.53277,0,,10071.53277,0,0,0,0,0,20029.47527,20029.47527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",25644268.861080002,25594215.32772,14873154.92284,12979515.03754,0,9703159.00928,3273388.74826,2967.28,0,1893639.8853,0,0,1728226.13888,165413.74642,0,10721060.40488,9141382.29346,9144933.11166,0,-3550.8182,0,0,1579678.11142,483241.35037,,1081477.60562,14959.15543,0,0,0,0,50053.53336,43554.9346,0,0,6498.59876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,297208.71661999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,115509.36663,72355.89286,0,0,100233.02023,181699.34999,178968.64541,66009.25981,758.91043,0,0,0,0,0,120984.70182,8287.28702,1612.39521,7.5,0,0,0,0,0,1654.89521,0,0,1118.30937,,0,0,0,0
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",44411.14614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,44411.14614,0,0,0,44411.14614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,120032.24974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,120032.24974,77751.33289,0,0,0,0,47962.68868,0,0,29788.64421,0,40060.82085,469.07,0,0,0,0,3606.902,35984.84885,0,0,2220.096,,0,0,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",829522.76377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,392566.20639,456963.0568,0,0,390493.49351,251671.12349,100409.30965,223536.80888,0,0,4166.27606,57511.60657,42647.22203,37386.33585,37081.74296,56658.85617,5783.66887,466.51556,0,0,8859.39832,0,15847.61106,54298.83899,972.65688,48.6,145429.54497,,185285.43389,0,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",2718.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2718.75,0,0,0,0,0,0,0,0,0,0,2718.75,0,0,0,0,0,1631.25,1087.5,0,0,0,,0,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",16746186.49347,16129259.67254,8352274.40843,7241644.26587,0,3599817.93761,2839710.44058,802115.88768,0,1110630.14256,0,43760.98034,1062472.63209,4396.53013,0,7776985.26411,5764998.43063,5565539.02352,247.41213,101041.04725,98170.94773,0,2011986.83348,360,,2009791.28153,1835.55195,0,0,0,0,616926.82093,502382.19769,0,0,114544.62324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",9829044.58747,7752985.46257,3437844.63589,1593404.23676,0,524904.48833,1027953.02525,240.03326,40306.68992,1844440.39913,0,0,872995.44286,1878.66705,969566.28922,4315140.82668,413022.01739,408978.46064,0,-1866.13766,0,5909.69441,3902118.80929,688996.60904,,3212097.2715,0,1024.92875,203195.76132,0,203195.76132,1872863.36358,861742.4821,121.55398,0,1011120.88147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",3533342.03753,3533342.03753,3502339.8879,3462839.8509,1527109.276,1522394.24525,413336.32965,0,0,39500.037,0,0,39500.037,0,0,31002.14963,32997.634,0,0,32997.634,0,0,-1995.48437,0,,-1995.48437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",119000.19404,116193.59716,116193.59716,599.834,0,0,599.834,0,0,115593.76316,0,0,115593.76316,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2007.2752,0,2007.2752,799.32168,799.32168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",49612.17879,46394.7449,38639.88308,0,0,0,0,0,0,38639.88308,0,0,38639.88308,0,0,7754.86182,0,0,0,0,0,0,7754.86182,0,,7754.86182,0,0,0,0,0,3217.43389,3217.43389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",3140652.78526,3140652.78526,3140652.78526,2614374.93614,97432.41496,1217133.98718,1299808.534,0,0,526277.84912,80,0,526197.84912,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,1873902.0311999999,1766890.16422,1449223.67244,1439140.88547,0,0,1401537.15752,37603.72795,0,10082.78697,0,0,10032.8068,49.98017,0,317666.49178,124370,124270,0,100,0,0,193296.49178,0,,193296.49178,0,0,160.95068,0,160.95068,106850.9163,70159.93063,0,0,36690.98567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4079,Общество с ограниченной ответственностью «РБ Страхование Жизни»,6450165.16662,5863342.42982,1045426.51443,657969.90399,0,624434.72899,33535.175,0,0,387456.61044,0,240182.14644,147274.464,0,0,4817915.91539,4632125.4167,113854.67231,0,4518270.74439,0,0,185790.49869,0,,185790.49869,0,0,0,0,0,586822.7368,359545.79471,0,0,227276.94209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",208013.13038000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,50063.54209,50063.54209,0,0,0,157949.58829,65682.73654,45992.02711,0,0,0,0,0,0,0,19690.70943,14051.53901,0,0,0,0,0,0,14051.53901,0,0,78215.31274,,0,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,7006824.13017,6428785.34318,5682791.34671,1529180.86558,0,-13634.80395,1538419.25257,4396.41696,0,4660136.45508,0,54908.70933,4072737.60647,532490.13928,0,745993.99647,0,0,0,0,0,0,745993.99647,0,,745993.99647,0,0,134849.33703,0,134849.33703,443189.44996,424153.4012,0,0,19036.04876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",287546.84097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,287546.84097,53506.15524,0,0,234040.68573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,28597.07188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7.51777,7.51777,0,0,0,28589.55411,16614.69224,0,0,0,0,4850.8615,0,0,11763.83074,0,11480.85187,0,0,0,0,0,5300.24505,6180.60682,0,0,494.01,,0,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",1220935.52025,1156091.40525,133124.7429,0,0,0,0,0,0,133124.7429,0,131049.7429,2075,0,0,1022999.05685,0,0,0,0,0,0,1022999.05685,0,,1019111.05685,0,3888,0,0,0,64844.115,61451.601,0,0,3392.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",583747.83348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,583747.83348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583747.83348,0,,0,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",24464.97616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,24464.97616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24464.97616,0,,0,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",112693.1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,112693.1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112693.1647,0,,0,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",246631.43472000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,58526.42707,18617.24859,0,0,39909.17848,188105.00765,179533.36621,16005.81384,0,0,4794.9665,64.675,0,0,158319.27378,12261.05569,6148.62035,0,0,173.15,3741.92502,0,0,2571.53165,0,1167,1256.02109,,0,0,0,1
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",20907053.488509998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4934854.13476,3551562.93642,0,0,1383291.19834,15264721.45691,13711228.23224,1392149.61392,24689.21838,276169.73311,61975.43511,222290.44854,123204.36494,103334.34286,1316646.27084,10294103.1474,777812.62229,9035.74119,772.70833,37097.77008,19862.44596,10054.70873,4965.50645,684812.53762,11211.20393,350697.33144,424983.27094,,705626.33376,1698.49414,153.06894,2
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",544382.57341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,544382.57341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544382.57341,0,,0,0,0,3
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,7432648.297,7321583.89719,6066748.65429,6046075.18456,0,0,6046075.18456,0,0,20673.46973,0,0,20673.46973,0,0,1254835.2429,1206911.67741,1206911.67741,0,0,0,0,47923.56549,0,,47923.56549,0,0,0,0,0,111064.39981,70262.04881,0,0,40802.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,2524261.7579799998,2523837.22498,399741.01872,347136.41672,0,4717.95,291740.87572,0,50677.591,52604.602,0,0,52604.602,0,0,2124096.20626,2075023.24373,2035886.24373,0,39137,0,0,49072.96253,0,,49072.96253,0,0,0,0,0,424.533,0,0,0,424.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5
4380,Общество с ограниченной ответственностью РНКБ Страхование,108040.77804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,39032.80808,39032.80808,0,0,0,69007.96996,54654.39148,2831.12336,0,0,0,0,0,0,31881.75939,19941.50873,0,0,0,0,0,0,0,0,0,0,14353.57848,,0,0,0,6
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
