"Сведения о страховых премиях (взносах) по договорам страхования, заключенным при участии посредников, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",104511.53064,102769.20083,0,1742.32981,1742.32981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",7874972.112670001,1356969.36596,283.98968,6517718.75703,173582.48517,0,0,6344136.271860001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",596.4000000000001,0,0,596.4000000000001,0,0,0,596.4000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",1705835.5101100001,1689240.3353300001,0,16595.17478,16582.174779999998,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",895748.3918900001,0,0,234346.63107,227651.3621,0,0,6695.26897,661401.7608200001,547941.90558,14400.64585,0,32533.978079999997,0,60.839999999999996,21203.77385,0,35976.418549999995,443766.24925,112971.08283999999,9.299999999999999,0,7617.947209999999,0,0,58.875,105284.96063,0,0,488.7724,,0,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",322006.82608,282157.64192,0,39849.18416,39849.18416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",27776843.00667,27411137.85162,0,365705.15505,107220.42379,0,0,258484.73126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",984666.61099,0,0,491097.01704,245138.36166999998,0,0,245958.65537,493569.59395,479207.39858000004,106746.20503,1487.24832,0,43.55843,7.011,0,0,343097.67001,27825.70579,7552.68397,87.90025,0,0,0,0,0,7464.783719999999,0,0,6809.5114,,0,0,0,0
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",87080.8017,0,0,87080.8017,0,0,0,87080.8017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3947,"Акционерное общество ""АИГ страховая компания""",55056.29315,0,0,0,0,0,0,0,54698.04315,42288.28525,0,0,0,0,40158.37356,0,0,2129.91169,0,3315.4468,1538.58618,0,0,0,0,0,1776.86062,0,0,9094.3111,,0,358.25,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",3353708.67145,0,0,1466751.37442,755755.1379,0,0,710996.23652,1380301.73225,866841.69221,390920.09778,0,0,-33372.227199999994,170342.47628,123725.32965,113225.24333,114125.53387,101100.48183,136882.80157,1601.96612,0,0,-1798.3479399999999,1,31569.633759999997,101866.31475,3642.23488,0,376577.23847,,506655.56478,0,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",84885.48685,0,0,2374.99322,2374.99322,0,0,0,82510.49363,26869.57126,0,0,0,0,12172.75843,0,0,13032.658590000001,1664.15424,50100.2163,0,0,0,0,0,92.92999999999999,50007.2863,0,5422.21158,118.49449,,0,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",40936807.35701,39922892.81847,0,1013914.53854,695489.38363,0,0,318425.15491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",21553821.59506,16868765.54877,274820.51483999996,4410235.53145,2116971.68415,28110.053,0,2293263.8473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",7788010.540269999,7787953.010229999,0,57.53004,0,0,0,57.53004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",295072.78518999997,290547.18785,3003.6982000000003,1521.89914,1521.89914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",109699.58166,103207.23393,0,6492.3477299999995,6492.3477299999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",6022145.02069,6022145.02069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,2158079.69979,1767530.46945,0,390549.23034,175438.41678,0,0,215110.81356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4079,Общество с ограниченной ответственностью «РБ Страхование Жизни»,6730505.384000001,5694492.168280001,0,1036013.2157200001,843568.13275,0,0,192445.08297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,2054512.2742700002,1916322.1683500002,0,138190.10592,79636.67096,0,0,58553.43496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",328696.82441999996,0,0,328696.82441999996,152509.86445000002,0,0,176186.95997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,198399.71704999998,0,0,1662.19884,1662.19884,0,0,0,196737.51820999998,89163.58277000001,0,0,0,0,21979.830029999997,0,0,67183.75274,0,83538.19004999999,0,0,0,0,0,38074.6213,45463.56875,0,22892.09739,1143.648,,0,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",3406948.1764700003,3120827.75045,0,286120.42602,248979.67901999998,0,0,37140.746999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",1436693.08858,0,0,0,0,0,0,0,1436693.08858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436693.08858,0,,0,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",494105.92164,0,0,0,0,0,0,0,494105.92164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494105.92164,0,,0,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",283427.06771000003,0,0,0,0,0,0,0,283427.06771000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283427.06771000003,0,,0,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",443625.67016,0,0,163364.51907,52067.98454,0,0,111296.53453,280261.15109,259361.54924,48558.48646,0,0,16966.23504,265.68164,0,0,166496.07524,27075.07086,14555.15607,0,0,334.31038,9947.076210000001,24,9.549999999999999,4240.219480000001,0,2694,3650.44578,,0,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",27510775.827,0,0,5996785.1665199995,3693080.54941,0,0,2303704.61711,21512457.17152,17528709.590400003,2366261.9931,47779.44875,278952.01693000004,107251.71221,347237.77764,249985.31677000003,190276.32799,2389451.11633,11741790.20867,1106810.3177800002,7690.06526,95.11143,77269.8683,28424.18494,57047.742139999995,118350.44851,817932.8972,0,1670263.3245100002,1206673.9388299999,,0,1138.95904,394.52992,0
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",2145411.4210900003,0,0,0,0,0,0,0,2145411.4210900003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145411.4210900003,0,,0,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,7478635.820370001,7132652.928180001,0,345982.89219,223033.65699,0,0,122949.23520000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,4497785.47747,4497430.12149,0,355.35598,0,0,0,355.35598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,103972.11679,0,0,42812.97355,42812.97355,0,0,0,61159.14324,43179.64964,2173.7037,0,0,0,0,0,0,23327.046970000003,17678.89897,0,0,0,0,0,0,0,0,0,0,17979.4936,,0,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
