"Сведения о количестве договоров страхования, действовавших на конец отчетного периода, в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
1643,"Общество с ограниченной ответственностью ""Страховая и перестраховочная компания Юнити""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,"Акционерное общество ""Совкомбанк страхование""",5330253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142574,1531227,943,38899,,111,,1491274,611347,477884,814,132649,2756920,465116,71233,71233,,11,,18,,18,230,,,,,,,,,,,,3220,667,859,1694,390404,905,313,389186,665063,8648,8648,,,,,,,,17,,,17,61,,61,656070,147,,6,10,655907,267,,,14,,,175,,26,52,45,1626696,443114,,1183582,,,,,,,,,430424,277,277,,,,58,,,,,,,,,,,58,,,,58,,,
1820,"Акционерное общество ""ГУТА-Страхование""",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,,,,5,,,7,,4,3,155,99,5,,5,,,1,,1,,2,2,2,,,,,,,,,84,,1,83,7,7,,,54,,,,,,,1,,1,,,,,,,,14,,,3,,11,39,,,,,,38,,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",1584201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429041,370965,7310,1507,29,5183,6,356930,58076,,1950,56126,376867,320119,74536,67383,7153,47,2,62,56,6,915,296,51,11,,40,,245,,,245,,24980,,2072,22908,219281,31257,127620,60404,31928,9786,9736,,50,1,25,112,112,,134,11,5,118,249,249,,20954,1090,1243,647,42,17932,667,,,,,,203,,85,379,542,24278,,,24278,,,,,,,,,764279,9464,5576,,397,3491,4550,1,,1,,,,256,31,26,5,4255,619,386,932,2318,2,5,
1858,"Акционерное общество Страховая компания ""Армеец""",279912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50988,29553,,,,46,,29507,21435,73,5,21357,6912,5559,2165,2165,,,,,,,4,,,,,,,,,,,,173,48,,125,3217,2310,890,17,1340,1,1,,,,7,,,,2,2,,,,,,1328,,,,,1328,2,,,,2,,,,,,,13,1,,12,,,,,,,,,222012,,,,,,,,,,,,,,,,,,,,,,,,
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",363969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50756,49182,5949,4,,,,43229,1574,,,1574,74189,62150,60163,60163,,,,1,,1,46,,,,,,,,,,,,287,,,287,1653,1050,582,21,12035,11746,222,11524,,,,1,,1,,,,,20,20,,268,,,,,268,,,,,,,,,,,,4,,,4,,,,,,,,,239024,,,,,,,,,,,,,,,,,,,,,,,,
2031,"Общество с ограниченной ответственностью ""Медицинская страховая компания ""ИНКО-МЕД""",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",39831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22430,16197,,,,110,,16087,6233,1074,51,5108,17401,12533,5452,5452,,,,12,,12,,,,,,,,,,,,,330,18,,312,6739,5572,886,281,3147,365,365,,,,,5,,5,,,,,1038,13,1025,1716,1,,27,,1688,23,,,,,,,,23,,,1721,,,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,"Акционерное общество ""Страховая компания АСКО-Центр""",145504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48771,48570,,,,,,48570,201,,,201,96733,96653,91367,,91367,,,,,,2,16,,,,,,16,,,16,,424,,,424,4844,4610,114,120,78,,,,,,,,,,,,,,,,,78,,,,,78,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,"Общество с ограниченной ответственностью ""Страховая компания ""Инертек""",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,2,,,,,37,37,,,,,,,,,22,,,,,,,,,,,,14,,,14,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,"Акционерное общество ""АльфаСтрахование""",17673764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1912657,1383921,,8015,44,3064,,1372798,528736,12158,9885,506693,9664400,8906149,609650,609650,,332,147,601,404,197,757,186,47,3,,44,,139,,,139,,29552,168,18595,10789,8264924,876265,152903,7235756,441551,60439,34806,25633,,,201,402,279,123,104,104,,,1069,331,738,377026,10589,1096,2859,257,362225,2310,,7,,,,783,,82,1438,1334,315366,75604,420,239342,,,,,,,,,6072044,21764,13705,853,975,6231,2899,5,2,3,14,14,,14,137,131,6,2724,1050,826,254,594,4,1,
2346,"Акционерное общество ""Объединенная страховая компания""",262109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54283,23640,,,,469,,23171,30643,311,175,30157,46899,37968,19431,19192,239,1,5,71,25,46,128,6,,,,,,6,,,6,,5137,2152,8,2977,13189,2183,4284,6722,6399,1095,1095,,,,273,180,149,31,4,,,4,431,91,340,4361,3,,3,3,4352,55,,,,,,,,46,9,,2532,13,,2519,,,,,,,,,160642,241,128,5,13,95,44,,,,,,,,6,4,2,38,16,16,4,2,,,
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",651305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360157,301624,23160,,78,228,,278158,58533,566,,57967,205092,141776,21050,21050,,9,,250,64,186,572,109,103,97,,6,,6,6,,,,8502,548,444,7510,111284,94847,5,16432,30035,2625,2625,,,,11,223,,223,,,,,8818,257,8561,18347,199,,,20,18128,11,,,,,,,,5,6,177,33104,19,,33085,,,,,,,,,84985,818,371,10,81,356,253,,,,,,,37,41,37,4,175,54,86,15,20,,,
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",2436585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768820,708985,,,,2795,,706190,59835,,1369,58466,308974,305928,270523,270523,,,,9,,9,109,7,,,,,,7,,,7,,1484,,1,1483,33796,8372,2236,23188,3046,158,158,,,,,1,,1,,,,,32,5,27,2843,185,,,,2658,12,,,,11,,,,,1,,,,,,,,,,,,,,1358791,,,,,,,,,,,,,,,,,,,,,,,,
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",38332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5946,5623,,,,,,5623,323,,68,255,32386,6023,6023,6023,,,,,,,,,,,,,,,,,,,,,,,,,,,1329,1329,1329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25034,,,25034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,"Акционерное общество ""Чрезвычайная страховая компания""",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",18795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5056,4882,159,,,157,,4566,174,,34,140,13727,13678,12860,12860,,,,,,,8,,,,,,,,,,,,102,,,102,708,43,7,658,49,,,,,,1,,,,,,,,14,14,,34,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,,,,13,,,1,,1,,1321,8,,,,,4,,,,3,,,,,,,,,,,,,,,,1,,,1,150,,,,,,4,,,,,,,,3,,3,143,,,,,143,,,,,,,,,,,,1163,,,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",648150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273344,272151,8380,,,3247,,260524,1193,,1,1192,374751,125078,1628,1628,,24,,4,,4,10,1764,1294,33,21,1216,24,470,249,3,211,7,16801,146,68,16587,104847,2,,104845,96281,14,14,,,,,3,,3,,,,,16,16,,96248,49,,2,,96197,,,,,,,,,,,7644,145748,,,145748,,,,,,,,,,55,55,,,,,,,,,,,,,,,,,,,,,,
3064,"Акционерное общество ""Боровицкое страховое общество""",287298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119891,71798,173,,,,,71625,48093,638,,47455,42388,40827,39761,39761,,,,,,,9,,,,,,,,,,,,546,,,546,511,,,511,1556,503,503,,,,,,,,,,,,119,,119,272,,,,,272,662,,,,,,,,653,9,,5,,,5,,,,,,,,,125019,,,,,,,,,,,,,,,,,,,,,,,,
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",25956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25952,12,,,,,,12,25940,,,25940,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,2,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",153725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37051,16406,,,,,,16406,20645,,,20645,116674,3763,760,760,,,,5,,5,2,,,,,,,,,,,,880,,,880,2116,,,2116,2247,,,,,,15,72,,72,4,,,4,,,,1147,,,,,1147,1009,,,,,,,,,1009,,110664,5112,,105552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",3052808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568802,420923,375,9296,2,4974,,406276,147879,6500,4224,137155,716538,654171,395359,395359,,,22,36,,36,2886,769,,,,,,769,,,769,,7971,205,211,7555,247128,63143,70027,113958,35645,1167,828,339,,,46,44,,44,30,10,,20,67,37,30,33837,545,,33,,33259,454,,,1,,,139,,310,4,46,26676,248,,26428,,,,,,,,,1761439,4446,2909,55,373,1109,1583,1,,1,,,,,6,6,,1573,714,267,111,481,1,2,
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",25935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504,1504,,1504,,,,,,,,,24431,12217,12217,12217,,,,,,,,,,,,,,,,,,,,,,,,,,,12214,12214,12214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,"Акционерное общество ""Страховая бизнес группа""",108368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56609,27230,,15585,,85,,11560,29379,,62,29317,2735,1175,9,9,,2,5,,,,769,,,,,,,,,,,,240,,202,38,150,99,50,1,1506,,,,,,13,10,8,2,,,,,1089,,1089,338,206,,4,,128,56,,,8,2,,,,,46,,54,,,54,,,,,,,,,47711,818,415,15,10,378,495,,,,,,,2,2,2,,491,153,14,30,294,,,
3230,"Акционерное общество ""Страховая компания ""СОГАЗ-Мед""",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,"Акционерное общество Страховая компания ""Совкомбанк Жизнь""",344324,80169,80169,37508,,,,,,,35047,416,10452,20360,3819,,1988,,,1507,205,276,473,469,,,,4,,,,,,,42661,,,,,,,,,,,,,40737,,,1973,4655,34109,1924,261,,1,466,1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4305,6,1,,,3,2,4299,5,,1,172,4121,259850,230674,,,,803,,229871,29176,,154,29022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",38633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30591,103,,,,,,103,30488,,,30488,551,443,84,84,,,,1,,1,10,,,,,,,,,,,,211,,5,206,137,12,,125,108,6,5,,1,,8,,,,,,,,16,16,,78,1,,,,77,,,,,,,,,,,,,,,,,,,,,,,,7491,,,,,,,,,,,,,,,,,,,,,,,,
3300,"Акционерное общество Страховая группа ""Спасские ворота""",24149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5968,2880,,,,24,,2856,3088,18,234,2836,10759,10405,350,350,,,2,8,8,,7545,,,,,,,,,,,,89,,8,81,2411,,,2411,229,34,34,,,,2,38,38,,2,,,2,11,2,9,142,4,,,,138,,,,,,,,,,,,125,,,125,,,,,,,,,7364,58,39,,,19,,,,,,,,,,,,,,,,,,,
3390,"Акционерное общество ""Страховая Компания ""ПОЛИС-ГАРАНТ""",278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,2,,,,,19,3,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,11,,,,,,,,,,,,,,7,,7,,,,,,,4,,,,,,,,,4,,5,,,5,,,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",4233691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2960021,2259493,,,,5770,,2253723,700528,325411,66,375051,1273669,571353,9277,9277,,6,2,,,,,,,,,,,,,,,,911,,700,211,561157,1,78261,482895,173764,,,,,,1,,,,17,17,,,4,,4,172398,357,,,,172041,1344,,,,,,1328,14,,2,1,528551,162383,,366168,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
3438,"Общество с ограниченной ответственностью ""ПРОМИНСТРАХ""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",3058981,2930672,2928963,2886679,218392,,81341,133321,2801,929,2665489,145560,1072151,1399105,48127,546,2798,1170,99,1193,191,145,,,,,,,,,,,,,42284,,,,,,,,,,,,,42284,1,,27662,11881,2740,,,,,,,,,,,,,1709,238,,,,,,,,,,,,,238,,,,,238,,,,,,,,,,,,,1471,,,,,,,,,,,,,1471,,,,,1471,,,,,,,,,,,,,8,7,,,,,7,1,,,,,1,128301,91913,,,,,,91913,36388,,,36388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",271572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172216,172216,,,,,,172216,,,,,99356,58988,,,,,,,,,,,,,,,,,,,,,1080,,,1080,57908,,,57908,35279,,,,,,,,,,,,,,,,,35279,,,,,35279,,,,,,,,,,,,5089,,,5089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
