"Сведения о количестве заявленных страховых случаев в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
1820,"Акционерное общество ""ГУТА-Страхование""",319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,,,,,,,,301,,258,43,11,6,3,3,,,,,,,,1,1,1,,,,,,,,,2,,,2,,,,,5,,,,,,,,,,,,,,1,,1,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",138957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41893,9282,328,51,,1569,7,7327,32611,,20786,11825,53025,52715,19627,17740,1887,1,,2,2,,32183,42,22,22,,,,20,,,20,,432,,9,423,428,180,,248,309,20,18,,2,,,13,13,,1,,,1,2,2,,273,2,3,,,268,,,,,,,,,,,,1,,,1,,,,,,,,,43933,3,3,,,,103,,,,,,,,,,,96,12,12,5,67,2,5,
1858,"Акционерное общество Страховая компания ""Армеец""",14203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,253,,,,3,,250,506,26,268,212,83,76,44,44,,,,,,,,,,,,,,,,,,,3,,,3,29,23,4,2,7,,,,,,,,,,,,,,,,,5,,,,,5,2,,,,,,,,2,,,,,,,,,,,,,,,13361,,,,,,,,,,,,,,,,,,,,,,,,
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",11133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,358,34,,,,,324,36,,,36,630,412,386,386,,,,,,,10,,,,,,,,,,,,3,,,3,13,9,4,,218,217,,217,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,10109,,,,,,,,,,,,,,,,,,,,,,,,
2031,"Общество с ограниченной ответственностью ""Медицинская страховая компания ""ИНКО-МЕД""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",3405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241,392,,,,1,,391,849,41,767,41,2164,2119,2043,2043,,,,1,,1,,,,,,,,,,,,,10,2,,8,65,38,24,3,45,1,1,,,,,,,,,,,,12,1,11,32,5,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,"Акционерное общество ""Страховая компания АСКО-Центр""",620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,31,,,,,,31,308,,,308,281,281,275,275,,,,,,,,1,,,,,,1,,,1,,3,,,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,"Общество с ограниченной ответственностью ""Страховая компания ""Инертек""",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,"Акционерное общество ""АльфаСтрахование""",9908761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9327883,28108,,241,1,9085,,18781,9299775,519,9004150,295106,277110,180546,135247,135247,,240,69,114,48,66,3934,69,44,38,,6,,25,,,25,,3427,15,652,2760,37446,3454,98,33894,6291,2363,1623,740,,,190,38,33,5,1,1,,,45,25,20,3653,400,13,9,,3231,1,,,,,,,,,1,5540,84733,14784,,69949,,,,,,,,,303591,28,27,,,1,149,7,,7,,,,,,,,127,9,47,10,61,8,7,
2346,"Акционерное общество ""Объединенная страховая компания""",29078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7569,747,1,,,155,,591,6822,21,6210,591,5995,5893,5574,5531,43,,,38,32,6,6,,,,,,,,,,,,67,18,,49,208,42,35,131,82,6,6,,,,,,,,,,,,6,5,1,70,3,,,,67,,,,,,,,,,,1,19,19,,,,,,,,,,,15506,,,,,,8,,,,,,,,,,,8,1,2,,5,,,
2353,"Общество с ограниченной ответственностью ""Страховая компания ""Сибирский Дом Страхования""",159485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159109,172,,,,,,172,158937,2,,158935,53,52,45,45,,,,,,,,,,,,,,,,,,,1,,,1,6,,,6,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,323,,,,,,,,,,,,,,,,,,,,,,,,
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",62371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48185,3494,2975,,2,32,,485,44691,13,,44678,7658,7165,6129,6129,,1,,67,8,59,253,18,18,18,,,,,,,,,248,13,12,223,449,408,,41,307,9,9,,,,,25,,25,,,,,20,7,13,253,7,,,,246,,,,,,,,,,,5,181,87,,94,,,,,,,,,6525,,,,,,3,,,,,,,1,,,,2,1,1,,,,,
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",60351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27345,2103,,,,147,,1956,25242,,3628,21614,1709,1696,1501,1501,,,,1,,1,,1,1,1,,,,,,,,,17,,,17,176,50,49,77,13,,,,,,,,,,,,,,2,,2,11,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,31297,,,,,,,,,,,,,,,,,,,,,,,,
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",33456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30580,4,,,,,,4,30576,,3146,27430,2876,2224,2224,2224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,,,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,"Акционерное общество ""Чрезвычайная страховая компания""",242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,39,,,,39,,,180,,180,,13,2,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,9,,,,,,,,,,,,,,,,,9,,,,,9,,,,,,,,,,,,2,,,2,,,,,,,,,,4,4,,,,6,1,,1,,,,,,,,5,4,,,1,,,
2733,"Акционерное общество ""Страховая компания ""Резерв""",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,167,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,218,21,,,183,,14,724,,702,22,889,889,885,885,,,,,,,,,,,,,,,,,,,1,,,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,17,,,,17,,,26,,26,,57,10,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,34,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,12,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",15628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14052,13752,,,,368,,13384,300,,287,13,1576,1419,453,453,,,,,,,1,316,244,236,,6,2,72,25,,44,3,221,,2,219,428,49,,379,51,2,2,,,,,,,,,,,,1,1,,48,4,,,,44,,,,,,,,,,,7,99,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,"Акционерное общество ""Боровицкое страховое общество""",6542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,31,,,,,,31,744,3,,741,160,135,123,123,,,,,,,1,,,,,,,,,,,,8,,,8,3,,,3,25,9,9,,,,,,,,,,,,2,,2,6,,,,,6,8,,,,,,,,,8,,,,,,,,,,,,,,5607,,,,,,,,,,,,,,,,,,,,,,,,
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,57,,,57,192,191,,,,,,,,,,,,,,,,,,,,,,,,,191,,,191,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",6297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4965,284,,,,,,284,4681,,,4681,1332,797,754,754,,,,,,,3,,,,,,,,,,,,26,,,26,14,,,14,285,,,,,,1,1,,1,,,,,,,,32,,,,,32,251,,,,,,,,,251,,250,66,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",210219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102475,9225,,4,,909,,8312,93250,140,84883,8227,26930,26621,24964,24964,,,24,4,,4,125,57,,,,,,57,,,57,,602,52,3,547,845,324,231,290,193,13,13,,,,6,3,,3,1,1,,,27,18,9,135,2,1,,,132,8,,,,,,,,,8,,116,,,116,,,,,,,,,80734,2,2,,,,78,,,,,,,,,,,78,39,6,3,30,,,
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",3868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,3867,3853,3853,3853,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,"Акционерное общество ""Страховая бизнес группа""",10537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3908,276,,1,,11,,264,3632,,2364,1268,16,6,1,1,,,,,,,,,,,,,,,,,,,4,,3,1,1,1,,,10,,,,,,,,,,,,,,,,,10,1,,,,9,,,,,,,,,,,,,,,,,,,,,,,,6576,1,,,,1,36,,,,,,,,,,,35,1,2,2,30,1,,
3230,"Акционерное общество ""Страховая компания ""СОГАЗ-Мед""",157394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157394,,,,,,,,157394,,157394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,"Акционерное общество Страховая компания ""Совкомбанк Жизнь""",349620,9120,8805,5094,,,,,,,4582,,,166,4416,,332,,36,132,37,127,180,29,,5,7,139,,,,,,,3711,,,,,,,,,,,,,3517,,,,322,3195,194,114,,,3,77,,,,,,,315,48,,,,,,,,,,,,,48,,,36,,12,,,,,,,,,,,,,267,,,,,,,,,,,,,267,,,12,75,180,,,,,,,,,,,,,18,,,,,,,18,,,,6,12,340482,6035,,,,2548,,3487,334447,,240125,94322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",4026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713,31,,,,,,31,1682,,,1682,233,233,149,149,,,,,,,8,,,,,,,,,,,,23,,,23,53,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2077,,,,,,3,,,,,,,,,,,3,,2,,1,,,
3300,"Акционерное общество Страховая группа ""Спасские ворота""",8458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7343,17,,,,2,,15,7326,1,4890,2435,533,518,70,70,,,,,,,437,,,,,,,,,,,,11,,,11,,,,,15,,,,,,,,,,,,,,,,,15,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,582,,,,,,,,,,,,,,,,,,,,,,,,
3390,"Акционерное общество ""Страховая Компания ""ПОЛИС-ГАРАНТ""",3821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734,14,,,,,,14,1720,,,1720,1096,1091,1073,1073,,,,,,,,,,,,,,,,,,,2,,,2,16,3,13,,4,2,2,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,1,1,,,,,,,,,,,991,,,,,,,,,,,,,,,,,,,,,,,,
3398,"Общество с ограниченной ответственностью Страховая компания ""ВТБ Страхование""",47247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41390,34502,,,,835,,33667,6888,2679,557,3652,5842,5054,231,231,,69,1,1,,1,21,,,,,,,,,,,,41,,6,35,4690,21,4018,651,174,13,10,3,,,5,,,,1,1,,,3,3,,151,40,,1,,110,1,,,,,,1,,,,,614,146,,468,,,,,,,,,,5,3,2,,,10,,,,,,,,,,,10,,6,,4,,,
3438,"Общество с ограниченной ответственностью ""ПРОМИНСТРАХ""",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",262595,258176,254033,253653,248915,,120415,124886,3612,2,4694,738,1624,2287,45,,44,8,2,14,13,7,,,,,,,,,,,,,380,,,,,,,,,,,,,380,,,54,272,54,,,,,,,,,,,,,4143,2720,,,,,,,,,,,,,2720,160,,1,,2559,,,,,,,,,,,,,1423,,,,,,,,,,,,,1423,,,,,1423,,,,,,,,,,,,,97,96,,,,,96,1,,,,,1,4322,424,,,,,,424,3898,,,3898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",3776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1908,1908,,,,,,1908,,,,,1868,1865,,,,,,,,,,,,,,,,,,,,,1123,,,1123,742,,,742,2,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",12055,12033,12033,11964,11406,,1969,7054,2383,,392,24,137,153,78,,26,10,15,,,1,140,137,,1,,2,,,,,,,69,,,,,,,,,,,,,43,6,3,23,6,5,26,,,3,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,18,,,,,,18,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",81002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81002,,,,,,,,81002,,,81002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
