"Сведения о страховых премиях (взносах) по договорам страхования, заключенным при участии посредников, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",4564872.37743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398508.15412,668400.35471,0,0,146194.11534,1615569.07557,1557790.64923,1109037.86174,0,9379.68424,15554.45437,120497.8433,740.993,0,89149.02747,213430.78511,31239.6973,7894.70288,0,606.99585,2581.3955,3680.178,-160.85095,15035.13302,1602.143,177.0168,26361.71224,,2535633.34422,7382.27945,7779.52407,0
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",310707.56826000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6601.18761,5152.29632,0,0,1448.89129,304106.38065,292264.16692,291298.24033,0,0,0,0,0,0,965.92659,0,11842.21373,11842.21373,0,0,0,0,0,0,0,0,0,,0,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",560649.28979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17374.86243,4269.49255,0,0,92105.1396,537429.99281,509148.04597,0,338.16,23.4,0,15089.61801,0,0,493577.95532,118.91264,28275.30809,0,0,15.15,0,0,541,27132.06209,109.346,0,6.63875,,0,1704.45936,4139.97519,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",132604.46983999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61920.95848,11774.64461,0,0,50146.31387,69220.55183,68300.52424,5028.21726,0,0,0,55865.80206,0,0,481.50206,6925.00286,706.218,0,0,0,0,0,9,697.218,0,0,213.80959,,1461.00453,1.955,0,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",92421.70785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48440.94612,16922.9593,0,0,31517.98682,43980.76173,35615.35774,0,0,0,0,0,0,0,29749.21913,5866.13861,5785.05624,0,0,0,0,5539.45567,0,245.60057,0,2549.99975,30.348,,0,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",23053964.92657,22772358.96534,22768282.36905,22231969.14839,2586622.38271,18016712.52014,1628634.24554,0,0,536313.22066,0,0,536313.22066,0,0,4076.59629,0,0,0,0,0,0,4076.59629,0,0,4076.59629,0,0,0,0,0,281605.96123,233493.31775,0,0,48112.64348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",1055255.99632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970101.37132,970101.37132,0,0,0,85154.625,60056.616,0,0,0,0,0,0,0,0,60056.616,9060.319,0,0,0,0,0,0,9060.319,0,0,16037.69,,0,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",1796206.3110500001,1694723.82339,1694723.82339,1374639.056,154160.478,1042211.023,174832.409,3435.146,0,320084.76739,0,0,315368.71652,4716.05087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101482.48766,74.97822,0,0,101407.50944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",213355.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213355.397,0,0,0,213355.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",259164.55231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23392.875,20487.275,0,0,18120.87,235771.67731,2,0,0,0,0,0,0,0,0,2,235769.67731,0,0,0,0,0,0,0,307657.43731,0,0,,0,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",1147441.71272,993994.52984,41652.107,9270.047,0,0,1167.06,8102.987,0,32382.06,0,0,9688.272,22693.788,0,952342.42284,269.064,0,0,0,0,269.064,952073.35884,0,0,874113.16316,0,77960.19568,139559.1287,477.917,139081.2117,13888.05418,13633.97818,0,0,254.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",38616224.97557,38590930.23985,19762362.47256,15361907.67237,0,694094.89937,14667812.773,0,0,4400454.80019,0,730256.36066,3667747.7515,2450.68803,0,18828567.76729,11886484.43251,6533454.29479,0,5353030.13772,0,0,6942083.33478,0,0,6942083.33478,0,0,0,0,0,25294.73572,16458.09536,0,0,8836.64036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",960349.8735799999,616578.60972,616578.60972,616337.67505,-15600.53376,320877.35197,558.62525,308175.98853,2326.24306,240.93467,0,0,240.93467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343771.26386,162267.06461,0,0,182683.42725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",30324.12199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10736.2316,67540.94491,0,0,0,19587.89039,17839.64166,50060.80799,0,0,0,0.52,0,0,7796.34074,611.26453,1550,0,0,0,0,0,0,122918.77203,1400,0,198.24873,,0,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",274996.95419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57141.59153,321.728,0,0,56819.86353,217855.36266,13108.90152,2766.5745,0,0,0,5922.33895,0,0,3911.56319,508.42488,200497.09865,106.786,0,0,0,0,0,200080.58974,309.72291,0,4249.36249,,0,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",5493.90913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5493.90913,3139.14213,0,0,0,0,0,0,0,3115.2155,0,2354.767,0,0,0,0,0,0,2354.767,0,0,0,,0,0,0,0
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",7714.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7714.464,0,0,0,0,0,0,0,0,0,0,1181.261,0,0,0,0,0,0,442.6,738.661,0,6533.203,,0,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",2731353.28816,2554987.41912,2034757.48948,2007713.73245,0,40751.71233,1966962.02012,0,0,27043.75703,0,125.03456,26918.72247,0,0,520229.92964,308508.8175,124542.977,0,183965.8405,0,0,211721.11214,0,0,211721.11214,0,0,7117.32972,0,7117.32972,169248.53932,168453.60268,0,0,794.93664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",13115413.14553,13112454.16417,12720526.7213,11693871.98314,5933076.77643,0,5760791.14171,4.065,0,1026654.73816,0,0,1025089.69932,1565.03884,0,391927.44287,387843.04264,0,0,387843.04264,0,0,4084.40023,0,0,0,4084.40023,0,8.8276,0,8.8276,2950.15376,2950.15376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",17460.974680000003,17240.30236,17113.4348,-19.09344,0,-19.09344,0,0,0,17132.52824,0,0,17132.52824,0,0,126.86756,0,0,0,0,0,0,126.86756,0,0,126.86756,0,0,0,0,0,220.67232,220.67232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",1578228.93094,261542.43542,7306.76066,1978.06671,0,0,0,0,1978.06671,5328.69395,0,0,981.62847,0,4347.06548,254235.67476,2343.78608,0,0,2343.78608,0,0,251891.88868,0,0,251891.88868,0,0,71.18537,0,71.18537,1316615.31015,31919.85844,0,0,1284695.45171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",396952.31792,396539.13192,396539.13192,302013.186,12440.5,406.686,289166,0,0,94525.94592,0,0,86936.09292,7589.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.186,406.686,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",61507.00532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36152.50685,50760.64728,0,0,1699.19385,25354.49847,21734.16854,2741.783,0,29.806,0,3,5006.17792,0,6127.62402,102757.18055,3542.46875,0,0,9,0,0,34.155,27500.77024,0,0,77.86118,,0,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",81264.06648000001,72032.75728,0,2698.51,0,0,2698.51,0,0,63797.89826,0,0,63797.89826,0,0,0,0,0,0,0,0,0,5536.34902,0,0,5536.34902,0,0,0,0,0,9231.3092,9231.3092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",8472630.791310001,8422028.1171,6163923.76128,5278000.74574,0,4171986.94586,1105250.17588,763.624,0,886405.87554,0,0,804457.22508,81948.65046,0,2258104.35582,1402240.43917,1404845.10237,0,-2604.6632,0,0,855863.91665,235981.19936,0,611835.28351,8047.43378,0,0,0,0,50602.67421,46557.21313,0,0,4045.46108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",153950.27446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59657.74347,16831.81157,0,0,56698.58755,94292.53099,92100.24405,33990.86,533.33174,0,0,0,0,0,58721.53819,5150.18589,1128.20505,0,0,0,0,0,0,1130.96505,0,0,1064.08189,,0,0,0,0
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",4276.58182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4276.58182,0,0,0,15030.16397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,61228.44672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61228.44672,30834.68162,0,0,0,0,29606.73074,0,0,1227.95088,0,29527.77105,469.07,0,0,0,0,28376.30105,1176.15,0,0,865.99405,,0,0,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",426072.91936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186640.29957,238241.20079,0,0,189477.73914,144503.05008,43547.74637,108254.80907,0,0,1918.34695,24455.7368,15909.0954,14339.8854,22696.76187,27033.06548,2157.65436,236.98494,0,0,2796.36681,0,9994.37338,29393.51824,230.92,0,98797.64935,,94929.56971,0,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",2493.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493.75,0,0,0,0,0,0,0,0,0,0,2493.75,0,0,0,0,0,1496.25,997.5,0,0,0,,0,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",7533993.6328300005,7221940.72826,3261268.25344,2865374.44113,0,1416162.89776,1031252.23221,417959.31116,0,395893.81231,0,18340.09595,377317.60252,236.11384,0,3960672.47482,2994817.25988,2951900.01537,114.73835,-218.64213,43021.14829,0,965855.21494,110,0,965038.55492,706.66002,0,0,0,0,312052.90457,249329.14552,0,0,62723.75905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",4890124.0779800005,3868623.87514,1620920.88069,772838.41684,0,217732.5044,533011.47501,53.94891,22040.48852,848082.46385,0,0,372273.33601,1008.62664,474800.5012,2247702.99445,228578.25212,226289.63707,0,492.90882,0,1795.70623,2019124.74233,362704.22524,0,1655961.05436,0,459.46273,96429.01561,0,96429.01561,925071.18723,393432.65215,-739.0082,0,531638.53508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",1440502.11351,1440502.11351,1413323.29721,1415657.84321,590213.169,588116.28867,237328.38554,0,0,-2334.546,0,0,-2334.546,0,0,27178.8163,29497.634,0,0,29497.634,0,0,-2318.8177,0,0,-2318.8177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",57135.23901,55763.67597,55763.67597,300,0,0,300,0,0,55463.67597,0,0,55463.67597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972.62324,0,972.62324,398.9398,398.9398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",22122.102469999998,20703.2469,18059.75023,0,0,0,0,0,0,18059.75023,0,0,18059.75023,0,0,2643.49667,0,0,0,0,0,0,2643.49667,0,0,2643.49667,0,0,0,0,0,1418.85557,1418.85557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",1922189.69154,1922189.69154,1765751.46854,1712721.46854,53676.00064,594811.3559,1064234.112,0,0,209468.223,30,0,209438.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,883897.78763,809535.57602,651030.18487,647632.83941,0,0,626494.48591,21138.3535,0,3397.34546,0,0,3382.6165,14.72896,0,158505.39115,40725,40625,0,100,0,0,117780.39115,0,0,117780.39115,0,0,74.97846,0,74.97846,74287.23315,39883.20047,0,0,34404.03268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4079,Общество с ограниченной ответственностью «РБ Страхование Жизни»,2443012.71968,2230243.88456,409819.48939,244157.59189,0,244157.59189,0,0,0,165661.8975,0,112558.2705,53103.627,0,0,1820424.39517,1702641.07469,30999.87237,0,1671641.20232,0,0,117783.32048,0,0,117783.32048,0,0,0,0,0,212768.83512,148827.38986,0,0,63941.44526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",110557.42900999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26670.09808,26670.09808,0,0,0,83887.33093,37988.49385,28012.83793,0,0,0,0,0,0,0,9975.65592,7053.79539,0,0,0,0,0,0,7053.79539,0,0,38845.04169,,0,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,2841173.1291300002,2660414.02814,2622748.1525,751698.07175,0,-8958.23392,760581.30567,75,0,1871050.08075,0,27423.40595,1825459.19129,18167.48351,0,37665.87564,0,0,0,0,0,0,37665.87564,0,37665.87564,0,0,0,0,0,72389.53189,180759.10099,170019.74273,0,0,10739.35826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",21031.01391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21031.01391,27399.37206,0,0,159504.66329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932,0,0,,0,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,15200.95362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51777,7.51777,0,0,0,15193.43585,9741.046,0,0,0,0,2987.00555,0,0,6754.04045,0,5329.43185,0,0,0,0,0,2320.36027,3009.07158,0,0,122.958,,0,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",655303.4787,617933.04143,76252.75113,0,0,0,0,0,0,76252.75113,0,75225.25113,1027.5,0,0,541680.2903,0,0,0,0,0,0,541680.2903,0,0,539531.0903,0,2149.2,0,0,0,37370.43727,35580.85927,0,0,1789.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",233914.54145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233914.54145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233914.54145,0,,0,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",17581.58317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17581.58317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17581.58317,0,,0,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",41773.01174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41773.01174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41773.01174,0,,0,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",227950.50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52649.46846,13113.75801,0,0,39535.71045,175301.03213,168935.47088,6654.44394,0,0,4206.43527,0,0,0,151877.96955,6196.62212,5010.6337,0,0,79.2,3681.4887,0,0,1249.945,0,520,834.92755,,0,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",14759600.63599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4418560.42106,1762084.54695,0,0,2656475.87411,10340381.39972,7723748.60576,655043.60405,8948.95311,118729.01234,29234.72595,99911.798,54627.53903,46750.21993,622028.15776,6135224.81552,457614.79314,4565.99805,69.62,18358.97227,13057.07875,6360.66401,3161.2964,407529.835,4511.32866,1762886.18125,396131.81957,,0,624.79851,34.0167,0
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",293026.79208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293026.79208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293026.79208,0,,0,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,3133675.38358,3085151.68628,2286534.19161,2280431.67642,0,0,2280431.67642,0,0,6102.51519,0,0,6102.51519,0,0,798617.49467,772335.20261,772335.20261,0,0,0,0,26282.29206,0,0,26282.29206,0,0,0,0,0,48523.6973,28014.3263,0,0,20509.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,1389117.8980500002,1388721.07505,119181.91299,103441.69399,0,810.094,82084.73799,0,20546.862,15740.219,0,0,15740.219,0,0,1269539.16206,1244558.75274,1211431.75274,0,33127,0,0,24980.40932,0,0,24980.40932,0,0,0,0,0,396.823,0,0,0,396.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,52044.605760000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18933.3339,18933.3339,0,0,0,33111.27186,25720.42171,1499.90493,0,0,0,0,0,0,15134.09761,9086.41917,0,0,0,0,0,0,0,0,0,0,7390.85015,,0,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
