"Сведения о вознаграждении посредникам, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",202592.74528,187286.17526,0,15306.570020000001,15298.77002,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",302510.99836,0,0,100552.96692,97609.90632,0,0,2943.0606,201958.03144000002,173579.11057999998,3452.2765,0,3098.5754,0,12.168,4386.44122,0,10679.50823,151950.14123,28178.06285,1.86,0,1167.3630699999999,0,0,4.45148,27004.3883,0,0,200.85801,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",48167.97231,37217.749769999995,0,10950.22254,10950.22254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",4950843.78644,4797184.9875799995,0,153658.79885999998,46126.95288,0,0,107531.84598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",331134.44315,0,0,216352.48709,138610.86609,0,0,77741.621,114781.95606,111161.96184,29729.97756,242.61294999999998,0,27.36,1.75275,0,0,72270.88636,8889.372220000001,2203.91138,17.69446,0,0,0,0,0,2186.2169200000003,0,0,1416.08284,,0,0,0
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",18831.01067,0,0,18831.01067,0,0,0,18831.01067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3947,"Акционерное общество ""АИГ страховая компания""",-3525.14057,0,0,0,0,0,0,0,-3556.02374,7146.7287400000005,0,0,0,0,8142.273590000001,0,0,-995.54485,0,-7671.229829999999,341.78088,0,0,0,0,0,-8013.01071,0,0,-3031.52265,,0,30.88317,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",1144645.53885,0,0,535130.40335,296812.14816,0,0,238318.25519,561726.21932,379365.55274,150583.16908,0,0,-12851.2331,88235.84187999999,26357.746409999996,23159.41026,59757.981909999995,67282.04656,70798.91802,427.42401,0,0,-1411.1857400000001,0,15537.3595,55256.67644,988.64381,0,111561.74855999999,,47788.91618,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",11053.206820000001,0,0,216.86345,216.86345,0,0,0,10836.34337,3816.74691,0,0,0,0,2445.94226,0,0,1055.3951800000002,315.40947,6341.69375,0,0,0,0,0,13.9395,6327.75425,0,660.1285399999999,17.774169999999998,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",12112966.08302,11625045.41793,0,487920.66509,412532.53845,0,0,75388.12664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",3744225.55625,1991877.74042,28656.492140000002,1723691.32369,1273935.1178599999,104.44138,0,449756.20583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",635976.4215999999,635959.9371399999,0,16.48446,0,0,0,16.48446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",6901.83478,6791.07269,109.46627000000001,1.29582,1.29582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",10846.42971,10151.2282,0,695.20151,695.20151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",1523315.66211,1523315.66211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,282061.90937,136820.83782999997,0,145241.07154,145202.18906,0,0,38.882479999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4079,Общество с ограниченной ответственностью «РБ Страхование Жизни»,2158759.5855,1472382.97247,0,686376.61303,580031.9627200001,0,0,106344.65031000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,77953.59640000001,60736.87268,0,17216.72372,12241.45148,0,0,4975.27224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",161415.18352,0,0,161415.18352,123767.99882000001,0,0,37647.1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,26535.92285,0,0,299.45902,299.45902,0,0,0,26236.46383,10794.59378,0,0,0,0,2402.07852,0,0,8392.51526,0,11576.384409999999,0,0,0,0,0,5249.56581,6326.8186000000005,0,3296.60194,568.8837,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",360897.13610999996,272830.81464999996,0,88066.32145999999,75337.20696000001,0,0,12729.1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",210724.65307,0,0,0,0,0,0,0,210724.65307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210724.65307,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",66939.43781999999,0,0,0,0,0,0,0,66939.43781999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66939.43781999999,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",39763.47627,0,0,0,0,0,0,0,39763.47627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39763.47627,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",98234.87242999999,0,0,40099.459109999996,19269.453380000003,0,0,20830.00573,58135.41332,51851.0985,12653.102970000002,0,0,2537.56926,66.42042,0,0,24740.63768,11853.36817,3784.9520700000003,0,0,70.4338,1391.4879899999999,6,2.3874999999999997,2314.6427799999997,0,1077.6,1421.76275,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",7860940.552079999,0,0,4263932.348309999,2487203.8530200003,0,0,1776728.49529,3596872.7291599996,2702531.27463,941152.29752,11205.920409999999,13391.04897,14655.159810000001,107431.38191,46900.75005,36078.16253,825036.62301,742758.09295,290870.85388,2360.8741800000003,33.0079,5282.7988399999995,16335.33541,6308.97119,93902.96059,166646.90576999998,0,164760.64703,438709.95362000004,,0,113.0799,22.394710000000003
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",320474.59492,0,0,0,0,0,0,0,320474.59492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320474.59492,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,384873.70752,196141.23517,0,188732.47235,124721.9546,0,0,64010.517750000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,540281.04789,540270.96733,0,10.08056,0,0,0,10.08056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,57961.681930000006,0,0,26076.17251,26076.17251,0,0,0,31885.509420000002,20988.02261,869.4814600000001,0,0,0,0,0,0,9337.41287,10781.12828,0,0,0,0,0,0,0,0,0,0,10897.48681,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
