"Сведения о страховых премиях по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",1371.68653,1235.937,33.17214,0,0,0,0,0,,33.17214,,0,33.17214,0,0,1202.76486,3.56287,0,,3.56287,,,1199.20199,0,,1199.20199,0,0,,,,135.74953,135.74953,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",138640.3622,138640.3622,88289.15735,88289.15735,0,88289.15735,0,0,,0,,0,0,0,0,50351.20485,23284.07845,9997.68404,,13286.39441,,,27067.1264,0,,27067.1264,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",10.56815,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,10.56815,10.56815,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3799,Общество с ограниченной ответственностью «Страховой Дом «БСД»,2365.62912,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,2365.62912,1184.05201,144.894,0,0,0,715.0723,0,0,242.47613,81.60958,1173.19991,0,0,,0,0,0,0,0,1173.19991,0,0,8.3772,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",386.69129,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,386.69129,268.48246,0,0,0,0,0,0,0,268.48246,0,118.20883,0,0,,0,0,0,0,0,118.20883,0,0,0,,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",127504.60426,3995.7211,3995.7211,3995.7211,0,3995.7211,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,123508.88316,112610.16088,,,10898.72228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",1652.90737,1346.81233,1346.81233,176.44738,-53.7052,0,219.00507,11.14751,,1170.36495,,0,1170.36495,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,306.09504,93.59028,,,212.50476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",9314.16433,1905.93316,80.81031,1.24039,0,1.14721,0.09318,0,,79.56992,,0,2.70679,0,76.86313,1825.12285,244.98815,222.56057,,22.42758,,,1580.1347,0,,1580.1347,0,0,,,,7408.23117,7408.23117,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",680089.76221,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,678622.02483,678622.02483,0,0,23793.26271,0,645763.57305,0,0,9065.18907,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,1467.73738,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",14880.24683,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,170.10008,170.10008,,,0,14710.14675,14299.60077,2020.14944,0,4768.61792,0,0,0,0,7138.51329,372.32012,409.99096,0,0,,0,299.3123,0,0,10.38606,100.2926,0,0,0.55502,,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",54.35421,54.35421,54.35421,54.35421,0,0,54.35421,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,57736.9658,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,2654.31,2654.31,,,0,55082.6558,53158.94098,1502.45488,0,0,0,375.65074,0,0,51157.46306,123.3723,1923.71482,0,0,,0,0,0,0,0,1923.71482,0,0,0,,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,318992.49002,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,318919.12352,312395.68424,0,0,0,3237.44745,0,0,0,309158.23679,0,6478.55679,0,0,,0,1544.14246,4015.11215,0,209.59416,709.70802,0,0,44.88249,,0,73.3665,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",67852.15836999999,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,100,100,,,0,19037.35935,14039.05935,1264.02284,0,0,750,3507.08108,2825.31529,0,5592.64014,100,3998.3,0,0,,0,0,250,0,389.1,2950,409.2,0,1000,,48714.79902,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",1858.24535,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,1858.24535,729.88873,0,0,0,0,498.77959,0,0,231.10914,0,1087.5726,0,0,,0,0,0,0,587.2892,500.2834,0,40.78402,0,,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",40078.163499999995,32124.56717,19460.73005,6752.99542,1359.08844,4681.57562,711.73225,0.59911,,12707.73463,,1753.72082,10951.83515,2.17866,0,12663.83712,3757.05181,3052.64543,,704.40638,,,8906.78531,0.55788,,8906.22743,0,0,,,,7953.59633,7953.59633,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",10419.01556,6229.14225,130.98764,130.98764,0,130.98764,0,0,,0,,0,0,0,0,6098.15461,414.84836,414.84836,,0,,,5683.30625,134.86677,,5411.10024,6.48503,130.85421,,,,4189.87331,4189.87331,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3987,"Акционерное общество «Инлайф страхование жизни""",1249.61056,1249.61056,1225.89532,1225.89532,1031.43038,194.46494,0,0,,0,,0,0,0,0,23.71524,23.71524,0,,23.71524,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",18023.76531,17902.08531,17902.08531,367.40386,367.40386,0,0,0,,17534.68145,,0,14.68145,17520,0,0,0,0,,0,,,0,0,,0,0,0,,,,121.68,0,,,121.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,1299.75586,475.2623,37.37166,2.72475,0,0,2.72475,0,,34.64691,,0,34.64691,0,0,437.89064,288.1196,155.10866,,133.01094,,,149.77104,0,,149.77104,0,0,,,,824.49356,302.12391,,,522.36965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",11.01625,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,6.38173,6.38173,,,0,4.63452,4.63452,0,0,0,0,0,0,0,0,4.63452,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",3403.2554,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,3403.2554,3332.46347,,,70.79193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",-488803.0032,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,-3666.43292,-2886.51389,,,-779.91903,-485136.57028,-470196.34429,-94188.90851,-117.19523,-4356.70882,-9677.59197,-17123.25119,-18459.47742,0,-326273.21115,0,-14855.60569,-3685.26934,-1306.51024,,0,0,0,0,0,-10300.87384,-869.46251,0,-84.6203,,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",12260.92023,11727.25467,11629.96679,0,0,0,0,0,,11629.96679,,10196.25742,1433.70937,0,0,97.28788,0,0,,0,,,97.28788,0,,97.28788,0,0,,,,533.66556,387.08796,,,146.5776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",276958.48701,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,276958.48701,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,276958.48701,0,,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",9580,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,9580,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9580,0,,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",145394.44503,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,145394.44503,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,145394.44503,0,,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",122422.82031,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,122422.82031,106054.03163,1831.89439,4591.31494,0,33113.50621,40568.65064,0,0,25948.66545,0,16368.78868,0,0,,0,0,13363.80954,0,0,3004.97914,0,0,0,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",769560.90183,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,26814.13595,866.32056,,,25947.81539,698386.90987,462735.4354,277.1236,0,105800.94679,47378.66072,947.95202,14703.77675,11265.2263,271616.83065,22010.14487,58994.28044,0,0,,0,28766.8371,0,0,-112.94187,28744.88795,1595.49726,120786.28722,55870.90681,,43329.57423,895.04048,135.2413
4334,Общество с ограниченной ответственностью Страховая компания «АСТК»,486484.39276,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,486484.39276,322750.35181,0,0,0,0,7924.2683,0,0,314826.08351,0,108044.4,0,0,,0,0,0,0,10804.44,97239.96,0,55689.64095,0,,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",11574.13649,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,11574.13649,11574.13649,0,0,0,0,3430.30342,0,0,8143.83307,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4358,Общество с ограниченной ответственностью «РСХБ-Страхование жизни»,2768.2012099999997,2768.0458,344.86795,331.80368,0,0,331.80368,0,,13.06427,,0,13.06427,0,0,2423.17785,2338.48253,2338.33736,,0.14517,,,84.69532,0,,84.69532,0,0,,,,0.15541,0.15541,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",422973.83865,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,422973.83865,365586.33064,1871.69235,5331.5553,0,13482.68013,36206.34039,0,0,301962.00779,6732.05468,20702.21959,0,0,,0,0,2755.51088,0,0,14517.6521,3429.05661,30258.35298,6426.93544,,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",5139.96056,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,5139.96056,3427.38577,2526.5976,0,0,0,900.78817,0,0,0,0,1712.57479,0,0,,0,0,0,0,0,0,1712.57479,0,0,,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,13673.53424,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,13673.53424,10935.7115,353.52,0,0,0,0,0,0,10582.1915,0,0,0,0,,0,0,0,0,0,0,0,0,2737.82274,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
