"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде (с учетом изменений), в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
1208,"Акционерное общество ""Страховое общество газовой промышленности""",15850691808407.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,27158654844.8574,11146880131.6902,5500761.63068,7911611555.95584,0,2706266786.43528,0,523501027.66844,16011774713.1671,0,14190444899.0051,1821329814.162,144638394593.262,110101737232.986,1350345600.32036,1120936517.49882,229409082.82154,1071958184.5203,1601126259.15454,484652380.53009,474777156.65648,9875223.87361,4516604182.76598,13036381.97371,5840504.91093,0,0,5840504.91093,0,7195877.06278,0,0,7195877.06278,0,97386464926.0357,0,5518124599.16484,91868340326.8708,3677549317.68508,111585356.35067,1237710.28916,3564726251.04525,29176616679.8812,65437182.395,65437182.395,0,0,263000,21641417665.3491,5083101884.62587,5058226945.512,24874939.11387,537664705.43819,2065078.40754,2261121.25343,533338505.77722,173713459.95882,129492236.40418,44221223.55464,1672099129.31206,150244524.43248,3712863.636,3109130,1120000.001,1513912611.24258,2919652.80221,,0,511000,0,0,0,,78000,2330652.80221,4076292521.55093,1283748158.84398,652216009.69715,0,631532149.14683,,,,,,,,,0,1154090000,831657500,107222500,93210000,122000000,15677740668969,2069570853578,479561334032,1590009519546,1694569894,1174203542,520366352,237832144,5770117963,5753626411,16491552,12755238332574,178020349015,1531375612593,344297010792,10701545360174,290500700336,554728262480,0
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",362592195114.3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,20393672100.5943,6802274345.06133,20546549.0924,1091431.0725,1060000,6296083112.48417,0,483493252.41226,13591397755.533,695264455.96244,11433565534.3326,1462567765.238,10745025863.7071,9688570005.99277,1249321846.28216,1249321846.28216,0,107974378.47863,0,169392.85882,169392.85882,0,3652182032.34297,1875292.946,915739.233,0,0,915739.233,0,959553.713,0,0,959553.713,0,2455458705.64507,0,363446367.52649,2092012338.11858,2221588357.43912,753875128.30296,337352713.13426,1130360516.0019,683569540.58388,123098943.864,123098943.864,0,0,0,1920,448833.001,310408.2,138424.801,55318595.60769,4496037.959,0,50822557.64869,27022165.588,27022165.588,0,452364272.72706,42913408.5471,0,39526312.012,4506500.101,365418052.06696,25314809.79613,,0,0,0,0,0,,7500,25307309.79613,256856475.85028,116029841.28015,1122500.37304,6952059.62805,107955281.27906,,,,,,,,,0,509557500,279092500,9925000,9360000,211180000,330943939650,33904208475,0,33904208475,0,0,0,113343300,743513175,737719650,5793525,296182874700,24317493975,88243131375,52258836825,131363412525,0,0,0
1216,"Акционерное общество Страховая компания ""Чулпан""",6450694462.67415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,11276803.0513,7123897.49342,0,0,0,1483785.806,0,5640111.68742,4152905.55788,131579.6458,4003354.91962,17970.99246,37586995.62285,35242115.44268,4353218.36012,4353218.36012,0,0,0,20665.4853,0,20665.4853,7104112.70567,9902.2,0,0,0,0,0,9902.2,0,0,9902.2,0,6762246.849,0,6877.112,6755369.737,16991969.84259,8741172.96899,8017877.77287,232919.10073,2286314.78793,74015,74015,0,0,0,8200,128980,0,128980,20761.687,13000,0,7761.687,7300,0,7300,2021558.10093,296327.112,0,5270,0,1719960.98893,25500,,0,0,0,0,0,,25500,0,0,58565.39224,0,0,58565.39224,,,,,,,,,0,32565000,19600000,125000,11740000,1100000,6369265664,0,0,0,0,0,0,0,6051840,6051840,0,6363213824,1445724160,2959085568,1477533696,480870400,0,0,0
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",548760084244.9193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6611659954.17273,2473855890.04962,125237082.5009,182176600,0,0,0,2166442207.54872,4137804064.12311,2821761694.22311,820141037.3,495901332.6,18566149310.7466,13198050551.7748,1186657047.79579,1186657047.79579,0,11251160.13954,0,6059807.02602,6059807.02602,0,10224953820.7491,0,0,0,0,0,0,0,0,0,0,0,1185104841.90488,206145038.9862,90181109.15739,888778693.76129,584023874.15951,69943455.4486,425927017.63589,88153401.07502,1255430825.33379,106033474.1,106033474.1,0,0,0,0,101983.86,101983.86,0,0,0,0,0,6257762.07,6257762.07,0,1143036105.30379,5984578.41235,0,923400,27850,1136100276.89144,1500,,0,0,0,0,0,,500,1000,0,4112667933.63802,984616019.90024,0,3128051913.73778,,,,,,,,,0,61742500,39967500,6755000,980000,14040000,523520532480,45264896000,0,45264896000,0,0,0,434980864,1161216,0,1161216,435945306112,16943984640,90632482816,4907636736,323461201920,41874188288,0,0
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",171751906692.54993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4316856420.7547,3329278897.92833,2453985791.47937,100568651.0261,36000,1063826.99344,0,773624628.42942,987577522.82637,0,656914900.789,330662622.03737,7597564475.79524,3815431115.67317,728593795.6529,728593795.6529,0,499637748.99524,5426364.34053,122490243.08408,120302307.02665,2187936.05743,888167897.67328,54340911.61735,45090062.08374,37931963.56574,0,7158098.518,0,9250849.53361,523055.29501,0,8727794.2386,0,1166735786.65693,123508659.57726,262796963.52287,780430163.5568,350038367.65286,20374044.10344,22767300.08584,306897023.46358,3160451999.90225,12465752.77461,12465752.77461,0,0,0,2564076.52662,3054477910.38915,3053387035.61549,1090874.77366,13884759.0013,0,0,13884759.0013,1803843.4559,1803843.4559,0,73483352.63303,26696066.471,0,1225830.001,0,45561456.16103,1772305.12164,,0,665352.5,0,16000,0,,479000,611952.62164,7795355.93239,613886004.28743,543522425.93158,0,70363578.35585,,,,,,,,,0,71300000,47380000.00001,0,2000000,21919999.99999,159766185796,0,0,0,108652544,1382400,107270144,183732224,1395548160,1387253760,8294400,158078252868,6946856772.00003,4689551360,35480623104,110961221632,0,0,0
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",515148616.32614005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,258357694.38407,1507747.58567,0,0,0,774665,0,733082.58567,256849946.7984,0,255270049.1044,1579897.694,256790921.94207,255455508.30207,6072364.245,6072364.245,0,0,0,0,0,0,247166474.13405,0,0,0,0,0,0,0,0,0,0,0,1694170.95128,249710.62192,0,1444460.32936,522498.97174,501529.63574,20969.336,0,305050,62400,62400,0,0,0,0,0,0,0,0,0,0,0,113300,0,113300,129350,0,0,0,0,129350,0,,0,0,0,0,0,,0,0,0,1030363.64,1030363.64,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,АКЦИОНЕРНОЕ ОБЩЕСТВО «АСТРАМЕД-МС» (СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ),74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,74,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",636548593.8060801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,290896153.50019,202756650.18519,1770054.72,0,0,0,0,200986595.46519,88139503.315,52462376.467,0,35677126.848,345652440.30589,41377759.10466,19939848.35762,19939848.35762,0,0,0,0,0,0,3364043.50537,0,0,0,0,0,0,0,0,0,0,0,12717238.604,0,0,12717238.604,5356628.63767,0,5026904.25931,329724.37836,26360610.18085,14034750.105,14034750.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917466.65385,0,0,0,0,1917466.65385,10408393.422,,0,0,0,0,0,,37000,10371393.422,0,277914071.02038,563255.67678,0,277350815.3436,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",210968769602.68396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3500465267.06147,3496553489.75047,17470489.6139,2431100,0,2375538186.7,0,1101113713.43657,3911777.311,0,3051808.311,859969,3630340999.62247,3502751443.45158,79732789.53166,79096757.4998,636032.03186,127063571.48824,32000,191858.04008,0,191858.04008,5099539.8851,0,0,0,0,0,0,0,0,0,0,0,180151935.1378,12001.5,8260866.83262,171879066.80518,3110479749.3687,1985551.5455,1378008.02661,3107116189.79659,53987621.62306,22307742.97683,22307742.97683,0,0,0,63870.6,224173.5,224173.5,0,6855229.84535,0,0,6855229.84535,297250,297250,0,12054692.2629,2748642.54322,2727500,750405,40000,5788144.71968,12184662.43798,,6000,0,0,0,0,,0,12178662.43798,2502455.43724,71099479.11059,17156885.5524,0,53942593.55819,,,,,,,,,0,31597500,19612500,245000,370000,11370000,203806365836,0,0,0,5308416,5308416,0,0,99893248,99893248,0,162339168396,19536425201.3333,35301796181.3333,1186095104,106314851909.333,41361995776,0,0
1580,Общество с ограниченной ответственностью «РБ Страхование»,129783739.34243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,100910570.39472,20269339.55922,0,0,0,0,0,20269339.55922,80641230.8355,80641230.8355,0,0,28873168.94771,24422541.32291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24422541.32291,0,0,24422541.32291,2498050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2498050,0,0,0,0,2498050,0,,0,0,0,0,0,,0,0,0,1952577.6248,0,0,1952577.6248,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,"Акционерное общество ""Страховое общество ""Талисман""",5125785.38846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,997030.886,997030.886,0,0,0,0,0,997030.886,0,0,0,0,4128754.50246,4040754.50246,151871.207,151871.207,0,0,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3523591.81886,0,0,3523591.81886,336291.4766,298308.50735,18515.60225,19467.367,88000,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,83000,0,0,0,0,83000,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",10455146832.43197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,8405232741.8384,1535299359.0214,1009856362.2064,0,0,0,0,525442996.815,6869933382.817,5062475382.817,0,1807458000,2049914090.59357,710451600.05477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710451600.05477,0,0,710451600.05477,725084580.4792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725084580.4792,0,0,0,0,725084580.4792,0,,0,0,0,0,0,,0,0,0,614377910.0596,26932.20743,0,614350977.85217,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",31678903920.77766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6288923958.84006,1335588813.53445,46527231.6901,14679100,0,136004523.968,0,1138377957.87635,4953335145.30561,4560524118.3844,254888629.63825,137922397.28296,14959780721.9376,14323355471.4836,373339244.90735,373339244.90735,0,3217814.30762,0,84719.97,0,84719.97,2428378777.84744,0,0,0,0,0,0,0,0,0,0,0,1092477925.92501,170821881.82095,140654986.13473,781001057.96933,10425856988.5262,15075270.85631,15486729.68071,10395294987.9892,306071767.29696,32347285,32347285,0,0,0,0,0,0,0,8755446.42382,0,0,8755446.42382,3586686.80754,0,3586686.80754,258125523.98059,118481015.11443,0,55300,1124000,138465208.86616,3256825.08501,,0,310000,0,0,0,,8000,2938825.08501,252825431.14767,77528052.00937,4924072.99718,0,72603979.01219,,,,,,,,,0,7405000,7405000,0,0,0,10422794240,0,0,0,0,0,0,0,0,0,0,10422794240,0,0,0,10422794240,0,0,0
1820,"Акционерное общество ""ГУТА-Страхование""",50438425.68882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2997000,2570000,0,0,0,2570000,0,0,427000,0,414000,13000,47441425.68882,46615825.68882,19386.13615,0,19386.13615,0,0,0,0,0,10571444.38927,0,0,0,0,0,0,0,0,0,0,0,35411238.54003,0,0,35411238.54003,613756.62337,613756.62337,0,0,825600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825600,0,0,0,0,825600,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",413152821903.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1457820858.195,1173840367.334,273192427.419,8140550,3412000,227222893.549,3383,661869113.366,283980490.861,0,65301213.264,218679277.597,2112102220.267,1822739870.427,198933436.115,189081398.171,9852037.944,4951656.197,285152,1396031.951,1024550.721,371481.23,260084638.623,18522247.481,16200528.142,8924812.667,0,7275715.475,0,2321719.339,0,0,2321719.339,0,1042165981.993,0,157989882.487,884176099.506,296400726.067,54299499.5,200095486.513,42005740.054,173615257.827,10640512.372,9873968.663,0,766543.709,30000,31130,8283059.346,8283059.346,0,7395348.982,1050,0,7394298.982,3655768.1,3655768.1,0,141788954.34,15211667.763,5101630,12944700.003,89820,108441136.574,1790484.687,,0,0,0,0,0,,672500,1117984.687,96302538.379,19444553.634,34.299,0,19444519.335,,,,,,,,,0,172827500,118987500,0,4600000,49240000,409410071325,0,0,0,0,0,0,231532425,824002875,813487050,10515825,382237503525,85119396750,42029118000,23816632500,231272356275,9863775000,16253257500,0
1858,"Акционерное общество Страховая компания ""Армеец""",7229424.53888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,880986.41599,574058.31599,0,0,0,71295,0,502763.31599,306928.1,125928.1,0,181000,6348438.12289,4865748.12289,3110400,3110400,0,0,0,0,0,0,10539.64378,0,0,0,0,0,0,0,0,0,0,0,592531.19198,94621.64285,0,497909.54913,1152277.28713,1032486.16613,116889.431,2901.69,1482690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482690,6000,0,0,0,1476690,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
