"Сведения о доле перестраховщиков в выплатах по договорам, переданным в перестрахование, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,310580.9667,0,0,4556.7,4556.7,0,0,0,306024.2667,303265.76039999997,0,0,0,0,255777.88414,0,0,47487.87626,0,2758.5063,0,0,0,0,0,0,0,0,2758.5063,0,0,0,,0,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",985206.92217,0,0,1398.6667100000002,0,0,0,1398.6667100000002,983808.25546,980682.5075399999,118024.25274,0,685.07827,396.52177,5408.02304,103627.01844,0,752541.6132799999,0,3125.74792,1716.40335,81.37888,0,0,0,0,0,0,1108.49183,300.85274,0,0,,0,0,0,0
4179,"Общество с ограниченной ответственностью ""Страховая компания ""Райффайзен Лайф""",28805.47738,24027.77561,0,4777.701770000001,2414.0411099999997,0,0,2363.66066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",83658.7008,0,0,0,0,0,0,0,83658.7008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83432.12292,226.57788000000002,,0,0,0,0
4209,"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания""",53021.8946,0,0,0,0,0,0,0,53021.8946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53021.8946,0,,0,0,0,0
4293,"Общество с ограниченной ответственностью ""Страховая Компания ""Ойлер Гермес Ру""",10053.36855,0,0,0,0,0,0,0,10053.36855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10053.36855,0,,0,0,0,0
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",19576.1745,0,0,0,0,0,0,0,19576.1745,19576.1745,19576.1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",258304.153,0,0,96647.19782,0,0,0,96647.19782,144009.62923,95309.48783,5828.152550000001,0,406.09612,0,0,0,0,89073.98531,1.25385,945.6309699999999,0,0,0,0,944.50981,0,0,0,1.12116,0,26821.81956,20932.69087,,17647.32595,0,0,0
4334,"Общество с ограниченной ответственностью ""Атрадиус Рус Кредитное Страхование""",82412.88139,0,0,0,0,0,0,0,82412.88139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82412.88139,0,,0,0,0,0
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4359,"Некоммерческая корпоративная организация Потребительское общество взаимного страхования ""Страховой дом ""Платинум""",5921.59671,0,0,0,0,0,0,0,5921.59671,5921.59671,5921.59671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4360,"Некоммерческая корпоративная организация Потребительское общество взаимного страхования ""Эталон""",3725.33541,0,0,0,0,0,0,0,3725.33541,3725.33541,3725.33541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,5.3024700000000005,5.3024700000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4372,Общество с ограниченной ответственностью «Страховая компания «Манго»,12569.67298,0,0,0,0,0,0,0,12569.67298,12490.663480000001,0,0,0,0,0,0,0,0,12490.663480000001,79.0095,0,0,0,0,0,0,0,0,79.0095,0,0,0,,0,0,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",117443.82665,0,0,0,0,0,0,0,117443.82665,114151.10522000001,0,0,0,0,0,0,0,114151.10522000001,0,0,0,0,0,0,0,0,0,0,0,0,3292.72143,0,,0,0,0,0
4379,"Некоммерческая корпоративная организация ""Потребительское общество взаимного страхования транспортной отрасли""",5309.54257,0,0,0,0,0,0,0,5309.54257,2668.49951,0,0,0,0,2668.49951,0,0,0,0,2641.04306,0,0,0,0,0,0,0,0,0,2641.04306,0,0,,0,0,0,0
4380,Общество с ограниченной ответственностью РНКБ Страхование,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
